"","ceRNA","log_rank_p","cancer","sur_sig"
"336","LINC01857-MIR141-HLA-DRB1",0.00567633548050128,"BRCA","sig"
"337","LINC01857-MIR141-TNFAIP3",0.0218296688238455,"BRCA","sig"
"338","LINC02035-MIR9-1-CREB1",0.718533450625103,"BRCA","no_sig"
"339","LINC02035-MIR9-1-IREB2",0.538568262901726,"BRCA","no_sig"
"340","LINC02035-MIR9-1-JAK1",0.131205156329778,"BRCA","no_sig"
"341","LINC02086-MIR342-ADM",0.748159652239002,"BRCA","no_sig"
"342","LINC02086-MIR342-CALR",0.696327335698732,"BRCA","no_sig"
"343","LINC02086-MIR342-CRLF1",0.524448616181761,"BRCA","no_sig"
"344","LINC02086-MIR342-FAM3C",0.0490583230525916,"BRCA","sig"
"345","LINC02086-MIR342-HDGF",0.599183297900027,"BRCA","no_sig"
"346","LINC02086-MIR342-IFNAR2",0.0857236802303095,"BRCA","no_sig"
"347","LINC02086-MIR342-IGF2R",0.0688070533328003,"BRCA","no_sig"
"348","LINC02086-MIR342-NDRG1",0.014912903218444,"BRCA","sig"
"349","LINC02086-MIR342-PLCG2",0.0827266311833693,"BRCA","no_sig"
"350","LINC02086-MIR342-PPIA",0.696017511197868,"BRCA","no_sig"
"351","LINC02086-MIR342-TFRC",0.721190122465621,"BRCA","no_sig"
"352","LINC02188-MIR149-BID",0.127153459566894,"BRCA","no_sig"
"353","LINC02188-MIR149-C3",0.0541911247722574,"BRCA","no_sig"
"354","LINC02188-MIR149-CALR",0.354064140856075,"BRCA","no_sig"
"355","LINC02188-MIR149-FASLG",0.00231408340855688,"BRCA","sig"
"356","LINC02188-MIR149-GPI",0.0194065220627676,"BRCA","sig"
"357","LINC02188-MIR149-HLA-A",0.109887499334718,"BRCA","no_sig"
"358","LINC02188-MIR149-PDGFRA",0.246505503560411,"BRCA","no_sig"
"359","LINC02188-MIR149-PLCG2",0.0173362770853061,"BRCA","sig"
"360","LINC02188-MIR149-S1PR2",0.00564982842486605,"BRCA","sig"
"361","LINC02188-MIR149-ULBP3",0.0118851206816638,"BRCA","sig"
"362","LINC02236-MIR221-ACTG1",0.27672655143436,"BRCA","no_sig"
"363","LINC02236-MIR221-CASP3",0.0608176923542109,"BRCA","no_sig"
"364","LINC02236-MIR221-HSPA1B",0.192436518591693,"BRCA","no_sig"
"365","LINC02236-MIR221-NFYA",0.660982624519102,"BRCA","no_sig"
"366","LINC02236-MIR221-PSMD4",0.870164097125501,"BRCA","no_sig"
"367","LINC02321-MIR32-HSPA8",0.128085353339419,"BRCA","no_sig"
"368","LINC02345-MIR342-ADM",0.587982831921156,"BRCA","no_sig"
"369","LINC02345-MIR342-BMP2",0.0653797160338425,"BRCA","no_sig"
"370","LINC02345-MIR342-CALR",0.648907660380958,"BRCA","no_sig"
"371","LINC02345-MIR342-FAM3C",0.120608406156894,"BRCA","no_sig"
"372","LINC02345-MIR342-HDGF",0.584259129669235,"BRCA","no_sig"
"373","LINC02345-MIR342-IFNAR2",0.0540780961766443,"BRCA","no_sig"
"374","LINC02345-MIR342-IGF2R",0.0432479735101953,"BRCA","sig"
"375","LINC02345-MIR342-NDRG1",0.0160078805425248,"BRCA","sig"
"376","LINC02345-MIR342-PLCG2",0.12755511311514,"BRCA","no_sig"
"377","LINC02345-MIR342-PPIA",0.470761544817623,"BRCA","no_sig"
"378","LINC02345-MIR342-TFRC",0.831006670395198,"BRCA","no_sig"
"379","MINCR-MIR146B-PDGFB",0.00814469043718657,"BRCA","sig"
"380","MIR4435-2HG-MIR193A-GDF11",0.00379542648522546,"BRCA","sig"
"381","MIR4435-2HG-MIR193A-KRAS",0.135794620902153,"BRCA","no_sig"
"382","MIR4435-2HG-MIR193A-MAPK8",0.215894386748533,"BRCA","no_sig"
"383","MIR4435-2HG-MIR193A-MAVS",0.0347297633646428,"BRCA","sig"
"384","MIR4435-2HG-MIR193A-PIK3R3",0.420064035950719,"BRCA","no_sig"
"385","MIR4435-2HG-MIR193A-PTK2",0.00624762395661527,"BRCA","sig"
"386","MIR4435-2HG-MIR193A-SEMA3D",1.73541568766478e-05,"BRCA","sig"
"387","MIR4435-2HG-MIR193A-TCF7L2",0.0258328456258274,"BRCA","sig"
"388","MIR4435-2HG-MIR193A-TGFB2",0.0776562001997733,"BRCA","no_sig"
"389","MSC-AS1-MIR106B-B2M",0.24175342622913,"BRCA","no_sig"
"390","MSC-AS1-MIR106B-CDC42",0.598518791637701,"BRCA","no_sig"
"391","MSC-AS1-MIR106B-MAPK1",0.362871074726816,"BRCA","no_sig"
"392","MSC-AS1-MIR106B-TNFRSF21",0.0958356721558611,"BRCA","no_sig"
"393","MSC-AS1-MIR200B-AVPR1A",0.0584316555331533,"BRCA","no_sig"
"394","MSC-AS1-MIR200B-FLT1",0.386385907646593,"BRCA","no_sig"
"395","MSC-AS1-MIR200B-KDR",0.575016948355366,"BRCA","no_sig"
"396","MSC-AS1-MIR200B-PAK2",0.194452623716883,"BRCA","no_sig"
"397","MSC-AS1-MIR200C-AVPR1A",0.0546637831411693,"BRCA","no_sig"
"398","MSC-AS1-MIR200C-EDNRA",0.708840846131838,"BRCA","no_sig"
"399","MSC-AS1-MIR200C-FLT1",0.953825961122695,"BRCA","no_sig"
"400","MSC-AS1-MIR200C-KDR",0.510089275154574,"BRCA","no_sig"
"401","MSC-AS1-MIR200C-PAK2",0.212538613590397,"BRCA","no_sig"
"402","MSC-AS1-MIR200C-RHOA",0.921188916828117,"BRCA","no_sig"
"403","MSC-AS1-MIR25-BMPR1A",0.492014957849304,"BRCA","no_sig"
"404","MSC-AS1-MIR25-ENG",0.812039812092467,"BRCA","no_sig"
"405","MSC-AS1-MIR25-FGF2",0.932027281784769,"BRCA","no_sig"
"406","MSC-AS1-MIR25-IL6ST",0.0961729395139598,"BRCA","no_sig"
"407","MSC-AS1-MIR25-IREB2",0.491680190470121,"BRCA","no_sig"
"408","MSC-AS1-MIR25-ITGAV",0.0617956699640818,"BRCA","no_sig"
"409","MSC-AS1-MIR25-OSMR",0.0435210150612397,"BRCA","sig"
"410","MSC-AS1-MIR25-PDGFRL",0.428501668106084,"BRCA","no_sig"
"411","MSC-AS1-MIR25-ROBO1",0.623147105909572,"BRCA","no_sig"
"412","MSC-AS1-MIR25-TLR3",0.219605950319907,"BRCA","no_sig"
"413","MSC-AS1-MIR25-UBR1",0.0425903972452866,"BRCA","sig"
"414","MSC-AS1-MIR429-AVPR1A",0.0470840888556965,"BRCA","sig"
"415","MSC-AS1-MIR429-KRAS",0.263639755286828,"BRCA","no_sig"
"416","MSC-AS1-MIR429-MALT1",0.966365981504672,"BRCA","no_sig"
"417","MSC-AS1-MIR429-PAK2",0.257673495863341,"BRCA","no_sig"
"418","NORAD-MIR25-BMPR1A",0.298704966374338,"BRCA","no_sig"
"419","NORAD-MIR25-CDH1",0.0448267928129852,"BRCA","sig"
"420","NORAD-MIR25-HSP90AA1",0.00437443860561326,"BRCA","sig"
"421","NORAD-MIR25-HSPA8",0.065175043279972,"BRCA","no_sig"
"422","NORAD-MIR25-IL6ST",0.0131293143216792,"BRCA","sig"
"423","NORAD-MIR25-IREB2",0.260076048648869,"BRCA","no_sig"
"424","NORAD-MIR25-ITGAV",0.374766162440528,"BRCA","no_sig"
"425","NORAD-MIR25-OSMR",0.153060763783212,"BRCA","no_sig"
"426","NORAD-MIR25-PDGFRL",0.190593055842693,"BRCA","no_sig"
"427","NORAD-MIR25-TLR3",0.28487528597585,"BRCA","no_sig"
"428","NORAD-MIR25-TNFSF10",0.199896222574598,"BRCA","no_sig"
"429","NORAD-MIR25-UBR1",0.287405928492429,"BRCA","no_sig"
"430","NORAD-MIR766-MAPK1",0.327313979468203,"BRCA","no_sig"
"431","NORAD-MIR766-NR1D2",0.201080542236391,"BRCA","no_sig"
"432","NORAD-MIR766-PSMD11",0.0604802934906336,"BRCA","no_sig"
"433","NORAD-MIR766-SDC4",0.418737357574175,"BRCA","no_sig"
"434","NORAD-MIR9-1-CREB1",0.246180047383546,"BRCA","no_sig"
"435","NORAD-MIR9-1-IREB2",0.246167233407744,"BRCA","no_sig"
"436","NORAD-MIR9-1-JAK1",0.420896213730658,"BRCA","no_sig"
"437","NR2F1-AS1-MIR25-BMPR1A",0.859310038386495,"BRCA","no_sig"
"438","NR2F1-AS1-MIR25-ENG",0.763482315033606,"BRCA","no_sig"
"439","NR2F1-AS1-MIR25-FGF2",0.840333844341738,"BRCA","no_sig"
"440","NR2F1-AS1-MIR25-IL6ST",0.0965738015251818,"BRCA","no_sig"
"441","NR2F1-AS1-MIR25-IREB2",0.408750804909516,"BRCA","no_sig"
"442","NR2F1-AS1-MIR25-ITGAV",0.245560531866072,"BRCA","no_sig"
"443","NR2F1-AS1-MIR25-OSMR",0.0309343828666325,"BRCA","sig"
"444","NR2F1-AS1-MIR25-PDGFRL",0.531629720447995,"BRCA","no_sig"
"445","NR2F1-AS1-MIR25-ROBO1",0.614817312363243,"BRCA","no_sig"
"446","NR2F1-AS1-MIR25-TLR3",0.196348343206847,"BRCA","no_sig"
"447","NR2F1-AS1-MIR25-UBR1",0.0434588629420173,"BRCA","sig"
"448","NUTM2B-AS1-MIR193A-GDF11",0.186734806919472,"BRCA","no_sig"
"449","NUTM2B-AS1-MIR193A-HMGB1",0.874045165208005,"BRCA","no_sig"
"450","NUTM2B-AS1-MIR193A-KRAS",0.292604073257361,"BRCA","no_sig"
"451","NUTM2B-AS1-MIR193A-MAPK8",0.495734695733159,"BRCA","no_sig"
"452","NUTM2B-AS1-MIR193A-MAVS",0.0148653614341304,"BRCA","sig"
"453","NUTM2B-AS1-MIR193A-PIK3R3",0.628729075356391,"BRCA","no_sig"
"454","NUTM2B-AS1-MIR193A-PTK2",0.0156995901961289,"BRCA","sig"
"455","NUTM2B-AS1-MIR193A-SEMA3D",0.176522801836503,"BRCA","no_sig"
"456","NUTM2B-AS1-MIR193A-TCF7L2",0.0457132132759354,"BRCA","sig"
"457","NUTM2B-AS1-MIR193A-TGFB2",0.35176644101313,"BRCA","no_sig"
"458","PAXIP1-AS2-MIR9-1-CREB1",0.396855384413391,"BRCA","no_sig"
"459","PAXIP1-AS2-MIR9-1-IREB2",0.199805691238876,"BRCA","no_sig"
"460","PAXIP1-AS2-MIR9-1-JAK1",0.0814080722270791,"BRCA","no_sig"
"461","PSMB8-AS1-MIR98-IFNGR1",0.512593718161198,"BRCA","no_sig"
"462","PSMB8-AS1-MIR98-IL32",0.151094328991301,"BRCA","no_sig"
"463","PSMB8-AS1-MIR98-SOCS1",0.207940648322438,"BRCA","no_sig"
"464","PSMB8-AS1-MIR98-TNFSF10",0.181605217444554,"BRCA","no_sig"
"465","RPARP-AS1-MIR218-2-ELAVL1",0.534376316194726,"BRCA","no_sig"
"466","RPARP-AS1-MIR218-2-HDGF",0.653257606144523,"BRCA","no_sig"
"467","RPARP-AS1-MIR218-2-PPIA",0.258995454504627,"BRCA","no_sig"
"468","RPARP-AS1-MIR218-2-RFX5",0.478695805254047,"BRCA","no_sig"
"469","RPARP-AS1-MIR218-2-VAV2",0.143500527820426,"BRCA","no_sig"
"470","SBF2-AS1-MIR193A-GDF11",0.972428918743946,"BRCA","no_sig"
"471","SBF2-AS1-MIR193A-HMGB1",0.785366758199241,"BRCA","no_sig"
"472","SBF2-AS1-MIR193A-KRAS",0.248018869181891,"BRCA","no_sig"
"473","SBF2-AS1-MIR193A-MAPK8",0.344466272511428,"BRCA","no_sig"
"474","SBF2-AS1-MIR193A-MAVS",0.0271585175885258,"BRCA","sig"
"475","SBF2-AS1-MIR193A-PTK2",0.0133203232366296,"BRCA","sig"
"476","SBF2-AS1-MIR193A-SEMA3D",0.048793187394674,"BRCA","sig"
"477","SBF2-AS1-MIR193A-TCF7L2",0.0721626815884278,"BRCA","no_sig"
"478","SBF2-AS1-MIR193A-TGFB2",0.398982489323176,"BRCA","no_sig"
"479","SNHG6-MIR125B1-ADRM1",0.356150956993432,"BRCA","no_sig"
"480","SNHG6-MIR125B1-CD320",0.425918649841891,"BRCA","no_sig"
"481","SNHG6-MIR125B1-HDGF",0.37629259674729,"BRCA","no_sig"
"482","SNHG6-MIR125B1-PRDX2",0.115167218167688,"BRCA","no_sig"
"483","SNHG6-MIR186-HDGF",0.362387514496677,"BRCA","no_sig"
"484","SNHG6-MIR186-HSP90AB1",0.00715773226469285,"BRCA","sig"
"485","SNHG6-MIR186-JUND",0.0308052558584,"BRCA","sig"
"486","SNHG6-MIR186-NENF",0.0282079655822317,"BRCA","sig"
"487","SNHG6-MIR186-PPIA",0.225873796777742,"BRCA","no_sig"
"488","SNHG6-MIR186-PSMD13",0.132218947035728,"BRCA","no_sig"
"489","SNHG6-MIR186-PSMD4",0.159306515455694,"BRCA","no_sig"
"490","SNHG6-MIR186-PSMD8",0.119607340837255,"BRCA","no_sig"
"491","SNHG6-MIR186-PTPN6",0.0585547344540559,"BRCA","no_sig"
"492","SNHG6-MIR26A1-BID",0.181849945106362,"BRCA","no_sig"
"493","SNHG6-MIR26A1-BIRC5",0.18155663867204,"BRCA","no_sig"
"494","SNHG6-MIR26A1-PPIA",0.123618643400031,"BRCA","no_sig"
"495","SNHG6-MIR539-ACTG1",0.300079167277298,"BRCA","no_sig"
"496","SNHG6-MIR539-CDK4",0.112913465052569,"BRCA","no_sig"
"497","SNHG6-MIR539-HDGF",0.374122386622627,"BRCA","no_sig"
"498","TBX5-AS1-MIR25-BMPR1A",0.439378717254964,"BRCA","no_sig"
"499","TBX5-AS1-MIR25-ENG",0.71833061150178,"BRCA","no_sig"
"500","TBX5-AS1-MIR25-FGF2",0.890580330340615,"BRCA","no_sig"
"501","TBX5-AS1-MIR25-HSPA8",0.0939841641071613,"BRCA","no_sig"
"502","TBX5-AS1-MIR25-IL6ST",0.0965738015251818,"BRCA","no_sig"
"503","TBX5-AS1-MIR25-IREB2",0.518189771282428,"BRCA","no_sig"
"504","TBX5-AS1-MIR25-ITGAV",0.139944527696571,"BRCA","no_sig"
"505","TBX5-AS1-MIR25-OSMR",0.0631589743998469,"BRCA","no_sig"
"506","TBX5-AS1-MIR25-PDGFRL",0.487462732224116,"BRCA","no_sig"
"507","TBX5-AS1-MIR25-ROBO1",0.503319836585274,"BRCA","no_sig"
"508","TBX5-AS1-MIR25-TLR3",0.191072491653117,"BRCA","no_sig"
"509","TBX5-AS1-MIR25-TNFSF10",0.152664990373273,"BRCA","no_sig"
"510","TBX5-AS1-MIR25-UBR1",0.0756356403106894,"BRCA","no_sig"
"511","TRIM52-AS1-MIR218-1-HLA-E",0.0887011502566936,"BRCA","no_sig"
"512","TRIM52-AS1-MIR28-NFYB",0.162539915341971,"BRCA","no_sig"
"513","TRIM52-AS1-MIR28-THRA",0.275466270147847,"BRCA","no_sig"
"514","TRIM52-AS1-MIR361-VEGFB",0.394246307250185,"BRCA","no_sig"
"515","TRIM52-AS1-MIR3619-JAG2",0.413950599671244,"BRCA","no_sig"
"516","TRIM52-AS1-MIR374A-VEGFB",0.394246307250185,"BRCA","no_sig"
"517","TYMSOS-MIR221-ACTG1",0.27672655143436,"BRCA","no_sig"
"518","TYMSOS-MIR221-CASP3",0.0932340954365167,"BRCA","no_sig"
"519","TYMSOS-MIR221-GRB2",0.680750401246587,"BRCA","no_sig"
"520","TYMSOS-MIR221-HSPA1B",0.216456913321953,"BRCA","no_sig"
"521","TYMSOS-MIR221-NFYA",0.926570284812062,"BRCA","no_sig"
"522","TYMSOS-MIR221-PSMD4",0.831045503573287,"BRCA","no_sig"
"523","TYMSOS-MIR221-TOR2A",0.285748158753613,"BRCA","no_sig"
"524","XIST-MIR193A-GDF11",0.532791971693068,"BRCA","no_sig"
"525","XIST-MIR193A-KRAS",0.295362307758139,"BRCA","no_sig"
"526","XIST-MIR193A-MAPK8",0.835348762381724,"BRCA","no_sig"
"527","XIST-MIR193A-MAVS",0.147351499842245,"BRCA","no_sig"
"528","XIST-MIR193A-PTK2",0.0297292298086855,"BRCA","sig"
"529","XIST-MIR193A-SEMA3D",0.84716498402526,"BRCA","no_sig"
"530","XIST-MIR193A-TCF7L2",0.330096931967242,"BRCA","no_sig"
"531","XIST-MIR193A-TGFB2",0.273888827443835,"BRCA","no_sig"
"532","AC008147.2-MIR450B-TNFRSF10B",0.121841114707725,"CESC","no_sig"
"533","AC048344.4-MIR23B-PSMD14",0.223119443678233,"CESC","no_sig"
"534","AC091182.1-MIR342-CANX",0.17520048522604,"CESC","no_sig"
"535","AC092756.1-MIR106B-B2M",0.347127130344922,"CESC","no_sig"
"536","AC092756.1-MIR106B-CDC42",0.142310279733052,"CESC","no_sig"
"537","AC092756.1-MIR106B-TNFRSF21",0.659261720917759,"CESC","no_sig"
"538","AC093797.1-MIR342-CANX",0.220587944438085,"CESC","no_sig"
"539","AC093797.1-MIR342-IREB2",0.344939914306314,"CESC","no_sig"
"540","LINC00511-MIR589-RNASEL",0.371542717021321,"CESC","no_sig"
"541","LINC00511-MIR766-MAPK1",0.204269862893858,"CESC","no_sig"
"542","LINC00667-MIR200C-AVPR1A",0.0699422965230706,"CESC","no_sig"
"543","LINC00667-MIR200C-BTC",0.0319346034349484,"CESC","sig"
"544","LINC00667-MIR200C-CRLF3",0.0828275859276881,"CESC","no_sig"
"545","LINC00667-MIR200C-EDNRA",0.104505082263522,"CESC","no_sig"
"546","LINC00667-MIR200C-FLT1",0.000140365260573816,"CESC","sig"
"547","LINC00667-MIR200C-PAK2",0.753981169944308,"CESC","no_sig"
"548","LINC01415-MIR93-CDC42",0.119083368049192,"CESC","no_sig"
"549","LINC01415-MIR93-JUN",0.00764348894394795,"CESC","sig"
"550","LINC01415-MIR93-TNFRSF21",0.113570108243622,"CESC","no_sig"
"551","LINC02397-MIR210-BTK",4.62358246728911e-05,"CESC","sig"
"552","RASSF8-AS1-MIR342-CANX",0.220587944438085,"CESC","no_sig"
"553","RASSF8-AS1-MIR342-FAM3C",0.158749046473718,"CESC","no_sig"
"554","RASSF8-AS1-MIR342-IREB2",0.252130539094044,"CESC","no_sig"
"555","XIST-MIR342-CANX",0.251002777755339,"CESC","no_sig"
"556","XIST-MIR342-FAM3C",0.301538737701962,"CESC","no_sig"
"557","XIST-MIR342-IREB2",0.101510721105577,"CESC","no_sig"
"558","XIST-MIR877-CANX",0.246259184509933,"CESC","no_sig"
"559","XIST-MIR877-NFAT5",0.0467837712523165,"CESC","sig"
"560","AC004080.2-MIR193B-AKT1",0.0124295723657099,"COAD","sig"
"561","AC004080.2-MIR193B-GPI",0.0229744159465495,"COAD","sig"
"562","AC004080.2-MIR193B-MAP2K2",0.559876241395875,"COAD","no_sig"
"563","AC004080.2-MIR193B-NR2F6",0.134258579032259,"COAD","no_sig"
"564","AC004080.2-MIR193B-PSMC5",0.00537489685569992,"COAD","sig"
"565","AC004080.2-MIR193B-TOR2A",0.12956677080327,"COAD","no_sig"
"566","AC004080.2-MIR193B-ZYX",0.0808540968232457,"COAD","no_sig"
"567","AC005523.1-MIR425-HSP90AA1",0.737571049711252,"COAD","no_sig"
"568","AC005523.1-MIR425-PSMD8",0.112176952632931,"COAD","no_sig"
"569","AC009237.14-MIR28-IL34",0.563894951371562,"COAD","no_sig"
"570","AC009237.14-MIR28-KCNH2",0.00399381227500339,"COAD","sig"
"571","AC009237.14-MIR28-SEMA4C",0.0511476856322706,"COAD","no_sig"
"572","AC009237.14-MIR28-THRA",0.109237883677093,"COAD","no_sig"
"573","AC016065.1-MIR320B2-PPIA",0.352373691484896,"COAD","no_sig"
"574","AC016065.1-MIR320B2-TRPC4AP",0.431832750423904,"COAD","no_sig"
"575","AC016065.1-MIR320B2-TXLNA",0.342973961148676,"COAD","no_sig"
"576","AC016065.1-MIR320C1-RARG",0.114416388543141,"COAD","no_sig"
"577","AC016065.1-MIR320C1-RHOA",0.433465580756795,"COAD","no_sig"
"578","AC016065.1-MIR320C2-RARG",0.0805032919714375,"COAD","no_sig"
"579","AC016065.1-MIR320C2-RHOA",0.244698222616923,"COAD","no_sig"
"580","AC019069.1-MIR3619-FGFR4",0.584796972773644,"COAD","no_sig"
"581","AC019069.1-MIR3619-HDGF",0.40678437956302,"COAD","no_sig"
"582","AC019069.1-MIR3619-HSP90AB1",0.488959753561066,"COAD","no_sig"
"583","AC019069.1-MIR3619-JAG2",0.16243310605843,"COAD","no_sig"
"584","AC019069.1-MIR3619-VAV2",0.0323640576121921,"COAD","sig"
"585","AC019069.1-MIR374A-HSP90AA1",0.277618002111487,"COAD","no_sig"
"586","AC019069.1-MIR374A-RAC1",0.23200644228649,"COAD","no_sig"
"587","AC019069.1-MIR374A-TOR2A",0.184586944261901,"COAD","no_sig"
"588","AC019069.1-MIR374A-VEGFB",0.00522277013367689,"COAD","sig"
"589","AC020910.5-MIR30E-NR2F6",0.606036822841166,"COAD","no_sig"
"590","AC020910.5-MIR30E-PSMD7",0.689040263074672,"COAD","no_sig"
"591","AC020910.5-MIR30E-RELA",0.0956313792704986,"COAD","no_sig"
"592","AC020910.5-MIR30E-UBXN1",0.0270705791874802,"COAD","sig"
"593","AC020910.5-MIR655-NR2F6",0.757479584979136,"COAD","no_sig"
"594","AC020910.5-MIR655-TOR2A",0.280685924367379,"COAD","no_sig"
"595","AC020910.5-MIR660-LRSAM1",0.0506870365495514,"COAD","no_sig"
"596","AC023043.1-MIR193B-ACTG1",0.021604022591086,"COAD","sig"
"597","AC023043.1-MIR193B-AKT1",0.429575763395649,"COAD","no_sig"
"598","AC023043.1-MIR193B-CDK4",0.447456486739273,"COAD","no_sig"
"599","AC023043.1-MIR193B-GPI",0.704400610258049,"COAD","no_sig"
"600","AC023043.1-MIR193B-NR2F6",0.673134889702881,"COAD","no_sig"
"601","AC023043.1-MIR193B-PSMC5",0.61103658320189,"COAD","no_sig"
"602","AC023043.1-MIR193B-RAC2",0.588766944504509,"COAD","no_sig"
"603","AC023043.1-MIR193B-TOR2A",0.024759158477291,"COAD","sig"
"604","AC023043.1-MIR193B-ZYX",0.483501422992607,"COAD","no_sig"
"605","AC023043.1-MIR491-AEN",0.902433810324069,"COAD","no_sig"
"606","AC023043.1-MIR491-B2M",0.583511131642913,"COAD","no_sig"
"607","AC023043.1-MIR491-HLA-C",0.632306573155939,"COAD","no_sig"
"608","AC026401.3-MIR425-HSP90AA1",0.425506158677314,"COAD","no_sig"
"609","AC026401.3-MIR425-PSMD8",0.151224242220765,"COAD","no_sig"
"610","AC026401.3-MIR425-PSME3",0.0576920743021647,"COAD","no_sig"
"611","AC026401.3-MIR425-RAC1",0.865970327007761,"COAD","no_sig"
"612","AC040169.1-MIR1276-PSMD3",0.882809015731357,"COAD","no_sig"
"613","AC040169.1-MIR1276-PSME3",0.0499658588936841,"COAD","sig"
"614","AC040169.1-MIR1276-RAC1",0.723405311991096,"COAD","no_sig"
"615","AC040169.1-MIR30B-ADRM1",0.880225996338476,"COAD","no_sig"
"616","AC040169.1-MIR30B-PSME3",0.0499658588936841,"COAD","sig"
"617","AC092171.3-MIR3173-IFNLR1",0.212927513922672,"COAD","no_sig"
"618","AC092171.3-MIR3173-JUND",0.171053234815897,"COAD","no_sig"
"619","AC092171.3-MIR3173-RXRB",0.234142378673576,"COAD","no_sig"
"620","AC092171.3-MIR579-PAK4",0.0251034858897077,"COAD","sig"
"621","AC092171.3-MIR744-ADRM1",0.497060586448963,"COAD","no_sig"
"622","AC092171.3-MIR744-CDK4",0.98310611595097,"COAD","no_sig"
"623","AC092171.3-MIR744-NFKBIB",0.0307692933231574,"COAD","sig"
"624","AC092171.3-MIR744-NR2F6",0.468920429021283,"COAD","no_sig"
"625","AC092171.3-MIR744-OGFR",0.513306552816567,"COAD","no_sig"
"626","AC092171.3-MIR744-PAK4",0.289425557511801,"COAD","no_sig"
"627","AC092171.3-MIR744-PSMD4",0.313226362780438,"COAD","no_sig"
"628","AC092171.3-MIR744-TOR2A",0.0490560593472283,"COAD","sig"
"629","AC093673.1-MIR454-ADM2",0.0597246931534098,"COAD","no_sig"
"630","AC093673.1-MIR454-LTBR",0.0875014839276377,"COAD","no_sig"
"631","AC093673.1-MIR454-THRA",0.0298641494369002,"COAD","sig"
"632","AC100810.1-MIR1276-RAC1",0.248953721820137,"COAD","no_sig"
"633","AC100810.1-MIR374A-HSP90AA1",0.52784096506589,"COAD","no_sig"
"634","AC100810.1-MIR374A-RAC1",0.2529365168552,"COAD","no_sig"
"635","AC100810.1-MIR374A-VEGFB",0.0147725774645454,"COAD","sig"
"636","AC100861.1-MIR186-AEN",0.326725532750958,"COAD","no_sig"
"637","AC100861.1-MIR186-HDGF",0.160643368985788,"COAD","no_sig"
"638","AC100861.1-MIR186-HSP90AA1",0.821020580926705,"COAD","no_sig"
"639","AC100861.1-MIR186-HSP90AB1",0.490773438704999,"COAD","no_sig"
"640","AC100861.1-MIR186-MICA",0.260926110146434,"COAD","no_sig"
"641","AC100861.1-MIR186-PLXNB2",0.176020083252614,"COAD","no_sig"
"642","AC100861.1-MIR186-PPIA",0.454216487196784,"COAD","no_sig"
"643","AC100861.1-MIR186-PSMD13",0.501957567056201,"COAD","no_sig"
"644","AC100861.1-MIR186-PSMD2",0.90055307605707,"COAD","no_sig"
"645","AC100861.1-MIR186-PSMD3",0.411646690149164,"COAD","no_sig"
"646","AC100861.1-MIR186-PSMD4",0.473379354342373,"COAD","no_sig"
"647","AC100861.1-MIR186-PSMD8",0.0802825896693504,"COAD","no_sig"
"648","AC100861.1-MIR186-PSME1",0.696900543856917,"COAD","no_sig"
"649","AC100861.1-MIR186-PSME3",0.0868401683987159,"COAD","no_sig"
"650","AC100861.1-MIR186-PTPN6",0.17077420235046,"COAD","no_sig"
"651","AC100861.1-MIR186-RELA",0.154698468240188,"COAD","no_sig"
"652","AC100861.1-MIR320B2-MDK",0.137683982607718,"COAD","no_sig"
"653","AC100861.1-MIR320B2-PPIA",0.340681871021093,"COAD","no_sig"
"654","AC100861.1-MIR320B2-TXLNA",0.546359613394412,"COAD","no_sig"
"655","AC100861.1-MIR320C1-MDK",0.213792085671575,"COAD","no_sig"
"656","AC100861.1-MIR320C1-RHOA",0.433465580756795,"COAD","no_sig"
"657","AC100861.1-MIR320C2-MDK",0.114672214138574,"COAD","no_sig"
"658","AC100861.1-MIR320C2-RHOA",0.161957659183588,"COAD","no_sig"
"659","AC100861.1-MIR320D1-MDK",0.208574814365194,"COAD","no_sig"
"660","AC100861.1-MIR370-CD3D",0.33847441071937,"COAD","no_sig"
"661","AC100861.1-MIR370-HSP90AB1",0.490773438704999,"COAD","no_sig"
"662","AC100861.1-MIR370-LRSAM1",0.0266456561071816,"COAD","sig"
"663","AC100861.1-MIR491-AEN",0.132630501013242,"COAD","no_sig"
"664","AC100861.1-MIR491-B2M",0.75754518192479,"COAD","no_sig"
"665","AC100861.1-MIR491-HLA-C",0.632306573155939,"COAD","no_sig"
"666","AC100861.1-MIR580-HSPA8",0.167784498322408,"COAD","no_sig"
"667","AC100861.1-MIR580-PAK4",0.29141099551067,"COAD","no_sig"
"668","AC100861.1-MIR580-PSMC1",0.140118522572966,"COAD","no_sig"
"669","AC114271.1-MIR193B-ACTG1",0.021604022591086,"COAD","sig"
"670","AC114271.1-MIR193B-AKT1",0.262216255479425,"COAD","no_sig"
"671","AC114271.1-MIR193B-CDK4",0.476594481500098,"COAD","no_sig"
"672","AC114271.1-MIR193B-GPI",0.97940297001857,"COAD","no_sig"
"673","AC114271.1-MIR193B-MAP2K2",0.587438877081481,"COAD","no_sig"
"674","AC114271.1-MIR193B-NR2F6",0.494153772778222,"COAD","no_sig"
"675","AC114271.1-MIR193B-PSMC5",0.408359059411296,"COAD","no_sig"
"676","AC114271.1-MIR193B-TOR2A",0.10762810399115,"COAD","no_sig"
"677","AC114271.1-MIR193B-ZYX",0.540183348153027,"COAD","no_sig"
