gene	p.value	fdr	ratio	test_type
CDCA2	7.80357641221057e-06	4.82485013819779e-05	4.87935326741914	t_test
CDCA3	8.88840002171107e-07	8.49049758456556e-06	5.05011630580182	t_test
CDCA4	3.40613833337686e-08	6.73079814188625e-07	3.19258969957934	t_test
CDCA5	2.46801758112074e-06	1.89814385291629e-05	4.1746995599787	t_test
CDCA7	1.17551227347664e-06	1.05954778935526e-05	4.0547705977774	t_test
CDCA8	1.24324661782132e-06	1.10469712644786e-05	5.53024779367022	t_test
CDCP1	0.0024890638707011	0.00628184843966234	2.59984083849212	t_test
CDH1	0.0147134068845619	0.028633522614692	1.96299630043542	t_test
CDH11	0.0001377626537687	0.000529444673692371	0.622296175905436	t_test
CDH15	2.16344880865384e-05	0.0001111263801522	7.19149385445012	t_test
CDH17	4.99660543551907e-06	3.36876729952161e-05	4.7851582447842	t_test
CDH19	2.19128644545181e-13	5.16434655511921e-11	0.145943698336569	t_test
CDH24	5.73199903713252e-07	6.08180245405698e-06	3.06875363186697	t_test
CDH3	0.000837831895944026	0.00247276131941049	7.29636357825148	t_test
CDH4	0.00163687820769876	0.00437064481115967	0.513652148986363	t_test
CDH5	3.6812450572995e-05	0.000174131149020902	0.53444717455417	t_test
CDH6	0.00913800366283498	0.0191207268181999	0.640311903315815	t_test
CDHR2	9.15384474667254e-05	0.000374386424908767	4.33741538868966	t_test
CDIN1	0.00309316636969439	0.00757620116777048	0.576273472449453	t_test
CDIP1	1.60354057039392e-16	1.2237305324349e-13	0.441331964025353	t_test
CDK1	8.12682942099462e-07	7.91735977512826e-06	5.68956005275723	t_test
CDK10	1.54056827932947e-05	8.42920698003893e-05	1.85335219304253	t_test
CDK15	1.38209638206824e-08	3.40761178754239e-07	0.285007597157872	t_test
CDK16	1.80675234784682e-06	1.4836497438839e-05	1.69278516028636	t_test
CDK18	0.00621439455563725	0.0137824366383397	1.83481032567949	t_test
CDK2	2.75628302935472e-07	3.44288322902874e-06	2.25425030839209	t_test
CDK2AP2	9.10299972992758e-05	0.000372820530722769	1.68046407051259	t_test
CDK3	0.0102458377387087	0.0210826444388469	1.92196929521373	t_test
CDK4	2.65482181734105e-05	0.000131355895167359	1.78176854772428	t_test
CDK5	2.68228452391335e-08	5.6191231085275e-07	2.19914204934542	t_test
CDK5R1	0.00392329712602359	0.00927439501030709	2.44386828197409	t_test
CDK5RAP1	2.77919627420986e-07	3.46071480112566e-06	1.59316982999747	t_test
CDK5RAP3	1.43342299246448e-05	7.93781509234132e-05	3.18612751142295	t_test
CDK7	1.75891538740023e-05	9.3773712569781e-05	1.62204567037731	t_test
CDKAL1	0.00371033535687268	0.00885771405172672	1.9297591724971	t_test
CDKL1	1.14097689121076e-05	6.58692206719873e-05	0.385525297773685	t_test
CDKL3	0.00099034362554765	0.00285026347621653	1.68258915471388	t_test
CDKN1A	0.000576641697850774	0.00180106409077305	0.371147911378455	t_test
CDKN2A	7.71774545025726e-06	4.78285338692277e-05	18.9188454537208	t_test
CDKN2AIP	0.000122480345017541	0.000479684752993919	0.605240926325087	t_test
CDKN3	1.09902793428348e-05	6.40706499629939e-05	3.38192449265856	t_test
CDO1	8.83129823976805e-11	6.73954217097727e-09	0.25941354831365	t_test
CDON	7.16087281028988e-05	0.000303678612484005	0.229147050838243	t_test
CDR2	0.0115728400972489	0.0233115052034327	0.66555550342282	t_test
CDR2L	1.64453384043594e-06	1.37338714574395e-05	2.04920184366017	t_test
CDRT1	0.00339996326613413	0.00822705893146089	2.72841026961173	t_test
CDS1	0.0167387547606269	0.0318706527021275	1.60203759470649	t_test
CDT1	5.0086908846878e-06	3.37265882848768e-05	4.9931522112107	t_test
CDX1	0.00055250066779495	0.00173275454052483	12.4682454412876	t_test
CEBPA	0.00602557437475825	0.0134100617872345	2.39609111977801	t_test
CEBPD	0.000818812276057572	0.00242600952784224	0.479169747243256	t_test
CELF2	5.07253580971618e-09	1.59315781305203e-07	0.172680132329952	t_test
CELSR3	1.59511573693205e-08	3.79841378901531e-07	7.19653046490458	t_test
CEMIP	0.000762626169747029	0.00228317709627609	4.10166065286036	t_test
CENATAC	0.000235701769227973	0.000834959450408376	1.72258666074675	t_test
CEND1	0.000243007706797486	0.000856862818291861	0.374103253631637	t_test
CENPA	1.20662278792033e-06	1.08357831488346e-05	7.07112565328974	t_test
CENPE	5.73418414331717e-07	6.08180245405698e-06	4.06606096694426	t_test
CENPF	7.73865832748846e-06	4.79395973545922e-05	3.56571314968513	t_test
CENPH	2.11586673607426e-07	2.82103829553461e-06	2.88437762769761	t_test
CENPI	7.85879611327564e-06	4.85337443203682e-05	4.16717030145435	t_test
CENPK	8.75683062372974e-06	5.28576149061743e-05	4.31243784535096	t_test
CENPL	2.94355784305129e-06	2.18395638855278e-05	2.48783671073767	t_test
CENPM	5.41568498744322e-05	0.000241021292998515	3.23922701782612	t_test
CENPN	0.000485769323725397	0.00154954999642182	1.90135031203911	t_test
CENPO	1.41360979392988e-06	1.22192613578858e-05	3.08360162392768	t_test
CENPP	4.87813306614164e-05	0.000220154774761999	1.75976036846217	t_test
CENPQ	0.000395013713328649	0.00129590373998054	1.63903713681994	t_test
CENPS	4.29524244098963e-05	0.000198545011131525	2.08552547180813	t_test
CENPT	0.000165839099200716	0.000621111802708734	1.60319428953976	t_test
CENPU	7.79992083173376e-06	4.8244512253711e-05	3.48369510737655	t_test
CENPW	0.000181260770031528	0.000670055754639377	2.45600526407766	t_test
CENPX	7.64615332421086e-09	2.14225967087069e-07	2.48178702298482	t_test
CEP112	6.34451406052218e-05	0.000274506431787064	0.486364857162187	t_test
CEP126	0.00010527765157809	0.000421584118988122	0.350778582624512	t_test
CEP131	6.07040678185803e-08	1.0505868151842e-06	2.51748709566547	t_test
CEP135	0.000461147510791428	0.00148222021819964	1.59405898987623	t_test
CEP152	1.99414549611294e-06	1.60352110992002e-05	2.35830268848416	t_test
CEP250	1.13298151174317e-05	6.56203892562197e-05	1.72973042390984	t_test
CEP41	0.00680119468510196	0.0149329971261055	1.58570228376648	t_test
CEP55	4.07221792010162e-06	2.84984123963094e-05	3.72631726185736	t_test
CEP68	0.000873273972978737	0.00256367259405701	0.540891479324296	t_test
CEP72	2.57425444891668e-06	1.96733437283446e-05	2.27875410078638	t_test
CEP76	0.000226006486931087	0.000806317889482992	1.63063087680097	t_test
CEP83	7.84325232738046e-07	7.7303789544034e-06	1.80023239169831	t_test
CEP85	1.6711575711074e-06	1.38982725659404e-05	2.45340301321074	t_test
CEP85L	1.06602822666693e-07	1.63081399734078e-06	0.314154877876433	t_test
CEP89	0.000438938579897321	0.00141826403079935	1.55122724990574	t_test
CERK	5.31151203288475e-06	3.53791736654244e-05	0.643239741851556	t_test
CERS4	2.048774036268e-08	4.56657200350919e-07	0.562756177210965	t_test
CERT1	1.04556427405566e-05	6.13780698022562e-05	0.617022045640591	t_test
CES1	2.16232112748189e-11	2.26492538490358e-09	0.610432115121627	t_test
CES4A	0.0183708864254311	0.0345634921171588	1.81097077109496	t_test
CFAP157	1.49629393798449e-05	8.23192813255731e-05	1.99830405659094	t_test
CFAP20DC	1.31821459461048e-05	7.43862925817874e-05	4.68234280878752	t_test
CFAP251	1.77861143885137e-10	1.11780497721694e-08	9.32462549170241	t_test
CFAP298	8.09890154557076e-08	1.3097174184593e-06	2.0405685693681	t_test
CFAP43	0.000622104796589311	0.00192171385314963	2.60665732835218	t_test
CFAP44	0.0103037932544341	0.0211730466336147	1.71940493086362	t_test
CFAP45	0.00628538211579054	0.0139263837671311	2.68755378905546	t_test
CFAP47	1.8218377489598e-05	9.63907948657305e-05	14.155194517464	t_test
CFAP52	5.72914885263805e-05	0.000252309259445939	3.76516230331768	t_test
CFAP53	0.000103481826813652	0.00041491112247075	2.54016613323646	t_test
CFAP57	0.00938620743724518	0.0195788790247296	3.5234942284928	t_test
CFAP58	0.0109439509493888	0.0222516820495947	0.627384596082756	t_test
CFAP73	0.0103079239893522	0.0211788192119691	2.57191854914625	t_test
CFAP74	0.00044318767585498	0.00142994276087214	3.81174159742635	t_test
CFD	4.6218418681467e-19	8.41227696167823e-16	0.0774867237750859	t_test
CFH	3.21747245059615e-09	1.09708964879264e-07	0.447341496583545	t_test
CFL1	3.02264137004929e-08	6.14333950100235e-07	1.79202405037182	t_test
CFL2	2.0140288852173e-05	0.000104794892579521	0.111769665731065	t_test
CFP	0.000331097892796843	0.00111591479073864	0.493094900040986	t_test
CFTR	0.0114601287757458	0.0231251603827881	4.17583485602345	t_test
CGAS	4.72852812969352e-06	3.21235234448785e-05	2.35253600026749	t_test
CGB7	0.00625268718740662	0.0138596908527494	2.94985425417154	t_test
CGNL1	5.38497047886471e-08	9.54640894848295e-07	0.113480339088682	t_test
CGREF1	1.98626649082337e-05	0.000103587271225816	6.36366302640341	t_test
CGRRF1	3.00802650556601e-07	3.66590363332326e-06	0.648573316293184	t_test
CH25H	2.54232217131824e-07	3.25165643396218e-06	0.118976717414837	t_test
CHAC1	2.15921227843739e-07	2.86690438891778e-06	4.95610052933924	t_test
CHAC2	0.000179620411953842	0.000664956507732101	2.04775999629062	t_test
CHAF1A	2.83849412066961e-06	2.11974402506296e-05	2.29744153141083	t_test
CHAF1B	6.20372049425687e-09	1.83831137464687e-07	3.69409617651918	t_test
CHCHD1	5.85590628953927e-08	1.01947005965781e-06	1.90270607478673	t_test
CHCHD6	2.81751850028267e-06	2.10604251331763e-05	1.61481012037969	t_test
CHD1L	0.000336183600335988	0.00113257901597321	2.81360650290658	t_test
CHD4	3.68455903429986e-05	0.000174236480034493	1.52789150372717	t_test
CHD5	3.87962917907907e-07	4.45633063492819e-06	0.2026596403562	t_test
CHD7	4.70847275481907e-05	0.00021430839070926	1.84616180198018	t_test
CHDH	7.31984496999542e-05	0.000309352539756922	3.75170241410214	t_test
CHEK1	4.73536544500347e-07	5.21215430093582e-06	3.49942901542918	t_test
CHEK2	2.497042001058e-05	0.000124898861139062	1.99198912243013	t_test
CHGA	0.000174902529082659	0.000649742218608877	4.08598702293284	t_test
CHGB	0.0051549142257825	0.011721432375481	2.05111440109789	t_test
CHI3L1	0.00786283454609145	0.0168394743332436	4.00787678441042	t_test
CHIC1	3.31254826801672e-05	0.000159181105077169	0.530480518971058	t_test
CHIT1	0.000363267452917235	0.00120857882508856	12.0625069967059	t_test
CHKB	0.000509654583291378	0.00161481303911183	2.36255059385575	t_test
CHML	0.000208619783835188	0.00075198845158406	1.91617187864643	t_test
CHMP3	0.00024851625016397	0.000873787061239092	0.61930121083906	t_test
CHMP4C	0.00246446675772276	0.00622663475630852	2.36186959981818	t_test
CHORDC1	0.00222439723580929	0.00569550888338068	1.59039740230037	t_test
CHPF	3.08053442537764e-06	2.26565602116118e-05	2.11350264953666	t_test
CHRD	9.31436405271101e-10	4.21672311606629e-08	0.514227832003186	t_test
CHRDL1	1.3103582659043e-14	5.52626357089009e-12	0.120171604003068	t_test
CHRDL2	0.000788622460241158	0.00235134205540926	0.481216335849551	t_test
CHRM2	2.21676743626087e-10	1.36231195520165e-08	0.0523808520161461	t_test
CHRM3	0.0013070765542775	0.00360847697826895	0.112735024787806	t_test
CHRM5	0.0101681792133457	0.0209507894154125	3.35542900355673	t_test
CHRNA5	8.40670545182361e-06	5.126554854297e-05	2.57406125207341	t_test
CHRNA7	0.00961695714974077	0.019973041368689	0.606600793585135	t_test
CHRNB1	3.21726614392753e-06	2.34576465980813e-05	2.66185694218334	t_test
CHRNB2	0.0101820929925857	0.020976760804625	10.6012917965068	t_test
CHST3	0.0168415622264862	0.0320359497022751	0.602909344679512	t_test
CHST6	0.00915045153581001	0.0191442736700902	3.18586437127255	t_test
CHTF18	7.0492185013408e-08	1.1780060031542e-06	3.55963574034209	t_test
CHURC1	1.71286270678643e-05	9.19301330842579e-05	0.521668250230416	t_test
CIAO2A	1.20789303437938e-05	6.91593203607146e-05	1.95961239031171	t_test
CIAPIN1	6.47627405659171e-06	4.16487833189963e-05	1.58546547908034	t_test
CIDEA	1.46839920465073e-05	8.11188061142108e-05	0.552534290993328	t_test
CILP	5.25483210346047e-07	5.65487301414192e-06	0.110323023429224	t_test
CIP2A	3.71433929212515e-08	7.18045856400455e-07	3.39281265162047	t_test
CIPC	0.00120005542481478	0.00336049069335693	0.451714347596296	t_test
CISD2	9.23626144788616e-06	5.531402315539e-05	1.5741288620204	t_test
CIT	2.67989304179395e-06	2.0223097765398e-05	3.2558544331372	t_test
CITED2	0.00146953877360028	0.00399166582808782	0.609953368714042	t_test
CITED4	0.00129510353155312	0.0035815926137481	2.38101856313186	t_test
CKAP2	1.51686636589367e-05	8.31940464743737e-05	2.51676835640036	t_test
CKAP2L	1.2672711566818e-06	1.12268035140865e-05	4.87171624134232	t_test
CKAP4	2.71118047737272e-05	0.000133403065183835	1.64288062644349	t_test
CKAP5	0.00408161691922001	0.00958417476152673	1.50959911154508	t_test
CKB	6.65123624012999e-07	6.81539079183652e-06	0.203739538001212	t_test
CKMT1A	0.0230536890654584	0.0420268935232666	1.83535048118812	t_test
CKMT2	3.30552493399514e-06	2.40246451665334e-05	0.173708191096892	t_test
CKS1B	2.32046218105332e-07	3.02339243199679e-06	3.01918754147012	t_test
CKS2	4.74464625001434e-07	5.21878523011186e-06	3.74416574500525	t_test
CLBA1	2.66493114410456e-05	0.000131734073150585	1.86698063596647	t_test
CLCN2	1.1983525583767e-08	3.04838065088015e-07	2.61190793707274	t_test
CLCN5	0.000207688697888618	0.000749475134510919	1.74012920793656	t_test
CLDN10	0.00296813652744069	0.00730569128993465	1.52211031518443	t_test
CLDN11	2.04821502983812e-07	2.74913685663197e-06	0.524958014832256	t_test
CLDN14	0.00756505001285366	0.0163096119143698	3.38400361136637	t_test
CLDN2	5.29230595144898e-05	0.000236054815413085	10.0711837703459	t_test
CLDN5	6.24929941364245e-09	1.8461797808674e-07	0.187701233845434	t_test
CLDN9	0.000134852699782999	0.00052063342970907	18.3153841845904	t_test
CLEC10A	2.15890250671212e-10	1.34102990591351e-08	0.290394070831815	t_test
CLEC14A	1.43630004799548e-05	7.95099985118324e-05	0.493292836090506	t_test
CLEC17A	0.00378697568797223	0.00900457596396132	0.383088974760502	t_test
CLEC18A	0.000133719360423599	0.000516755840402364	8.20083789429038	t_test
CLEC1A	3.11914795343489e-06	2.28880334714961e-05	0.620031522073694	t_test
CLEC3B	7.3264604805502e-13	1.41462476700358e-10	0.0483145054168697	t_test
CLEC4F	7.19595171935306e-06	4.51835217327066e-05	0.492704814598862	t_test
CLEC5A	0.000117390429992314	0.000462349233486563	5.15989351965667	t_test
CLEC7A	0.0224912910006787	0.0411843498145427	2.571448514979	t_test
CLEC9A	1.72516155518587e-06	1.42586070569411e-05	0.283621729790177	t_test
CLHC1	0.0147522017228738	0.0286881185306123	1.50487589955878	t_test
CLIC2	5.94814638024094e-07	6.24046383577838e-06	0.488597852446011	t_test
CLIC3	0.00209563137489305	0.00541076017625843	2.60021028255768	t_test
CLIC4	0.00114327491297396	0.0032228889631171	0.237114545325252	t_test
CLIP1	0.0039900654603304	0.00940918026298631	0.550721751487674	t_test
CLIP3	1.17941335309025e-06	1.06246646411604e-05	0.148808532568828	t_test
CLIP4	1.39663565744437e-05	7.79334367904021e-05	0.402447232096799	t_test
CLK2	3.42495586066974e-07	4.04569777309538e-06	2.01546336077764	t_test
CLMP	5.51978188573805e-05	0.000244905937156251	0.473537974813155	t_test
CLN3	0.00964559051666497	0.0200233463238436	1.91175398735237	t_test
CLN6	5.48182929834108e-09	1.68621490086783e-07	2.07966187604567	t_test
CLPB	7.4193469370905e-07	7.40095748820857e-06	1.85906170297715	t_test
CLPP	3.07403341647814e-06	2.26295174701326e-05	1.55907782257396	t_test
CLPTM1	2.76494839180011e-07	3.451017361915e-06	1.58758811344527	t_test
CLPTM1L	1.06480236366836e-06	9.80719694261448e-06	1.83282225855686	t_test
CLSPN	2.747916522924e-06	2.06074451082733e-05	4.56792509065668	t_test
CLSTN3	1.33094506985686e-05	7.49726737768928e-05	2.33052523134495	t_test
CLU	1.43097001885296e-11	1.63805182300983e-09	0.302040029088584	t_test
CLUAP1	0.000372765271876312	0.00123632786570566	0.551471053848362	t_test
CLYBL	3.95362774470036e-11	3.70531217757708e-09	0.562400678361075	t_test
CMA1	2.52487568453636e-08	5.39228382405678e-07	0.116579988937605	t_test
CMC1	6.3128634480902e-10	3.13548661427853e-08	1.76407222138025	t_test
CMPK2	5.71591184470484e-05	0.000251795500888509	3.24803484235997	t_test
CMSS1	0.000156564769003256	0.000590795146702655	1.52777226403111	t_test
CMTM1	0.000807123081998864	0.00239536194668774	2.67668370581818	t_test
CMTM3	0.0125339884790243	0.0249094369252038	1.71160942634388	t_test
CMTM4	0.00091552280195807	0.00267252612462295	1.95642993083143	t_test
CMTM5	6.95508397582059e-18	9.28851464970839e-15	0.0748611500192841	t_test
CMTM6	0.000187346639798164	0.000689418426958755	1.664799627829	t_test
CMTM7	0.00454633763420572	0.0105273236419276	1.83039970137746	t_test
CMTM8	0.00179617173020084	0.00474459339841745	2.13105464779798	t_test
CNBD2	0.0141801682258069	0.0277271078558787	1.7655583198802	t_test
CNGA3	0.000817358623262875	0.00242215038764993	0.0693298640595707	t_test
CNGB1	9.72641996424114e-08	1.51188754943675e-06	13.1269601483288	t_test
CNGB3	1.00154790058957e-05	5.93375477073878e-05	4.72731875173676	t_test
CNIH2	7.04804239967881e-06	4.43644648457394e-05	5.10335438911746	t_test
CNIH4	3.15626037153289e-07	3.80031770955568e-06	1.55039380497887	t_test
CNKSR1	0.00198916741983462	0.00517926841109173	2.35250599561305	t_test
CNKSR2	8.89099178481989e-08	1.40381314624161e-06	0.345534798483607	t_test
CNKSR3	7.79524398453212e-09	2.16886423777972e-07	0.396401921644469	t_test
CNN1	1.00760820346271e-09	4.47311054534442e-08	0.0431186491850399	t_test
CNNM1	5.31389060006443e-08	9.45176589973724e-07	0.241078341178957	t_test
CNOT10	8.83519411934042e-08	1.39775736383563e-06	1.57057437771179	t_test
CNOT3	3.06843494862561e-06	2.25986849663024e-05	1.63010206909043	t_test
CNPY2	1.98496403891408e-06	1.59774152122737e-05	2.41374927496659	t_test
CNPY3	0.00193107442182715	0.00505181173428042	1.51295342582149	t_test
CNR2	0.010246644049306	0.0210826444388469	0.403570473765459	t_test
CNRIP1	2.3108323465767e-09	8.37859710095885e-08	0.271983722906788	t_test
CNST	9.20686050199017e-05	0.000376231986976618	0.524983138742444	t_test
CNTD1	4.00714808729522e-06	2.81413476104265e-05	2.20999021703793	t_test
CNTFR	5.74040877443474e-09	1.75078824446891e-07	0.665277428065778	t_test
CNTN1	2.88045552945046e-08	5.94673330663677e-07	0.134645030820038	t_test
CNTN2	6.59414447295563e-13	1.32097199154484e-10	0.578751705084085	t_test
CNTN3	5.0142454293005e-07	5.45912345448165e-06	0.455355817008232	t_test
CNTN4	5.88486151849353e-10	2.99388172353721e-08	0.225657686226568	t_test
CNTNAP1	9.78857797560087e-05	0.000396541331236045	0.417413990875847	t_test
CNTNAP3B	4.18024890125153e-07	4.72778185543098e-06	0.643273650882161	t_test
COA1	9.53274814920837e-08	1.49337069246543e-06	1.58523658227834	t_test
COA4	8.84498221504112e-07	8.46266775989546e-06	1.62065213332141	t_test
COA6	6.42468726066749e-08	1.09650732736376e-06	2.03418882399568	t_test
COA7	2.97872698541287e-07	3.64513440872397e-06	1.70730000734595	t_test
COA8	7.88699713709894e-05	0.000330018318848949	1.54785756074599	t_test
COASY	5.92518691542688e-07	6.22823547213338e-06	2.01717733193287	t_test
COIL	9.23165480370279e-06	5.53071027604265e-05	1.66381336026643	t_test
COL10A1	9.20050142325867e-18	1.13420950622418e-14	120.106229996662	t_test
COL11A1	1.08839886770998e-09	4.76575963221863e-08	55.4739225426275	t_test
COL11A2	0.000707734253742722	0.00214569601787379	2.97869608879945	t_test
COL14A1	1.18591783918967e-10	8.02648039849732e-09	0.138200354834505	t_test
COL16A1	1.0240083429347e-07	1.57947619864018e-06	0.556385722677276	t_test
COL18A1	0.00287443146040126	0.00710450934367529	0.656008858641047	t_test
COL19A1	2.92541129427325e-06	2.17149798064025e-05	0.0573227098943401	t_test
COL21A1	3.22784011396199e-08	6.48237664991916e-07	0.207460269431083	t_test
COL24A1	0.00131557329810131	0.00362818407767538	0.558128749048273	t_test
COL25A1	1.21237035920199e-07	1.80907331252989e-06	0.355790313771162	t_test
COL27A1	0.000792388783607938	0.00235993730646735	2.44862295762067	t_test
COL28A1	5.15876308474874e-08	9.25804447885592e-07	0.634099953786929	t_test
COL2A1	6.68673081741893e-08	1.12939778571509e-06	109.464871862339	t_test
COL4A3	9.86106556548381e-09	2.59071207790891e-07	0.515311150896265	t_test
COL4A4	7.61419033889129e-06	4.73699589949813e-05	0.232495770750644	t_test
COL4A5	0.000608265250751012	0.00188404694791954	0.556703634676156	t_test
COL4A6	1.29045987820815e-06	1.14041750668775e-05	0.234110211073537	t_test
COL6A1	2.08452988024931e-05	0.000107763470518953	0.551090148215389	t_test
COL6A2	3.21204372727074e-07	3.85012810570238e-06	0.412812831523983	t_test
COL6A3	0.000845162956822563	0.00249210332033825	0.521612386800127	t_test
COL7A1	6.16212878553221e-06	3.99332925308922e-05	5.87760650161797	t_test
COL8A2	0.00515637128255742	0.0117224771993255	0.516001703935646	t_test
COL9A1	0.00288810510710331	0.00713170607803354	0.648125294427447	t_test
COL9A3	0.0255641868317207	0.0459141161229582	2.00581598403077	t_test
COLEC11	3.02135647243855e-06	2.23237707825266e-05	0.3966826368933	t_test
COLEC12	1.31238509622734e-09	5.56344704950778e-08	0.254950233798644	t_test
COLGALT1	3.00809138904913e-05	0.000146172445727415	1.87564414702194	t_test
COLGALT2	3.41191425004052e-08	6.73390859250609e-07	0.329857749382986	t_test
COMMD3	0.000617445635868448	0.00190879316366276	1.5068317080949	t_test
COMMD4	5.12999913962837e-06	3.4413296865502e-05	1.79020385840112	t_test
COMMD5	4.00020860806194e-06	2.81049290455067e-05	1.70023617859402	t_test
COMMD7	0.000287718200156024	0.000990329011104045	1.54927048954513	t_test
COMMD9	1.9549941241176e-06	1.58076366463717e-05	1.69856983772394	t_test
COMT	0.000193562713125221	0.000708496677890275	1.78902189796199	t_test
COMTD1	9.89927943192225e-05	0.000400014755864816	2.34190275717453	t_test
COPA	0.000872360345318666	0.00256145967278801	1.50261496936511	t_test
COPE	1.16836366123989e-05	6.71840546646232e-05	1.65457349794161	t_test
COPG1	5.99300574642765e-10	3.02024874503929e-08	1.94581389286881	t_test
COPZ1	9.37632745537175e-07	8.87591419798316e-06	1.54622391055563	t_test
COPZ2	2.38338075473169e-05	0.000120037900613859	0.534788945642567	t_test
COQ10B	2.49249271554357e-06	1.91581238653723e-05	0.640464324190002	t_test
CORO1B	0.000123191275371271	0.000482233360796284	1.55508728536962	t_test
CORO1C	0.0014514235923626	0.00395250883452897	0.441171295709591	t_test
CORO2B	6.7690712648542e-06	4.29798478964158e-05	0.410734032995739	t_test
CORT	0.00093982838868264	0.00272998644109172	2.35372367038172	t_test
COX17	1.3810716272003e-06	1.1976760767052e-05	1.72868285704081	t_test
COX19	1.50514500008289e-05	8.26926766243691e-05	1.65297900240972	t_test
COX4I2	0.000654077828934638	0.0020054048759339	0.523567211824909	t_test
COX6A1	3.54831551788553e-08	6.95174871511412e-07	1.99490249711229	t_test
COX6C	0.000129423035335031	0.000502333147076584	1.61024842402946	t_test
COX7A1	2.44443263971368e-08	5.24424062704838e-07	0.152812326971643	t_test
CPA3	3.45436276851744e-08	6.79404148451175e-07	0.208960466518902	t_test
CPA4	0.00117611060602654	0.00330151490141553	2.09679511878787	t_test
CPA5	0.00761973151953464	0.0164047058382135	3.01857653428732	t_test
CPA6	0.00146129318516255	0.00397196142900525	0.234945317186832	t_test
CPE	1.88964419064982e-06	1.53879257110539e-05	0.483577390487841	t_test
CPEB1	7.92172137656199e-11	6.22321111670502e-09	0.113205972027554	t_test
CPEB2	1.23811563781937e-06	1.1027503756691e-05	0.314512948562789	t_test
CPEB3	6.36005794335576e-05	0.000275030460335185	0.447756526495401	t_test
CPEB4	1.0476533070881e-05	6.14781834470666e-05	0.34956383723933	t_test
CPED1	5.85320563748428e-07	6.16722377030395e-06	0.0710242772146309	t_test
CPLX2	0.0139262954247249	0.0272672951101578	132.624433462271	t_test
CPNE1	8.83700983182536e-07	8.46009077448227e-06	2.00682318598686	t_test
CPNE6	5.75654648259017e-06	3.78402025963864e-05	0.0769038006135368	t_test
CPNE9	0.0138992253589135	0.027234256706437	2.45861998172161	t_test
CPO	1.38789142166586e-05	7.74994701171326e-05	0.39735308331694	t_test
CPOX	1.90486238635794e-06	1.54803877301077e-05	1.99507592665451	t_test
CPQ	9.97372259531301e-07	9.27139665385652e-06	0.343544835453564	t_test
CPS1	0.00371003991913382	0.00885771405172672	1.82741423173562	t_test
CPSF1	3.20053697138936e-08	6.43560922252019e-07	1.7854901770956	t_test
CPSF3	1.78495777995147e-07	2.47240565095093e-06	1.687883342445	t_test
CPSF4	3.34461647998522e-07	3.97337462625969e-06	1.783029769	t_test
CPSF6	3.19529671666095e-07	3.83742692739919e-06	1.66336572503136	t_test
CPT1B	0.000241827900282766	0.000853265946704451	3.14726206205332	t_test
CPTP	0.000109252146354024	0.000434999974526607	1.87967185367282	t_test
CPXM1	0.000139994305400422	0.000536862583954814	0.520461328643326	t_test
CPXM2	6.62098572362507e-06	4.22740706003248e-05	0.13470381803653	t_test
CPZ	0.000324775783161862	0.00109760790825643	5.87497426103429	t_test
CRB2	1.71551115041462e-05	9.20106482481417e-05	0.242745258239948	t_test
CREB3L1	1.34111932014544e-07	1.95959317633672e-06	0.502408159347366	t_test
CREB3L4	2.08915027139871e-05	0.000107967501610564	2.17676587489857	t_test
CREB5	3.58612643830371e-09	1.21465815444007e-07	0.249988727749443	t_test
CREBRF	0.000360263489979375	0.00120082834659099	0.435341661881231	t_test
CRELD1	0.000359852003056515	0.00119970630351232	1.79596458772694	t_test
CRELD2	0.000118285033481234	0.000465758217830532	1.54889953761223	t_test
CREM	7.95392296359797e-06	4.89205463842685e-05	0.393810194155864	t_test
CRHBP	6.67224751595555e-10	3.24274760747299e-08	0.401872175577192	t_test
CRISPLD2	1.42542271203925e-08	3.48229030230807e-07	0.238805936653903	t_test
CRLF2	5.6878805154184e-05	0.000250968072330255	0.215667747872843	t_test
CRLS1	3.81329338635424e-05	0.000179476768897836	2.13189374554676	t_test
CRTAC1	0.000658963514106923	0.00201922548318882	0.289521213387136	t_test
CRTAP	3.75280459041325e-05	0.000176889548135185	0.443638157928479	t_test
CRTC2	1.81792639036742e-05	9.62156153633695e-05	1.5783468337608	t_test
CRTC3	0.00201076203820122	0.00522530767378185	0.564488072123162	t_test
CRY2	1.04989801993502e-09	4.63516960536602e-08	0.329789800565449	t_test
CRYAB	6.81814386185526e-09	1.97948502771907e-07	0.0834400190855788	t_test
CRYBB3	0.0240808859954236	0.0435871107931623	2.86220943118187	t_test
CRYBG3	0.00468304835621308	0.0108022313684224	0.642956048491142	t_test
CRYGS	7.56985090724144e-05	0.000318160059374381	2.45156637009398	t_test
CRYM	5.00109056572759e-12	7.03048047424126e-10	0.206245898703689	t_test
CSAD	0.00384347356645366	0.00911310953927894	1.72103400576918	t_test
CSDC2	4.06831069749433e-08	7.67947552862711e-07	0.249734402085531	t_test
CSDE1	0.00137930339740284	0.0037779381724112	0.590567024774724	t_test
CSE1L	1.90298446870121e-07	2.59330179382701e-06	1.76797594971827	t_test
CSF2	0.003543710984108	0.00851702343001121	7.59943329261028	t_test
CSF3	1.70589172133942e-05	9.16788086055856e-05	0.0980746637071893	t_test
CSGALNACT1	1.69305180889572e-09	6.81729856516654e-08	0.24365459022434	t_test
CSK	0.00229316314364007	0.00584915367499217	1.51706341869567	t_test
