lnc	p.value	fdr	ratio	test_type
AC009269.4	0.00131155339059741	0.0059821407426693	0.5714856391001	t_test
AC009275.1	1.87976578882416e-05	0.000213556917649999	2.85406564268408	t_test
AC009283.1	0.00676410281016397	0.0217351405367696	1.66231642146728	t_test
AC009403.1	6.58338554883589e-07	1.65457944967171e-05	2.05632976386057	t_test
AC009686.2	0.0154437162504802	0.0414807776716823	2.08189501087875	t_test
AC009704.2	0.00269420346126032	0.0103846997262663	2.83379602124314	t_test
AC009806.1	2.32407620907051e-05	0.000252724048694953	0.324653596782316	t_test
AC009831.1	0.00894033907846839	0.0270184725770155	1.52903621208937	t_test
AC009948.1	0.00527418952212365	0.017810603941328	2.71202851484029	t_test
AC009951.6	1.40739513290481e-12	6.3025712951719e-10	0.273252064884638	t_test
AC010168.1	0.0138135017695627	0.038014139506629	3.37897673440547	t_test
AC010168.2	0.000192184930231871	0.00133338445960873	2.94274834990705	t_test
AC010184.1	8.06744692251839e-05	0.000682822053957485	4.59881706648401	t_test
AC010186.3	0.00197137149941104	0.00808467409911458	1.91690570183919	t_test
AC010201.2	0.00844809143868806	0.0257839519374085	2.10004131234313	t_test
AC010226.1	1.86021091125637e-06	3.75189710781007e-05	0.239629049353816	t_test
AC010247.2	0.00222931232197042	0.0089281239821352	0.619291201029952	t_test
AC010319.4	0.00114135101095681	0.00537504309748878	2.91278662616343	t_test
AC010326.3	7.65153645543794e-06	0.000107689910227107	2.18361366798808	t_test
AC010331.1	0.00022973734479602	0.00152313076778626	3.83810405566028	t_test
AC010359.2	0.00250652936238252	0.00985072918792651	1.94479025754735	t_test
AC010378.1	2.11605263414026e-05	0.000235297410288373	18.4559809340887	t_test
AC010422.2	0.000943480176362306	0.004624461043543	3.29450368644208	t_test
AC010491.1	2.12389465794222e-05	0.000235637501914941	3.02468124182926	t_test
AC010531.6	3.62582779872886e-06	6.05451787679267e-05	3.15662974696949	t_test
AC010538.1	7.44902759352543e-06	0.0001051401430536	2.27172079078634	t_test
AC010542.5	0.000767317514341192	0.00392096065938248	2.92832073716644	t_test
AC010615.2	0.00128396329669566	0.00590551185763102	3.87173553633702	t_test
AC010618.2	0.00146894421992329	0.00650136498413488	2.67545207269551	t_test
AC010642.2	0.0004622071365862	0.00264747948235305	1.60202419443902	t_test
AC010719.1	0.00116842617124186	0.00547637233067306	3.40343654386084	t_test
AC010754.1	7.70229412580323e-10	8.62306837811516e-08	0.525065196619475	t_test
AC010883.1	0.0131980182747306	0.0366066655525467	1.75638549711142	t_test
AC010894.2	0.000229692749231886	0.00152313076778626	4.76482373674899	t_test
AC010913.1	0.000361435790611603	0.0021633447199912	2.60221377630937	t_test
AC010973.2	8.51541242014091e-05	0.000713383020095478	3.2932866713859	t_test
AC010976.1	0.0174736258936314	0.0460048536355042	1.94266898031603	t_test
AC010976.2	2.65975757317025e-07	8.08763321323249e-06	0.2173802912837	t_test
AC010997.4	0.000550986148452858	0.00303597065691138	2.30795448207187	t_test
AC011287.1	1.12538836292751e-05	0.000144366225931795	9.05197116799059	t_test
AC011322.1	0.0150244725405348	0.0405982181759047	2.31652508320697	t_test
AC011405.1	0.00527520729809126	0.017810603941328	3.46348559912464	t_test
AC011407.1	2.62197878583993e-07	8.02227794971894e-06	0.309904113120271	t_test
AC011445.1	0.00016176718885227	0.00116842400628487	2.71936524949511	t_test
AC011447.3	8.66233229168452e-05	0.000723231336759965	6.74390349573237	t_test
AC011451.4	0.000871283550247438	0.00433967924016065	4.21026534384228	t_test
AC011462.4	0.00184487176893729	0.0076950366924514	2.18434718811183	t_test
AC011466.1	0.000491019345826732	0.00277063149775771	2.13597505354924	t_test
AC011468.1	0.00013112623272971	0.00100143848438225	1.92519893749552	t_test
AC011472.1	0.000981949765428153	0.00474689356673119	0.31539212819617	t_test
AC011472.4	5.81306040748966e-06	8.73022425832136e-05	0.209865320395592	t_test
AC011477.2	0.00708849099375799	0.0225438925663061	2.1860408443924	t_test
AC011481.1	0.000815877903617632	0.00411677577087551	3.36089481054158	t_test
AC011503.2	3.04343658940282e-05	0.00030910639606453	4.61974617931505	t_test
AC011815.1	0.00180708025461658	0.0075823486663043	1.88769232300321	t_test
AC011815.2	0.00814642957428533	0.0250808200518309	2.85171175143509	t_test
AC011912.1	0.000243962217033516	0.00159808228870625	0.370235179464548	t_test
AC011921.1	0.000306508155188887	0.00190158585952199	3.30102446045364	t_test
AC012073.1	1.18729954264487e-08	7.04655126152846e-07	4.64603858409497	t_test
AC012085.2	8.08930805974177e-09	5.53443493087333e-07	0.0518404724650247	t_test
AC012101.2	1.27151498883353e-08	7.36880333528702e-07	0.104708918323889	t_test
AC012213.3	0.0121449774402908	0.0344620730822997	1.96915100728496	t_test
AC012313.1	0.000744656371022553	0.00383059213923842	1.64737733798842	t_test
AC012313.8	0.00930646628937628	0.0277840320857379	1.96850877442362	t_test
AC012360.1	0.0141383977188601	0.0387135893068955	2.19108537128343	t_test
AC012360.3	2.36092913248664e-06	4.50488736598938e-05	2.09146642030323	t_test
AC012409.3	1.22616836842388e-07	4.61076746782902e-06	0.47595952439769	t_test
AC012464.1	2.97287592194055e-06	5.28678223519103e-05	0.392174490035647	t_test
AC012557.1	0.000157056528203877	0.00114277763357799	0.644071302725013	t_test
AC012615.1	9.33725740993441e-06	0.000125670300550101	1.8922096158997	t_test
AC012615.6	0.00813674095036135	0.0250666578620888	1.80032059630892	t_test
AC012640.2	1.17862045108757e-05	0.000149636194382922	2.41080235335255	t_test
AC012676.1	0.000726802591905314	0.00376469986091018	1.90523240148641	t_test
AC013403.2	0.000256221446974887	0.00165636069264868	0.412441113092873	t_test
AC013472.2	0.00402105186439081	0.0143534068724559	0.422596275109818	t_test
AC013553.3	8.92059929143767e-08	3.51542976876976e-06	0.403298787257181	t_test
AC013553.4	5.2268235177314e-10	6.40446028933684e-08	0.40745661407767	t_test
AC013643.2	0.00157780371298062	0.0068237586392823	0.32531778909077	t_test
AC013731.1	0.00142917591098443	0.00637511534457225	2.97491031507203	t_test
AC015660.1	1.47974033172438e-05	0.000177785387172544	8.57451860027134	t_test
AC015712.2	0.00687322882429402	0.0219996914804889	0.37769685222294	t_test
AC015802.4	7.46905144040358e-05	0.000639870389485705	3.63846671681309	t_test
AC015819.1	0.00412690711234714	0.0146463576624078	0.511180580201251	t_test
AC015819.2	0.000652631368493061	0.00345684099053421	0.608591144137758	t_test
AC015871.6	0.0136336303976389	0.0376031709623569	2.04409401714169	t_test
AC015912.3	0.000671323592359982	0.00354443011388495	2.53354585836845	t_test
AC015922.2	0.00181939178983731	0.0076210237727369	0.493084114471137	t_test
AC015922.3	0.000424612481707745	0.00247503483405948	0.588819450994181	t_test
AC016027.1	1.67936809758672e-05	0.000194648641146169	2.60948041796939	t_test
AC016065.1	2.74138418468213e-05	0.000284880742480507	2.05260192329521	t_test
AC016355.1	0.0190930229472895	0.0493712498888966	1.64010404578002	t_test
AC016394.1	2.15719473941559e-07	6.99090316876975e-06	3.52220974254093	t_test
AC016405.1	0.0044299405374651	0.0155537327780136	2.30406280646575	t_test
AC016583.2	2.43927119531098e-05	0.000261214128436997	0.62973087545918	t_test
AC016588.2	0.000268133090866714	0.0017153553319603	0.374624524468577	t_test
AC016590.4	2.00398286495275e-06	3.93291617241325e-05	0.245371681685869	t_test
AC016705.2	2.59716459168395e-05	0.000274541475936377	0.360336744175245	t_test
AC016737.1	0.000436475982362968	0.00253248608848054	3.09874916008057	t_test
AC016773.1	6.42654337427329e-05	0.000567332484976169	3.77814946993047	t_test
AC016831.1	0.00503822299535735	0.0171752847578757	0.502286637028767	t_test
AC016831.6	0.0124992547324581	0.0351033801665271	0.613422488613742	t_test
AC016876.3	0.00108485996253239	0.00516330451732808	2.86566946740166	t_test
AC017083.1	6.89553689887591e-05	0.000600131002895101	4.32337346035355	t_test
AC017104.1	0.000199998471939776	0.0013664250662626	0.590834354544237	t_test
AC017116.2	0.0075487239893064	0.0236245326374354	2.61987511747728	t_test
AC018445.5	8.19615919596146e-06	0.000113410899436253	0.246333405490803	t_test
AC018521.6	5.2190003848889e-05	0.000483248043157194	0.321565223273971	t_test
AC018647.1	8.61113104215591e-06	0.000117381825433113	0.305527657034769	t_test
AC018653.3	0.00101499626215013	0.00488268709702298	2.15673851232301	t_test
AC018809.1	0.000707751778792428	0.00368539668322569	3.47912595777962	t_test
AC018904.1	1.52396851908916e-05	0.000180766290910786	3.17324850427222	t_test
AC019069.1	0.000547404527594836	0.00302141135428657	2.05625605526047	t_test
AC019131.2	0.000307423458670625	0.00190486535523459	0.645797570087767	t_test
AC019294.2	0.00116003934866085	0.00544742977264382	2.3634408913563	t_test
AC020661.1	7.04934833772447e-05	0.000610282775248343	2.49908190730725	t_test
AC020910.5	0.00963588902289989	0.0284912300881181	1.56927814982611	t_test
AC020916.1	0.00101028622534794	0.00486954006464182	0.244142244002492	t_test
AC020928.1	0.0166638555157922	0.0441000375458902	5.08787836801375	t_test
AC021016.1	4.17150636983374e-08	1.92045237175711e-06	0.591023097093893	t_test
AC021028.1	0.00902185995909012	0.0271980918962533	3.33084033913946	t_test
AC021037.1	0.00435529775869958	0.0153025654488974	1.94157014449483	t_test
AC021087.3	0.0120308644244093	0.0341776459946021	1.80212593395737	t_test
AC021092.1	2.88112148386788e-05	0.000295060383150377	2.7864204102087	t_test
AC021146.12	0.014898075088694	0.0403451994980244	1.62835083370427	t_test
AC021242.3	0.00204620766395922	0.00830281627072744	4.09765794112876	t_test
AC021321.1	2.61411212648499e-05	0.000275741249144863	2.62656656095385	t_test
AC021491.4	0.00455187884190319	0.0158650968812125	3.50312911707829	t_test
AC021683.1	1.64399584198501e-09	1.56034804117615e-07	0.239625872615411	t_test
AC021683.2	2.32466261248691e-08	1.16849877848066e-06	0.321509961046991	t_test
AC021851.1	0.000263525856273248	0.00169027131250263	1.77684974308009	t_test
AC022007.1	3.87778083702782e-06	6.43163245898957e-05	2.48265262441739	t_test
AC022034.1	0.000317247304725557	0.00195345027884762	0.627143040563838	t_test
AC022079.2	4.06160028011075e-06	6.6914525016139e-05	0.418935870934875	t_test
AC022137.3	0.0015301586239008	0.00672192306081758	5.43866241628738	t_test
AC022144.1	0.017574570070961	0.0461965486497085	1.74925775817048	t_test
AC022167.2	0.000621340551269289	0.00333049353161319	1.84480119155096	t_test
AC022210.1	5.75289126215181e-05	0.000519976923988253	2.19394336395681	t_test
AC022211.2	2.87235210161908e-05	0.000295060383150377	2.37464026556682	t_test
AC022364.1	0.000437120668770904	0.00253324284042997	0.437318244295136	t_test
AC022387.2	0.00104324674776471	0.00498451355915517	0.542872630757969	t_test
AC022762.2	0.0110158358829491	0.0318263973955468	1.85851963771371	t_test
AC022784.1	0.000652030024785377	0.00345684099053421	3.8278717926261	t_test
AC022893.1	0.00221114422367191	0.00886447108760709	0.149793834405004	t_test
AC022966.2	0.00667026206824877	0.0214756280707147	2.21294544124912	t_test
AC023024.1	0.00223416915539807	0.00894030646587401	2.21701264954043	t_test
AC023043.4	5.67907575804611e-05	0.000518057910817317	3.25828375154157	t_test
AC023355.1	0.013495269199661	0.0372841817596916	1.82025083038228	t_test
AC023908.3	7.60887082025301e-05	0.000648465357449245	3.42307943574848	t_test
AC024060.2	8.76696704043872e-06	0.000118969916366945	2.06847213114766	t_test
AC024075.1	0.000142166665874849	0.0010691801467168	0.575456355189529	t_test
AC024075.3	1.54737714895547e-05	0.000181485234184635	0.530833049233887	t_test
AC024270.4	0.00522436611602334	0.0176996062500213	0.634561153211678	t_test
AC024337.2	2.8467244609581e-07	8.55058822846316e-06	0.282900537522397	t_test
AC024451.4	0.00286253118941808	0.0108886707637633	2.77309342376772	t_test
AC024560.3	0.00316540973785648	0.0117948626086846	2.64068635464794	t_test
AC024560.4	0.000106382871842382	0.000850717575804499	3.79140887634958	t_test
AC024896.1	0.00911960804397292	0.0274256344472592	2.59752714276419	t_test
AC025031.4	0.00143406210241607	0.00638138203839345	3.0503224869428	t_test
AC025048.2	0.00118510254015822	0.00553347404058712	2.05017579126177	t_test
AC025048.4	5.54551552126358e-05	0.000509649430181798	2.9170510131049	t_test
AC025178.1	0.000806994371910611	0.004077183872853	2.59321867116428	t_test
AC025180.1	0.0133886971816296	0.0370312870952876	0.595079825515545	t_test
AC025279.1	6.91580791658354e-08	2.91173246128979e-06	0.445695723036813	t_test
AC025442.2	0.000106182290492551	0.000850494248725697	3.32885123530622	t_test
AC025580.2	0.000153692730422687	0.00112327951047798	5.27186893834485	t_test
AC025682.1	0.00295334283612546	0.0111224516901789	1.91300281767787	t_test
AC026191.1	0.0159620652593293	0.0425943301557183	3.06697882928724	t_test
AC026254.2	0.01117413127798	0.032189339576216	2.20459704529589	t_test
AC026329.1	0.000181330684092334	0.0012822377764001	0.307862150785523	t_test
AC026333.4	0.000339189723971428	0.00205769529591534	3.85375109206581	t_test
AC026369.2	5.74546435370795e-05	0.000519976923988253	4.4342516492679	t_test
AC026691.1	0.000193126377882582	0.0013349536925686	0.351278023685731	t_test
AC026740.1	0.000410092040790661	0.00241640358006554	2.59369866489861	t_test
AC027228.2	2.79725754991615e-05	0.000289480896867373	2.57368291029239	t_test
AC027307.3	3.56405289011652e-05	0.000349036273095705	0.350830790268946	t_test
AC027575.2	0.000635010853153448	0.00339269356034044	0.540021385135876	t_test
AC027601.1	0.000102597287732197	0.00083285818687083	2.98749067581248	t_test
AC027601.5	1.85912228288081e-08	9.88360288614495e-07	5.39889270948731	t_test
AC027682.1	0.0101283232444873	0.0296623783010372	2.01555136343604	t_test
AC027796.4	0.0105252974425756	0.0306790622497795	1.71840285417754	t_test
AC027801.1	0.00975918602600295	0.028752243040724	2.11758019042995	t_test
AC034231.1	0.0107656476299443	0.0312686204157464	2.33054976443223	t_test
AC036108.3	0.000104743406043019	0.000844461568196258	0.0553064340234106	t_test
AC040160.1	0.00647409600528028	0.0210202325590808	2.10590503127876	t_test
AC040168.1	2.35350236351366e-05	0.000254798959179523	0.122326134015323	t_test
AC040169.1	0.00129789668926867	0.00594185789157756	1.79345826957051	t_test
AC040169.3	0.000111662159187033	0.000885745243406322	3.33103257313572	t_test
AC044849.1	1.30112642145337e-05	0.000162175361883787	0.474379595310301	t_test
AC046143.1	0.000270103491793793	0.00172037519961868	1.7862892484531	t_test
AC046143.2	0.0001498227950443	0.0011098151705086	2.14263256110043	t_test
AC048341.2	0.00371293984120713	0.013459210212658	2.31331681136931	t_test
AC048382.5	4.10703979333098e-06	6.69909868276438e-05	0.35305160177041	t_test
AC055855.1	0.0189433084260969	0.049046544953632	2.24333722143192	t_test
AC058791.1	0.00279756530577573	0.0107160238695577	3.89230018778433	t_test
AC060780.1	0.00125718422383605	0.00580946480920861	1.64433443278639	t_test
AC061975.8	0.000692002563154025	0.00362833553806934	3.41956558345917	t_test
AC062028.1	0.00309460058032408	0.011583588494435	5.33846937552439	t_test
AC062029.1	0.0111210154178855	0.0320738418902249	1.81795337160248	t_test
AC062037.3	0.00199949915533121	0.00815358678738538	2.52848940532549	t_test
AC063948.1	0.00188596748193572	0.00782009748822841	2.68032583898747	t_test
AC063960.1	0.0092615455617841	0.0277840320857379	0.384432515580742	t_test
AC063960.2	0.00411359451953745	0.0146201779244166	1.93601876143469	t_test
AC064807.1	0.000104019779896116	0.000840002353718475	1.85863458912706	t_test
AC064807.4	0.00537248527687532	0.0180837156620718	1.91079685422618	t_test
AC067750.1	0.00567838770406906	0.0189767556514547	0.321797420641371	t_test
AC067852.2	1.47064960808969e-05	0.000177125182627134	1.86919881903955	t_test
AC067852.5	9.41820371777631e-05	0.000776232398590622	1.98974249931532	t_test
AC067930.2	0.0136940918689125	0.0377276826321382	1.89087823889261	t_test
AC067930.4	0.000113524956725756	0.000899073853426161	5.14238152992374	t_test
AC067930.9	0.00176590700660695	0.00745659584517385	2.00938581200173	t_test
AC068025.1	0.0116341572315101	0.0333003245336542	2.67617454813705	t_test
AC068205.2	5.25197838850029e-06	8.05957805039016e-05	3.30582204454597	t_test
AC068338.2	0.0131248508015354	0.0364242338300638	1.50410494336647	t_test
AC068620.2	0.00411831838329453	0.0146264140995738	2.12216521788281	t_test
AC068733.3	2.54622542475531e-07	7.88849461782682e-06	0.0621278143300232	t_test
AC068790.3	0.00264629302315636	0.0102481442076008	3.70471644002889	t_test
AC068870.1	0.0171326353228862	0.0452279536980371	2.15347475531097	t_test
AC069277.1	1.024996995541e-05	0.000135003614974197	8.02111360890239	t_test
AC069281.2	0.00548575333271284	0.018407916155956	2.11148913088258	t_test
AC069307.1	0.000140577573663982	0.00105884576126724	2.02638095071254	t_test
AC069360.1	0.0182316571211985	0.047618845694074	2.65077880007987	t_test
AC069544.1	1.62367203649375e-07	5.80177909663479e-06	3.05983004033978	t_test
AC073130.2	0.00383404245439706	0.0138059160309649	0.62629873477017	t_test
AC073195.1	3.26155993489902e-05	0.000326553744701475	4.36106414381957	t_test
AC073210.3	0.00116617741289826	0.00547103803422553	6.94602919815998	t_test
AC073254.1	0.00022690710182436	0.00150842696840324	0.629016109139306	t_test
AC073257.2	0.000498036262627219	0.00279991909290922	0.624705705587626	t_test
AC073314.1	0.00408752181336262	0.0145380017708478	2.42204778171607	t_test
AC073508.3	0.00529904477398641	0.0178788318881213	1.67734132199889	t_test
AC073529.1	0.000531571039469964	0.00294878259057325	2.19246409387055	t_test
AC073548.2	0.012014960885849	0.0341776459946021	2.23604995551397	t_test
AC073611.1	0.000125495223054028	0.000968949010602102	2.7436716548258	t_test
AC073842.2	0.00375983206067039	0.0135983353383718	2.70016631042622	t_test
AC073896.2	0.00492460220169108	0.0168228782562623	1.70468346410981	t_test
AC073957.3	0.00252961322393827	0.00991318595156717	2.35428095393556	t_test
AC074044.1	0.0016541034760117	0.00707916048899532	2.75857897682217	t_test
AC074117.1	1.1212189560695e-05	0.000144206908031289	2.23194572072157	t_test
AC074194.1	0.0108973088147982	0.0315765548362917	2.8872471344073	t_test
AC074212.1	0.000244474710890864	0.00159931265052908	3.38084842300466	t_test
AC078795.1	0.000588713104518179	0.00319599172375772	3.63679806505818	t_test
AC078846.1	0.0184729714164395	0.0480961190261	1.6144997549092	t_test
AC078983.1	0.000122171679764556	0.000950738853902377	6.15877784959461	t_test
AC079140.6	5.62946219497433e-05	0.000514484800972979	0.530232267370123	t_test
AC079145.1	0.000379230116331415	0.00225070789523922	3.29603904746991	t_test
AC079305.2	0.000135127719341032	0.00102722090350914	0.644087591378294	t_test
AC079313.1	0.000123727839187458	0.000958307131819839	0.138628046875782	t_test
AC079313.2	1.07463589208636e-05	0.000140043820222682	0.0576289313521545	t_test
AC079336.2	0.00665368831352827	0.0214419853767743	2.70009296769782	t_test
AC079684.1	0.0191856343835707	0.0495327227324262	2.07899257874826	t_test
AC079807.1	0.00346575858874802	0.0127724173296351	1.63684398129143	t_test
AC079834.1	0.00460476477400765	0.0159965241726105	2.36843089595476	t_test
AC079907.1	0.000281817442955737	0.00177750668886038	4.04400425566132	t_test
AC079921.2	0.00209395134405464	0.00846864065748208	0.589630930395653	t_test
AC080013.2	0.00719879517997427	0.0227607606267993	2.34273347208843	t_test
AC083855.2	0.00193775771683339	0.00798777783524794	2.18176495724901	t_test
AC083862.1	0.000853238014284992	0.00426705630291154	2.13981060674031	t_test
AC083862.2	0.000890281689220036	0.00439872377241514	2.04101774069736	t_test
AC083880.1	0.000447502679347545	0.00258428862657211	3.4559870859471	t_test
AC084024.4	0.00170508215642848	0.00724696695648549	2.10606548147491	t_test
AC084125.2	0.000138337556313358	0.00104516994233067	2.82285842067714	t_test
AC084809.1	0.00604626163962713	0.0199356658880879	2.05758903773944	t_test
AC084809.2	0.00293378327618121	0.0110741888264128	3.09858980117419	t_test
AC087071.1	5.77260523374897e-05	0.000520470361354527	0.557376512773435	t_test
AC087289.2	5.23186746499696e-05	0.000483530565339119	2.12281285736353	t_test
AC087294.1	1.56116919736615e-05	0.000182667920812961	2.3854588448905	t_test
AC087521.1	1.58519272802068e-10	2.89209606601107e-08	0.10443293355358	t_test
AC087623.2	0.00365221861792332	0.0133166757304887	1.55394763315729	t_test
AC087741.1	0.000545140578613194	0.00301726122499842	2.53392921432187	t_test
AC087741.2	0.0036274993933523	0.0132363422308544	2.71569046167846	t_test
AC087742.1	0.0143932893804586	0.0392805227081103	2.37662245858178	t_test
AC087854.1	2.56513785591716e-10	4.21195635941597e-08	0.486785678854899	t_test
AC089999.2	0.00958483749042325	0.0283807443061706	2.25295896559181	t_test
AC090004.2	1.81969247652978e-10	3.20135897835203e-08	0.617182973959141	t_test
AC090136.3	0.000421907947522484	0.00246831181650327	0.524495011905754	t_test
AC090229.1	1.60908880133885e-05	0.000187384667503431	3.92736337287379	t_test
AC090246.1	0.00549413781318202	0.0184109679372344	2.47757591516789	t_test
AC090515.2	0.0117832516634171	0.0336099002281371	1.71104617218643	t_test
AC090517.2	0.00654516521331129	0.0211945575682705	1.65604995063781	t_test
AC090579.1	0.018381275261631	0.0479080221898383	1.82374227114718	t_test
AC090589.3	0.0141224786564635	0.0387130383203891	1.74284416775539	t_test
AC090617.5	0.000197659403799901	0.00135608666172467	0.264820993585423	t_test
AC090825.1	5.1990873724845e-07	1.36227151047121e-05	0.230193213686418	t_test
AC090907.3	0.0130123961052296	0.0362141600081135	2.16915046393836	t_test
AC090946.1	0.0167248081433004	0.0442224395673096	2.97986715298294	t_test
AC091057.1	5.42205251620797e-07	1.40573845762318e-05	3.47782906491286	t_test
AC091182.1	7.15273809700756e-07	1.78854760740402e-05	0.428872407427182	t_test
AC091182.2	0.0158531066284023	0.0423679684328584	5.89544821161895	t_test
AC091564.5	1.33694585532692e-07	4.98923885101547e-06	0.241758972205933	t_test
AC092053.2	0.00526448591864398	0.017810603941328	0.565595427202685	t_test
AC092053.3	3.79359167398935e-05	0.000368584469153285	0.337447796212338	t_test
AC092053.4	3.73359503044009e-05	0.000364191863761344	0.546733298605138	t_test
AC092111.1	9.39618069588627e-07	2.17303221164018e-05	0.45792500399033	t_test
AC092118.1	0.000878486436493157	0.00435354545891881	5.87167845221363	t_test
AC092119.2	0.000238985653329457	0.00156965777106787	2.93074000822745	t_test
AC092123.1	0.0064238492723894	0.0209008464437187	2.11430299517854	t_test
AC092134.1	0.000682163862034635	0.00359010596622074	0.359653076091861	t_test
AC092140.2	4.58501843368524e-06	7.28574219494629e-05	0.584703557442072	t_test
AC092143.3	0.00524531859904194	0.0177583776074781	2.59734434817342	t_test
AC092171.3	0.0188805376583202	0.0489502781604659	1.65140567628778	t_test
AC092171.4	0.000128663370694655	0.000988271532969821	4.20014789810798	t_test
AC092171.5	0.00375566933499691	0.0135969083242207	1.98988498063703	t_test
AC092279.1	0.0040067702382263	0.0143127992701253	2.42383778293795	t_test
AC092295.2	0.00822883695793568	0.0252871184371748	1.64047989229808	t_test
AC092296.2	8.33316904611247e-05	0.000701695567882907	3.14074670477918	t_test
AC092354.1	3.16964982143126e-09	2.78815982506614e-07	0.555824090963538	t_test
AC092354.2	0.000137645699841449	0.00104314264218304	0.534382948647543	t_test
AC092375.2	0.000121663368167132	0.00094828125251787	0.498433217601716	t_test
AC092376.2	7.60361291262103e-08	3.08051962717029e-06	0.143223946128565	t_test
AC092376.3	4.64434219696899e-07	1.25016555531526e-05	0.128568517448658	t_test
AC092611.1	0.0181072772264755	0.0473681913418861	1.91946453023913	t_test
AC092645.2	0.00185223052967435	0.00771358977895175	2.62393007925013	t_test
AC092650.1	0.00145024091672585	0.00643014109432181	2.82453727036592	t_test
AC092718.4	0.000105559894221513	0.000846886056897676	2.05273128937418	t_test
AC092756.1	0.000151014664880539	0.00111195551450155	0.584223389167984	t_test
AC092802.1	0.00530697789703098	0.0178933423140141	0.501140231193866	t_test
AC092803.3	0.000185430094976911	0.00130489806836609	3.23375246243509	t_test
AC092807.2	0.000416631469274474	0.00244615806632427	0.634081374275686	t_test
AC092807.3	0.000533734145834254	0.00295745152123682	0.260267000102549	t_test
AC092809.2	3.02820107915847e-08	1.4624429917583e-06	0.572618799366547	t_test
AC092821.3	0.00103236736907723	0.00495657081878601	2.20748112538518	t_test
AC092828.1	0.00203585503946513	0.00827025994811528	5.82248266038016	t_test
AC092902.6	9.19836977032163e-07	2.15697547119113e-05	0.654406346764145	t_test
AC092910.3	3.65012729999433e-08	1.71942535572872e-06	2.5362266235162	t_test
AC092943.2	9.51058845634898e-05	0.000782122850350168	0.394220771281917	t_test
AC093157.1	0.000142728115325108	0.00107013500166131	1.67281427300156	t_test
AC093157.2	0.00252945009505407	0.00991318595156717	2.31940102751583	t_test
AC093249.6	5.80228712198303e-05	0.000521570554067307	2.1451429345453	t_test
AC093510.2	5.57474000494053e-08	2.47397921300334e-06	0.311927415720871	t_test
AC093582.1	0.00130718998420806	0.00596994166676221	2.25220524646282	t_test
AC093620.1	0.00170499053649784	0.00724696695648549	2.33891778806933	t_test
AC093627.4	1.3297481253248e-08	7.61667356436045e-07	0.391115302574509	t_test
AC093627.6	8.31311109130872e-09	5.54955881818653e-07	0.211828269441679	t_test
AC093788.1	0.00153306555953477	0.00672473815340008	2.56227704560482	t_test
AC093797.1	0.00293110565431677	0.011072566298439	0.644091886377775	t_test
AC093827.4	0.000381982346298519	0.00226431412498978	0.518285896235945	t_test
AC093849.2	4.56051730664488e-07	1.23434660728202e-05	0.269718880294085	t_test
AC093866.1	0.00483389119093871	0.0165935526178147	8.38387715309839	t_test
AC095055.1	5.90025530314394e-06	8.83424243868907e-05	0.576483378538747	t_test
AC096677.1	0.00751545167689156	0.0235503275829312	1.64604603552866	t_test
AC096921.2	2.65477725256545e-09	2.37771504475225e-07	0.443781933881216	t_test
AC097468.3	0.000103319437749836	0.000835716831454339	0.361451871108085	t_test
AC097505.1	0.0155850922633543	0.0417921418014607	0.509692938861215	t_test
AC097639.1	0.000179898026931371	0.00127617246957569	3.03622373355916	t_test
AC097641.2	0.00335450525427479	0.0123963187416036	2.84207919538241	t_test
AC098484.4	0.00176651387562279	0.00745659584517385	1.96589243678188	t_test
AC098595.1	0.00194593937891092	0.008014797140899	0.453628581824766	t_test
AC099066.2	0.000201123373595644	0.00137220739381183	6.09819182553377	t_test
AC099329.2	1.40893884403784e-05	0.000170965305678916	16.8848169148997	t_test
AC099344.3	3.0106280555036e-05	0.000306412268624188	0.255007565830742	t_test
AC099518.1	0.00117873245867405	0.00551500732097317	2.52714666003213	t_test
AC100793.4	2.79469798424999e-08	1.39057396670863e-06	0.5512689384484	t_test
AC100803.3	2.68585067708001e-06	4.88210348165909e-05	0.613797840855999	t_test
AC100810.1	1.10969101083006e-05	0.000143097851291855	0.660569733996497	t_test
AC100830.1	0.00232601026115376	0.00924026334390597	0.588076967300684	t_test
AC100847.1	0.000217187191203468	0.0014496803575451	0.621758758915102	t_test
AC100861.1	0.00186540927201493	0.00774789719556959	2.11187209894545	t_test
AC103591.4	0.000652532463600946	0.00345684099053421	0.361452043319472	t_test
AC103718.1	0.00177263822516574	0.0074696457631877	5.32714586313734	t_test
AC103740.1	0.000800281236900625	0.00405157797838898	0.0423350910648758	t_test
AC104117.3	1.74949106775468e-07	6.06900915476025e-06	0.315441209388035	t_test
AC104118.1	0.0110019201239741	0.031804846555573	1.62023566664975	t_test
AC104123.1	3.31647004177342e-05	0.000329373617455159	0.229062032597982	t_test
AC104211.1	2.84161653118994e-06	5.10868723819038e-05	0.258487087461616	t_test
AC104530.1	0.00985565863377822	0.0289810464136735	0.369688566126371	t_test
AC104564.5	0.00176221414931575	0.00745659584517385	2.91407682918829	t_test
AC104667.2	0.000258266620842462	0.00166739367532106	4.70152777392079	t_test
AC104785.1	0.000742263190623234	0.00382867903351838	3.4827231681736	t_test
AC104794.3	7.63597038562472e-05	0.000649650951979057	0.48709773483268	t_test
AC104825.1	0.000499051758744274	0.00279991909290922	0.579611981672728	t_test
