"","lncRNA","MIRNA","miRNA"
"1771","DUSP5P1","MIRLET7F1","hsa-let-7f-5p"
"1772","DUSP5P1","MIRLET7F2","hsa-let-7f-5p"
"1773","E2F3P1","MIRLET7F1","hsa-let-7f-5p"
"1774","E2F3P1","MIRLET7F2","hsa-let-7f-5p"
"1775","EBLN3P","MIRLET7F1","hsa-let-7f-5p"
"1776","EBLN3P","MIRLET7F2","hsa-let-7f-5p"
"1777","EIF4A1P4","MIRLET7F1","hsa-let-7f-5p"
"1778","EIF4A1P4","MIRLET7F2","hsa-let-7f-5p"
"1779","ELOCP2","MIRLET7F1","hsa-let-7f-5p"
"1780","ELOCP2","MIRLET7F2","hsa-let-7f-5p"
"1781","ELOCP20","MIRLET7F1","hsa-let-7f-5p"
"1782","ELOCP20","MIRLET7F2","hsa-let-7f-5p"
"1783","GAS5","MIRLET7F1","hsa-let-7f-5p"
"1784","GAS5","MIRLET7F2","hsa-let-7f-5p"
"1785","HCP5","MIRLET7F1","hsa-let-7f-5p"
"1786","HCP5","MIRLET7F2","hsa-let-7f-5p"
"1787","HSP90AB3P","MIRLET7F1","hsa-let-7f-5p"
"1788","HSP90AB3P","MIRLET7F2","hsa-let-7f-5p"
"1789","HSPA8P1","MIRLET7F1","hsa-let-7f-5p"
"1790","HSPA8P1","MIRLET7F2","hsa-let-7f-5p"
"1791","HSPA8P14","MIRLET7F1","hsa-let-7f-5p"
"1792","HSPA8P14","MIRLET7F2","hsa-let-7f-5p"
"1793","HSPA8P16","MIRLET7F1","hsa-let-7f-5p"
"1794","HSPA8P16","MIRLET7F2","hsa-let-7f-5p"
"1795","HSPA8P8","MIRLET7F1","hsa-let-7f-5p"
"1796","HSPA8P8","MIRLET7F2","hsa-let-7f-5p"
"1797","LDHBP2","MIRLET7F1","hsa-let-7f-5p"
"1798","LDHBP2","MIRLET7F2","hsa-let-7f-5p"
"1799","LINC00294","MIRLET7F1","hsa-let-7f-5p"
"1800","LINC00294","MIRLET7F2","hsa-let-7f-5p"
"1801","LINC00462","MIRLET7F1","hsa-let-7f-5p"
"1802","LINC00462","MIRLET7F2","hsa-let-7f-5p"
"1803","LINC01146","MIRLET7F1","hsa-let-7f-5p"
"1804","LINC01146","MIRLET7F2","hsa-let-7f-5p"
"1805","LINC01620","MIRLET7F1","hsa-let-7f-5p"
"1806","LINC01620","MIRLET7F2","hsa-let-7f-5p"
"1807","LINC02363","MIRLET7F1","hsa-let-7f-5p"
"1808","LINC02363","MIRLET7F2","hsa-let-7f-5p"
"1809","LOC100130950","MIRLET7F1","hsa-let-7f-5p"
"1810","LOC100130950","MIRLET7F2","hsa-let-7f-5p"
"1811","LOC100506023","MIRLET7F1","hsa-let-7f-5p"
"1812","LOC100506023","MIRLET7F2","hsa-let-7f-5p"
"1813","LOC100507065","MIRLET7F1","hsa-let-7f-5p"
"1814","LOC100507065","MIRLET7F2","hsa-let-7f-5p"
"1815","LOC101927027","MIRLET7F1","hsa-let-7f-5p"
"1816","LOC101927027","MIRLET7F2","hsa-let-7f-5p"
"1817","LOC652276","MIRLET7F1","hsa-let-7f-5p"
"1818","LOC652276","MIRLET7F2","hsa-let-7f-5p"
"1819","LY86-AS1","MIRLET7F1","hsa-let-7f-5p"
"1820","LY86-AS1","MIRLET7F2","hsa-let-7f-5p"
"1821","LYRM4-AS1","MIRLET7F1","hsa-let-7f-5p"
"1822","LYRM4-AS1","MIRLET7F2","hsa-let-7f-5p"
"1823","MAPK6P6","MIRLET7F1","hsa-let-7f-5p"
"1824","MAPK6P6","MIRLET7F2","hsa-let-7f-5p"
"1825","MCF2L-AS1","MIRLET7F1","hsa-let-7f-5p"
"1826","MCF2L-AS1","MIRLET7F2","hsa-let-7f-5p"
"1827","MIR193BHG","MIRLET7F1","hsa-let-7f-5p"
"1828","MIR193BHG","MIRLET7F2","hsa-let-7f-5p"
"1829","MTCO2P12","MIRLET7F1","hsa-let-7f-5p"
"1830","MTCO2P12","MIRLET7F2","hsa-let-7f-5p"
"1831","MTCO3P12","MIRLET7F1","hsa-let-7f-5p"
"1832","MTCO3P12","MIRLET7F2","hsa-let-7f-5p"
"1833","MTND1P23","MIRLET7F1","hsa-let-7f-5p"
"1834","MTND1P23","MIRLET7F2","hsa-let-7f-5p"
"1835","MTND2P28","MIRLET7F1","hsa-let-7f-5p"
"1836","MTND2P28","MIRLET7F2","hsa-let-7f-5p"
"1837","NIP7P2","MIRLET7F1","hsa-let-7f-5p"
"1838","NIP7P2","MIRLET7F2","hsa-let-7f-5p"
"1839","NOP14-AS1","MIRLET7F1","hsa-let-7f-5p"
"1840","NOP14-AS1","MIRLET7F2","hsa-let-7f-5p"
"1841","OIP5-AS1","MIRLET7F1","hsa-let-7f-5p"
"1842","OIP5-AS1","MIRLET7F2","hsa-let-7f-5p"
"1843","PCNAP3","MIRLET7F1","hsa-let-7f-5p"
"1844","PCNAP3","MIRLET7F2","hsa-let-7f-5p"
"1845","PIN1P1","MIRLET7F1","hsa-let-7f-5p"
"1846","PIN1P1","MIRLET7F2","hsa-let-7f-5p"
"1847","PRKRA-AS1","MIRLET7F1","hsa-let-7f-5p"
"1848","PRKRA-AS1","MIRLET7F2","hsa-let-7f-5p"
"1849","PRKXP1","MIRLET7F1","hsa-let-7f-5p"
"1850","PRKXP1","MIRLET7F2","hsa-let-7f-5p"
"1851","PSMA3-AS1","MIRLET7F1","hsa-let-7f-5p"
"1852","PSMA3-AS1","MIRLET7F2","hsa-let-7f-5p"
"1853","PSMB8-AS1","MIRLET7F1","hsa-let-7f-5p"
"1854","PSMB8-AS1","MIRLET7F2","hsa-let-7f-5p"
"1855","PTP4A2P1","MIRLET7F1","hsa-let-7f-5p"
"1856","PTP4A2P1","MIRLET7F2","hsa-let-7f-5p"
"1857","RAB30-AS1","MIRLET7F1","hsa-let-7f-5p"
"1858","RAB30-AS1","MIRLET7F2","hsa-let-7f-5p"
"1859","RAC1P4","MIRLET7F1","hsa-let-7f-5p"
"1860","RAC1P4","MIRLET7F2","hsa-let-7f-5p"
"1861","RBM22P1","MIRLET7F1","hsa-let-7f-5p"
"1862","RBM22P1","MIRLET7F2","hsa-let-7f-5p"
"1863","RNF138P1","MIRLET7F1","hsa-let-7f-5p"
"1864","RNF138P1","MIRLET7F2","hsa-let-7f-5p"
"1865","RPL22P1","MIRLET7F1","hsa-let-7f-5p"
"1866","RPL22P1","MIRLET7F2","hsa-let-7f-5p"
"1867","RPL23AP53","MIRLET7F1","hsa-let-7f-5p"
"1868","RPL23AP53","MIRLET7F2","hsa-let-7f-5p"
"1869","RPL23AP66","MIRLET7F1","hsa-let-7f-5p"
"1870","RPL23AP66","MIRLET7F2","hsa-let-7f-5p"
"1871","RPL5P13","MIRLET7F1","hsa-let-7f-5p"
"1872","RPL5P13","MIRLET7F2","hsa-let-7f-5p"
"1873","RPL6P27","MIRLET7F1","hsa-let-7f-5p"
"1874","RPL6P27","MIRLET7F2","hsa-let-7f-5p"
"1875","RPLP0P2","MIRLET7F1","hsa-let-7f-5p"
"1876","RPLP0P2","MIRLET7F2","hsa-let-7f-5p"
"1877","SBDSP1","MIRLET7F1","hsa-let-7f-5p"
"1878","SBDSP1","MIRLET7F2","hsa-let-7f-5p"
"1879","SCDP1","MIRLET7F1","hsa-let-7f-5p"
"1880","SCDP1","MIRLET7F2","hsa-let-7f-5p"
"1881","SDAD1P2","MIRLET7F1","hsa-let-7f-5p"
"1882","SDAD1P2","MIRLET7F2","hsa-let-7f-5p"
"1883","SELENOTP2","MIRLET7F1","hsa-let-7f-5p"
"1884","SELENOTP2","MIRLET7F2","hsa-let-7f-5p"
"1885","SETP4","MIRLET7F1","hsa-let-7f-5p"
"1886","SETP4","MIRLET7F2","hsa-let-7f-5p"
"1887","SNHG1","MIRLET7F1","hsa-let-7f-5p"
"1888","SNHG1","MIRLET7F2","hsa-let-7f-5p"
"1889","SNHG14","MIRLET7F1","hsa-let-7f-5p"
"1890","SNHG14","MIRLET7F2","hsa-let-7f-5p"
"1891","SNHG16","MIRLET7F1","hsa-let-7f-5p"
"1892","SNHG16","MIRLET7F2","hsa-let-7f-5p"
"1893","SNHG4","MIRLET7F1","hsa-let-7f-5p"
"1894","SNHG4","MIRLET7F2","hsa-let-7f-5p"
"1895","SNHG5","MIRLET7F1","hsa-let-7f-5p"
"1896","SNHG5","MIRLET7F2","hsa-let-7f-5p"
"1897","ST20-AS1","MIRLET7F1","hsa-let-7f-5p"
"1898","ST20-AS1","MIRLET7F2","hsa-let-7f-5p"
"1899","TPT1-AS1","MIRLET7F1","hsa-let-7f-5p"
"1900","TPT1-AS1","MIRLET7F2","hsa-let-7f-5p"
"1901","TRMT10BP1","MIRLET7F1","hsa-let-7f-5p"
"1902","TRMT10BP1","MIRLET7F2","hsa-let-7f-5p"
"1903","TUG1","MIRLET7F1","hsa-let-7f-5p"
"1904","TUG1","MIRLET7F2","hsa-let-7f-5p"
"1905","UBA6-AS1","MIRLET7F1","hsa-let-7f-5p"
"1906","UBA6-AS1","MIRLET7F2","hsa-let-7f-5p"
"1907","UNC93B8","MIRLET7F1","hsa-let-7f-5p"
"1908","UNC93B8","MIRLET7F2","hsa-let-7f-5p"
"1909","VPS35P1","MIRLET7F1","hsa-let-7f-5p"
"1910","VPS35P1","MIRLET7F2","hsa-let-7f-5p"
"1911","XIST","MIRLET7F1","hsa-let-7f-5p"
"1912","XIST","MIRLET7F2","hsa-let-7f-5p"
"1913","XLOC_000647","MIRLET7F1","hsa-let-7f-5p"
"1914","XLOC_000647","MIRLET7F2","hsa-let-7f-5p"
"1915","XLOC_002245","MIRLET7F1","hsa-let-7f-5p"
"1916","XLOC_002245","MIRLET7F2","hsa-let-7f-5p"
"1917","XLOC_004204","MIRLET7F1","hsa-let-7f-5p"
"1918","XLOC_004204","MIRLET7F2","hsa-let-7f-5p"
"1919","XLOC_006192","MIRLET7F1","hsa-let-7f-5p"
"1920","XLOC_006192","MIRLET7F2","hsa-let-7f-5p"
"1921","XLOC_006663","MIRLET7F1","hsa-let-7f-5p"
"1922","XLOC_006663","MIRLET7F2","hsa-let-7f-5p"
"1923","XLOC_006882","MIRLET7F1","hsa-let-7f-5p"
"1924","XLOC_006882","MIRLET7F2","hsa-let-7f-5p"
"1925","XLOC_008185","MIRLET7F1","hsa-let-7f-5p"
"1926","XLOC_008185","MIRLET7F2","hsa-let-7f-5p"
"1927","XLOC_008618","MIRLET7F1","hsa-let-7f-5p"
"1928","XLOC_008618","MIRLET7F2","hsa-let-7f-5p"
"1929","XLOC_009233","MIRLET7F1","hsa-let-7f-5p"
"1930","XLOC_009233","MIRLET7F2","hsa-let-7f-5p"
"1931","XLOC_009544","MIRLET7F1","hsa-let-7f-5p"
"1932","XLOC_009544","MIRLET7F2","hsa-let-7f-5p"
"1933","XLOC_010445","MIRLET7F1","hsa-let-7f-5p"
"1934","XLOC_010445","MIRLET7F2","hsa-let-7f-5p"
"1935","XLOC_010897","MIRLET7F1","hsa-let-7f-5p"
"1936","XLOC_010897","MIRLET7F2","hsa-let-7f-5p"
"1937","XLOC_011219","MIRLET7F1","hsa-let-7f-5p"
"1938","XLOC_011219","MIRLET7F2","hsa-let-7f-5p"
"1939","XLOC_011313","MIRLET7F1","hsa-let-7f-5p"
"1940","XLOC_011313","MIRLET7F2","hsa-let-7f-5p"
"1941","XLOC_011650","MIRLET7F1","hsa-let-7f-5p"
"1942","XLOC_011650","MIRLET7F2","hsa-let-7f-5p"
"1943","XLOC_012382","MIRLET7F1","hsa-let-7f-5p"
"1944","XLOC_012382","MIRLET7F2","hsa-let-7f-5p"
"1945","XLOC_012738","MIRLET7F1","hsa-let-7f-5p"
"1946","XLOC_012738","MIRLET7F2","hsa-let-7f-5p"
"1947","XLOC_014209","MIRLET7F1","hsa-let-7f-5p"
"1948","XLOC_014209","MIRLET7F2","hsa-let-7f-5p"
"1949","YBX1P4","MIRLET7F1","hsa-let-7f-5p"
"1950","YBX1P4","MIRLET7F2","hsa-let-7f-5p"
"1951","YEATS2-AS1","MIRLET7F1","hsa-let-7f-5p"
"1952","YEATS2-AS1","MIRLET7F2","hsa-let-7f-5p"
"1953","ZBED3-AS1","MIRLET7F1","hsa-let-7f-5p"
"1954","ZBED3-AS1","MIRLET7F2","hsa-let-7f-5p"
"1955","ZNF587P1","MIRLET7F1","hsa-let-7f-5p"
"1956","ZNF587P1","MIRLET7F2","hsa-let-7f-5p"
"1957","AC005838.1","MIRLET7G","hsa-let-7g-3p"
"1958","AC006504.5","MIRLET7G","hsa-let-7g-3p"
"1959","AC083906.1","MIRLET7G","hsa-let-7g-3p"
"1960","AC107421.1","MIRLET7G","hsa-let-7g-3p"
"1961","ACTG1P10","MIRLET7G","hsa-let-7g-3p"
"1962","AD000090.1","MIRLET7G","hsa-let-7g-3p"
"1963","GAPDHP35","MIRLET7G","hsa-let-7g-3p"
"1964","GAPDHP38","MIRLET7G","hsa-let-7g-3p"
"1965","GAPDHP70","MIRLET7G","hsa-let-7g-3p"
"1966","HNRNPKP2","MIRLET7G","hsa-let-7g-3p"
"1967","LCAL1","MIRLET7G","hsa-let-7g-3p"
"1968","LINC00910","MIRLET7G","hsa-let-7g-3p"
"1969","LOC101927151","MIRLET7G","hsa-let-7g-3p"
"1970","NEAT1","MIRLET7G","hsa-let-7g-3p"
"1971","OIP5-AS1","MIRLET7G","hsa-let-7g-3p"
"1972","PTMAP1","MIRLET7G","hsa-let-7g-3p"
"1973","RPL17P2","MIRLET7G","hsa-let-7g-3p"
"1974","RPL24P4","MIRLET7G","hsa-let-7g-3p"
"1975","RPL37AP1","MIRLET7G","hsa-let-7g-3p"
"1976","RPL37AP8","MIRLET7G","hsa-let-7g-3p"
"1977","RPS17P1","MIRLET7G","hsa-let-7g-3p"
"1978","RPS17P2","MIRLET7G","hsa-let-7g-3p"
"1979","SMG1P1","MIRLET7G","hsa-let-7g-3p"
"1980","TUBAP2","MIRLET7G","hsa-let-7g-3p"
"1981","XLOC_012980","MIRLET7G","hsa-let-7g-3p"
"1982","Z74021.1","MIRLET7G","hsa-let-7g-3p"
"1983","ZNF37BP","MIRLET7G","hsa-let-7g-3p"
"1984","AC002091.1","MIRLET7G","hsa-let-7g-5p"
"1985","AC005062.1","MIRLET7G","hsa-let-7g-5p"
"1986","AC005261.1","MIRLET7G","hsa-let-7g-5p"
"1987","AC006015.1","MIRLET7G","hsa-let-7g-5p"
"1988","AC006484.1","MIRLET7G","hsa-let-7g-5p"
"1989","AC006504.1","MIRLET7G","hsa-let-7g-5p"
"1990","AC007318.1","MIRLET7G","hsa-let-7g-5p"
"1991","AC007386.1","MIRLET7G","hsa-let-7g-5p"
"1992","AC007547.1","MIRLET7G","hsa-let-7g-5p"
"1993","AC007620.3","MIRLET7G","hsa-let-7g-5p"
"1994","AC008957.1","MIRLET7G","hsa-let-7g-5p"
"1995","AC009090.6","MIRLET7G","hsa-let-7g-5p"
"1996","AC010336.8","MIRLET7G","hsa-let-7g-5p"
"1997","AC011416.3","MIRLET7G","hsa-let-7g-5p"
"1998","AC012370.2","MIRLET7G","hsa-let-7g-5p"
"1999","AC012613.2","MIRLET7G","hsa-let-7g-5p"
"2000","AC018735.1","MIRLET7G","hsa-let-7g-5p"
"2001","AC020658.1","MIRLET7G","hsa-let-7g-5p"
"2002","AC025161.1","MIRLET7G","hsa-let-7g-5p"
"2003","AC026316.1","MIRLET7G","hsa-let-7g-5p"
"2004","AC055822.1","MIRLET7G","hsa-let-7g-5p"
"2005","AC068631.3","MIRLET7G","hsa-let-7g-5p"
"2006","AC074117.1","MIRLET7G","hsa-let-7g-5p"
"2007","AC079062.1","MIRLET7G","hsa-let-7g-5p"
"2008","AC083805.3","MIRLET7G","hsa-let-7g-5p"
"2009","AC087500.1","MIRLET7G","hsa-let-7g-5p"
"2010","AC090877.2","MIRLET7G","hsa-let-7g-5p"
"2011","AC092335.1","MIRLET7G","hsa-let-7g-5p"
"2012","AC093809.1","MIRLET7G","hsa-let-7g-5p"
"2013","AC095055.1","MIRLET7G","hsa-let-7g-5p"
"2014","AC097717.1","MIRLET7G","hsa-let-7g-5p"
"2015","AC100770.1","MIRLET7G","hsa-let-7g-5p"
"2016","AC108134.2","MIRLET7G","hsa-let-7g-5p"
"2017","AC125612.1","MIRLET7G","hsa-let-7g-5p"
"2018","AC141586.1","MIRLET7G","hsa-let-7g-5p"
"2019","AC233964.1","MIRLET7G","hsa-let-7g-5p"
"2020","ACTBP11","MIRLET7G","hsa-let-7g-5p"
"2021","ACTG1P12","MIRLET7G","hsa-let-7g-5p"
"2022","AD000090.1","MIRLET7G","hsa-let-7g-5p"
"2023","AL031728.1","MIRLET7G","hsa-let-7g-5p"
"2024","AL035446.2","MIRLET7G","hsa-let-7g-5p"
"2025","AL080243.1","MIRLET7G","hsa-let-7g-5p"
"2026","AL118496.1","MIRLET7G","hsa-let-7g-5p"
"2027","AL157407.1","MIRLET7G","hsa-let-7g-5p"
"2028","AL354798.1","MIRLET7G","hsa-let-7g-5p"
"2029","AL356653.1","MIRLET7G","hsa-let-7g-5p"
"2030","AL445487.1","MIRLET7G","hsa-let-7g-5p"
"2031","AL513477.2","MIRLET7G","hsa-let-7g-5p"
"2032","AL596087.1","MIRLET7G","hsa-let-7g-5p"
"2033","ALDOAP2","MIRLET7G","hsa-let-7g-5p"
"2034","AP000265.1","MIRLET7G","hsa-let-7g-5p"
"2035","AP000766.1","MIRLET7G","hsa-let-7g-5p"
"2036","AP006296.1","MIRLET7G","hsa-let-7g-5p"
"2037","ARHGAP27P1-BPTFP1-KPNA2P3","MIRLET7G","hsa-let-7g-5p"
"2038","ASH2LP3","MIRLET7G","hsa-let-7g-5p"
"2039","BHLHE40-AS1","MIRLET7G","hsa-let-7g-5p"
"2040","BPIFB5P","MIRLET7G","hsa-let-7g-5p"
"2041","CASC19","MIRLET7G","hsa-let-7g-5p"
"2042","COX6A1P2","MIRLET7G","hsa-let-7g-5p"
"2043","CTBP1-DT","MIRLET7G","hsa-let-7g-5p"
"2044","CXCR2P1","MIRLET7G","hsa-let-7g-5p"
"2045","DBF4P1","MIRLET7G","hsa-let-7g-5p"
"2046","DDX39AP1","MIRLET7G","hsa-let-7g-5p"
"2047","DNAJC3-DT","MIRLET7G","hsa-let-7g-5p"
"2048","DSCAM-IT1","MIRLET7G","hsa-let-7g-5p"
"2049","EBLN3P","MIRLET7G","hsa-let-7g-5p"
"2050","EDRF1-AS1","MIRLET7G","hsa-let-7g-5p"
"2051","EIF4A1P4","MIRLET7G","hsa-let-7g-5p"
"2052","ELOA-AS1","MIRLET7G","hsa-let-7g-5p"
"2053","ELOCP2","MIRLET7G","hsa-let-7g-5p"
"2054","FDPSP5","MIRLET7G","hsa-let-7g-5p"
"2055","FTX","MIRLET7G","hsa-let-7g-5p"
"2056","GABPB1-AS1","MIRLET7G","hsa-let-7g-5p"
"2057","GAPDHP72","MIRLET7G","hsa-let-7g-5p"
"2058","GPR79","MIRLET7G","hsa-let-7g-5p"
"2059","HADHAP1","MIRLET7G","hsa-let-7g-5p"
"2060","HNRNPLP2","MIRLET7G","hsa-let-7g-5p"
"2061","HSP90AB3P","MIRLET7G","hsa-let-7g-5p"
"2062","HSPA8P1","MIRLET7G","hsa-let-7g-5p"
"2063","LINC00462","MIRLET7G","hsa-let-7g-5p"
"2064","LINC00649","MIRLET7G","hsa-let-7g-5p"
"2065","LINC01146","MIRLET7G","hsa-let-7g-5p"
"2066","LINC01224","MIRLET7G","hsa-let-7g-5p"
"2067","LINC01278","MIRLET7G","hsa-let-7g-5p"
"2068","LINC01391","MIRLET7G","hsa-let-7g-5p"
"2069","LINC01620","MIRLET7G","hsa-let-7g-5p"
"2070","LINC01772","MIRLET7G","hsa-let-7g-5p"
"2071","LINC01825","MIRLET7G","hsa-let-7g-5p"
"2072","LOC100130950","MIRLET7G","hsa-let-7g-5p"
"2073","LOC100506023","MIRLET7G","hsa-let-7g-5p"
"2074","LOC101928126","MIRLET7G","hsa-let-7g-5p"
"2075","LOC401176","MIRLET7G","hsa-let-7g-5p"
"2076","LOC652276","MIRLET7G","hsa-let-7g-5p"
"2077","MARK2P16","MIRLET7G","hsa-let-7g-5p"
"2078","MRPL3P1","MIRLET7G","hsa-let-7g-5p"
"2079","MRPL51P2","MIRLET7G","hsa-let-7g-5p"
"2080","MTCO3P12","MIRLET7G","hsa-let-7g-5p"
"2081","MTND2P28","MIRLET7G","hsa-let-7g-5p"
"2082","MTND5P11","MIRLET7G","hsa-let-7g-5p"
"2083","NEAT1","MIRLET7G","hsa-let-7g-5p"
"2084","NEK2P4","MIRLET7G","hsa-let-7g-5p"
"2085","NPM1P14","MIRLET7G","hsa-let-7g-5p"
"2086","NUTM2A-AS1","MIRLET7G","hsa-let-7g-5p"
"2087","OIP5-AS1","MIRLET7G","hsa-let-7g-5p"
"2088","PABPC1P1","MIRLET7G","hsa-let-7g-5p"
"2089","PDCD4-AS1","MIRLET7G","hsa-let-7g-5p"
"2090","PTCHD1-AS","MIRLET7G","hsa-let-7g-5p"
"2091","PTP4A2P1","MIRLET7G","hsa-let-7g-5p"
"2092","RAB30-AS1","MIRLET7G","hsa-let-7g-5p"
"2093","RPL23AP66","MIRLET7G","hsa-let-7g-5p"
"2094","RPL5P13","MIRLET7G","hsa-let-7g-5p"
"2095","RPL9P6","MIRLET7G","hsa-let-7g-5p"
"2096","RPS14P3","MIRLET7G","hsa-let-7g-5p"
"2097","RPS2P5","MIRLET7G","hsa-let-7g-5p"
"2098","SELENOTP2","MIRLET7G","hsa-let-7g-5p"
"2099","SETP20","MIRLET7G","hsa-let-7g-5p"
"2100","SNHG14","MIRLET7G","hsa-let-7g-5p"
"2101","SNHG16","MIRLET7G","hsa-let-7g-5p"
"2102","SNHG20","MIRLET7G","hsa-let-7g-5p"
"2103","SNHG4","MIRLET7G","hsa-let-7g-5p"
"2104","SOX21-AS1","MIRLET7G","hsa-let-7g-5p"
"2105","SPCS2P4","MIRLET7G","hsa-let-7g-5p"
"2106","ST20-AS1","MIRLET7G","hsa-let-7g-5p"
"2107","TDGF1P5","MIRLET7G","hsa-let-7g-5p"
"2108","TP53TG1","MIRLET7G","hsa-let-7g-5p"
"2109","TP73-AS1","MIRLET7G","hsa-let-7g-5p"
"2110","TTTY15","MIRLET7G","hsa-let-7g-5p"
"2111","TUBAP2","MIRLET7G","hsa-let-7g-5p"
"2112","TUG1","MIRLET7G","hsa-let-7g-5p"
"2113","UBBP3","MIRLET7G","hsa-let-7g-5p"
"2114","UNC93B8","MIRLET7G","hsa-let-7g-5p"
"2115","WDR86-AS1","MIRLET7G","hsa-let-7g-5p"
"2116","XIST","MIRLET7G","hsa-let-7g-5p"
"2117","XLOC_006294","MIRLET7G","hsa-let-7g-5p"
"2118","XLOC_006516","MIRLET7G","hsa-let-7g-5p"
"2119","XLOC_006663","MIRLET7G","hsa-let-7g-5p"
"2120","XLOC_008185","MIRLET7G","hsa-let-7g-5p"
"2121","XLOC_008618","MIRLET7G","hsa-let-7g-5p"
"2122","XLOC_009233","MIRLET7G","hsa-let-7g-5p"
"2123","XLOC_009544","MIRLET7G","hsa-let-7g-5p"
"2124","XLOC_009779","MIRLET7G","hsa-let-7g-5p"
"2125","XLOC_009885","MIRLET7G","hsa-let-7g-5p"
"2126","XLOC_010026","MIRLET7G","hsa-let-7g-5p"
"2127","XLOC_010445","MIRLET7G","hsa-let-7g-5p"
"2128","XLOC_010897","MIRLET7G","hsa-let-7g-5p"
"2129","XLOC_011219","MIRLET7G","hsa-let-7g-5p"
"2130","XLOC_011772","MIRLET7G","hsa-let-7g-5p"
"2131","XLOC_012683","MIRLET7G","hsa-let-7g-5p"
"2132","XLOC_012738","MIRLET7G","hsa-let-7g-5p"
"2133","XLOC_012877","MIRLET7G","hsa-let-7g-5p"
"2134","XLOC_013921","MIRLET7G","hsa-let-7g-5p"
"2135","XLOC_014209","MIRLET7G","hsa-let-7g-5p"
"2136","YBX1P4","MIRLET7G","hsa-let-7g-5p"
"2137","YWHAEP1","MIRLET7G","hsa-let-7g-5p"
"2138","ZBED3-AS1","MIRLET7G","hsa-let-7g-5p"
"2139","ZEB1-AS1","MIRLET7G","hsa-let-7g-5p"
"2140","ZNF587P1","MIRLET7G","hsa-let-7g-5p"
"2141","AC004461.1","MIRLET7I","hsa-let-7i-3p"
"2142","AC004542.2","MIRLET7I","hsa-let-7i-3p"
"2143","AC009533.1","MIRLET7I","hsa-let-7i-3p"
"2144","AC012358.2","MIRLET7I","hsa-let-7i-3p"
"2145","AC093249.6","MIRLET7I","hsa-let-7i-3p"
"2146","AC113935.1","MIRLET7I","hsa-let-7i-3p"
"2147","AC139143.1","MIRLET7I","hsa-let-7i-3p"
"2148","AL021368.3","MIRLET7I","hsa-let-7i-3p"
"2149","AL031595.3","MIRLET7I","hsa-let-7i-3p"
"2150","AL158071.4","MIRLET7I","hsa-let-7i-3p"
"2151","AL596087.1","MIRLET7I","hsa-let-7i-3p"
"2152","AP000350.2","MIRLET7I","hsa-let-7i-3p"
"2153","AP000688.1","MIRLET7I","hsa-let-7i-3p"
"2154","AP005131.7","MIRLET7I","hsa-let-7i-3p"
"2155","CDK2AP2P2","MIRLET7I","hsa-let-7i-3p"
"2156","EEF1A1P11","MIRLET7I","hsa-let-7i-3p"
"2157","EIF5AP4","MIRLET7I","hsa-let-7i-3p"
"2158","GABPB1-AS1","MIRLET7I","hsa-let-7i-3p"
"2159","HSPD1P6","MIRLET7I","hsa-let-7i-3p"
"2160","LINC00316","MIRLET7I","hsa-let-7i-3p"
"2161","LINC00559","MIRLET7I","hsa-let-7i-3p"
"2162","LINC00693","MIRLET7I","hsa-let-7i-3p"
"2163","LINC01619","MIRLET7I","hsa-let-7i-3p"
"2164","LINC01825","MIRLET7I","hsa-let-7i-3p"
"2165","LINC02236","MIRLET7I","hsa-let-7i-3p"
"2166","LOC101593348","MIRLET7I","hsa-let-7i-3p"
"2167","MIR29B2CHG","MIRLET7I","hsa-let-7i-3p"
"2168","OR7E11P","MIRLET7I","hsa-let-7i-3p"
"2169","PARP4P2","MIRLET7I","hsa-let-7i-3p"
"2170","PRPF38AP2","MIRLET7I","hsa-let-7i-3p"
"2171","PTGER4P2-CDK2AP2P2","MIRLET7I","hsa-let-7i-3p"
"2172","RPL24P4","MIRLET7I","hsa-let-7i-3p"
"2173","RPL5P22","MIRLET7I","hsa-let-7i-3p"
"2174","SAPCD2P4","MIRLET7I","hsa-let-7i-3p"
"2175","STARD4-AS1","MIRLET7I","hsa-let-7i-3p"
"2176","SUZ12P1","MIRLET7I","hsa-let-7i-3p"
"2177","TOP1P1","MIRLET7I","hsa-let-7i-3p"
"2178","UBR5-AS1","MIRLET7I","hsa-let-7i-3p"
"2179","XLOC_004273","MIRLET7I","hsa-let-7i-3p"
"2180","XLOC_005419","MIRLET7I","hsa-let-7i-3p"
"2181","XLOC_006073","MIRLET7I","hsa-let-7i-3p"
"2182","AC002091.1","MIRLET7I","hsa-let-7i-5p"
"2183","AC004801.6","MIRLET7I","hsa-let-7i-5p"
"2184","AC005014.1","MIRLET7I","hsa-let-7i-5p"
"2185","AC005224.1","MIRLET7I","hsa-let-7i-5p"
"2186","AC005261.1","MIRLET7I","hsa-let-7i-5p"
"2187","AC005537.1","MIRLET7I","hsa-let-7i-5p"
"2188","AC005682.1","MIRLET7I","hsa-let-7i-5p"
"2189","AC006015.1","MIRLET7I","hsa-let-7i-5p"
"2190","AC006484.1","MIRLET7I","hsa-let-7i-5p"
"2191","AC006504.1","MIRLET7I","hsa-let-7i-5p"
"2192","AC006971.1","MIRLET7I","hsa-let-7i-5p"
"2193","AC007386.1","MIRLET7I","hsa-let-7i-5p"
"2194","AC007547.1","MIRLET7I","hsa-let-7i-5p"
