"","lncRNA","MIRNA","miRNA"
"2","AC022150.4","MIRLET7A1","hsa-let-7a-3p"
"3","AC022150.4","MIRLET7A3","hsa-let-7a-3p"
"4","AC051619.7","MIRLET7A1","hsa-let-7a-3p"
"5","AC051619.7","MIRLET7A3","hsa-let-7a-3p"
"6","AL158206.1","MIRLET7A1","hsa-let-7a-3p"
"7","AL158206.1","MIRLET7A3","hsa-let-7a-3p"
"8","BHLHE40-AS1","MIRLET7A1","hsa-let-7a-3p"
"9","BHLHE40-AS1","MIRLET7A3","hsa-let-7a-3p"
"10","FGD5-AS1","MIRLET7A1","hsa-let-7a-3p"
"11","FGD5-AS1","MIRLET7A3","hsa-let-7a-3p"
"12","HINT1P1","MIRLET7A1","hsa-let-7a-3p"
"13","HINT1P1","MIRLET7A3","hsa-let-7a-3p"
"14","LDHBP2","MIRLET7A1","hsa-let-7a-3p"
"15","LDHBP2","MIRLET7A3","hsa-let-7a-3p"
"16","LINC00662","MIRLET7A1","hsa-let-7a-3p"
"17","LINC00662","MIRLET7A3","hsa-let-7a-3p"
"18","MLLT10P1","MIRLET7A1","hsa-let-7a-3p"
"19","MLLT10P1","MIRLET7A3","hsa-let-7a-3p"
"20","NEAT1","MIRLET7A1","hsa-let-7a-3p"
"21","NEAT1","MIRLET7A3","hsa-let-7a-3p"
"22","OIP5-AS1","MIRLET7A1","hsa-let-7a-3p"
"23","OIP5-AS1","MIRLET7A3","hsa-let-7a-3p"
"24","OR2E1P","MIRLET7A1","hsa-let-7a-3p"
"25","OR2E1P","MIRLET7A3","hsa-let-7a-3p"
"26","OVCH1-AS1","MIRLET7A1","hsa-let-7a-3p"
"27","OVCH1-AS1","MIRLET7A3","hsa-let-7a-3p"
"28","PSMA3-AS1","MIRLET7A1","hsa-let-7a-3p"
"29","PSMA3-AS1","MIRLET7A3","hsa-let-7a-3p"
"30","RBM22P5","MIRLET7A1","hsa-let-7a-3p"
"31","RBM22P5","MIRLET7A3","hsa-let-7a-3p"
"32","SCGB1B2P","MIRLET7A1","hsa-let-7a-3p"
"33","SCGB1B2P","MIRLET7A3","hsa-let-7a-3p"
"34","SNHG1","MIRLET7A1","hsa-let-7a-3p"
"35","SNHG1","MIRLET7A3","hsa-let-7a-3p"
"36","TPI1P2","MIRLET7A1","hsa-let-7a-3p"
"37","TPI1P2","MIRLET7A3","hsa-let-7a-3p"
"38","XLOC_013282","MIRLET7A1","hsa-let-7a-3p"
"39","XLOC_013282","MIRLET7A3","hsa-let-7a-3p"
"40","ZFAS1","MIRLET7A1","hsa-let-7a-3p"
"41","ZFAS1","MIRLET7A3","hsa-let-7a-3p"
"42","AC002091.1","MIRLET7A1","hsa-let-7a-5p"
"43","AC002091.1","MIRLET7A2","hsa-let-7a-5p"
"44","AC002091.1","MIRLET7A3","hsa-let-7a-5p"
"45","AC004461.1","MIRLET7A1","hsa-let-7a-5p"
"46","AC004461.1","MIRLET7A2","hsa-let-7a-5p"
"47","AC004461.1","MIRLET7A3","hsa-let-7a-5p"
"48","AC004987.2","MIRLET7A1","hsa-let-7a-5p"
"49","AC004987.2","MIRLET7A2","hsa-let-7a-5p"
"50","AC004987.2","MIRLET7A3","hsa-let-7a-5p"
"51","AC005261.1","MIRLET7A1","hsa-let-7a-5p"
"52","AC005261.1","MIRLET7A2","hsa-let-7a-5p"
"53","AC005261.1","MIRLET7A3","hsa-let-7a-5p"
"54","AC005537.1","MIRLET7A1","hsa-let-7a-5p"
"55","AC005537.1","MIRLET7A2","hsa-let-7a-5p"
"56","AC005537.1","MIRLET7A3","hsa-let-7a-5p"
"57","AC005682.1","MIRLET7A1","hsa-let-7a-5p"
"58","AC005682.1","MIRLET7A2","hsa-let-7a-5p"
"59","AC005682.1","MIRLET7A3","hsa-let-7a-5p"
"60","AC005865.2","MIRLET7A1","hsa-let-7a-5p"
"61","AC005865.2","MIRLET7A2","hsa-let-7a-5p"
"62","AC005865.2","MIRLET7A3","hsa-let-7a-5p"
"63","AC006015.1","MIRLET7A1","hsa-let-7a-5p"
"64","AC006015.1","MIRLET7A2","hsa-let-7a-5p"
"65","AC006015.1","MIRLET7A3","hsa-let-7a-5p"
"66","AC006116.2","MIRLET7A1","hsa-let-7a-5p"
"67","AC006116.2","MIRLET7A2","hsa-let-7a-5p"
"68","AC006116.2","MIRLET7A3","hsa-let-7a-5p"
"69","AC006504.1","MIRLET7A1","hsa-let-7a-5p"
"70","AC006504.1","MIRLET7A2","hsa-let-7a-5p"
"71","AC006504.1","MIRLET7A3","hsa-let-7a-5p"
"72","AC007386.1","MIRLET7A1","hsa-let-7a-5p"
"73","AC007386.1","MIRLET7A2","hsa-let-7a-5p"
"74","AC007386.1","MIRLET7A3","hsa-let-7a-5p"
"75","AC007620.3","MIRLET7A1","hsa-let-7a-5p"
"76","AC007620.3","MIRLET7A2","hsa-let-7a-5p"
"77","AC007620.3","MIRLET7A3","hsa-let-7a-5p"
"78","AC007969.1","MIRLET7A1","hsa-let-7a-5p"
"79","AC007969.1","MIRLET7A2","hsa-let-7a-5p"
"80","AC007969.1","MIRLET7A3","hsa-let-7a-5p"
"81","AC008567.1","MIRLET7A1","hsa-let-7a-5p"
"82","AC008567.1","MIRLET7A2","hsa-let-7a-5p"
"83","AC008567.1","MIRLET7A3","hsa-let-7a-5p"
"84","AC010615.1","MIRLET7A1","hsa-let-7a-5p"
"85","AC010615.1","MIRLET7A2","hsa-let-7a-5p"
"86","AC010615.1","MIRLET7A3","hsa-let-7a-5p"
"87","AC011037.1","MIRLET7A1","hsa-let-7a-5p"
"88","AC011037.1","MIRLET7A2","hsa-let-7a-5p"
"89","AC011037.1","MIRLET7A3","hsa-let-7a-5p"
"90","AC011416.3","MIRLET7A1","hsa-let-7a-5p"
"91","AC011416.3","MIRLET7A2","hsa-let-7a-5p"
"92","AC011416.3","MIRLET7A3","hsa-let-7a-5p"
"93","AC012370.2","MIRLET7A1","hsa-let-7a-5p"
"94","AC012370.2","MIRLET7A2","hsa-let-7a-5p"
"95","AC012370.2","MIRLET7A3","hsa-let-7a-5p"
"96","AC012618.1","MIRLET7A1","hsa-let-7a-5p"
"97","AC012618.1","MIRLET7A2","hsa-let-7a-5p"
"98","AC012618.1","MIRLET7A3","hsa-let-7a-5p"
"99","AC016355.1","MIRLET7A1","hsa-let-7a-5p"
"100","AC016355.1","MIRLET7A2","hsa-let-7a-5p"
"101","AC016355.1","MIRLET7A3","hsa-let-7a-5p"
"102","AC016629.3","MIRLET7A1","hsa-let-7a-5p"
"103","AC016629.3","MIRLET7A2","hsa-let-7a-5p"
"104","AC016629.3","MIRLET7A3","hsa-let-7a-5p"
"105","AC016876.2","MIRLET7A1","hsa-let-7a-5p"
"106","AC016876.2","MIRLET7A2","hsa-let-7a-5p"
"107","AC016876.2","MIRLET7A3","hsa-let-7a-5p"
"108","AC018735.1","MIRLET7A1","hsa-let-7a-5p"
"109","AC018735.1","MIRLET7A2","hsa-let-7a-5p"
"110","AC018735.1","MIRLET7A3","hsa-let-7a-5p"
"111","AC019197.1","MIRLET7A1","hsa-let-7a-5p"
"112","AC019197.1","MIRLET7A2","hsa-let-7a-5p"
"113","AC019197.1","MIRLET7A3","hsa-let-7a-5p"
"114","AC025161.1","MIRLET7A1","hsa-let-7a-5p"
"115","AC025161.1","MIRLET7A2","hsa-let-7a-5p"
"116","AC025161.1","MIRLET7A3","hsa-let-7a-5p"
"117","AC025164.1","MIRLET7A1","hsa-let-7a-5p"
"118","AC025164.1","MIRLET7A2","hsa-let-7a-5p"
"119","AC025164.1","MIRLET7A3","hsa-let-7a-5p"
"120","AC025470.1","MIRLET7A1","hsa-let-7a-5p"
"121","AC025470.1","MIRLET7A2","hsa-let-7a-5p"
"122","AC025470.1","MIRLET7A3","hsa-let-7a-5p"
"123","AC051619.8","MIRLET7A1","hsa-let-7a-5p"
"124","AC051619.8","MIRLET7A2","hsa-let-7a-5p"
"125","AC051619.8","MIRLET7A3","hsa-let-7a-5p"
"126","AC068631.3","MIRLET7A1","hsa-let-7a-5p"
"127","AC068631.3","MIRLET7A2","hsa-let-7a-5p"
"128","AC068631.3","MIRLET7A3","hsa-let-7a-5p"
"129","AC074117.1","MIRLET7A1","hsa-let-7a-5p"
"130","AC074117.1","MIRLET7A2","hsa-let-7a-5p"
"131","AC074117.1","MIRLET7A3","hsa-let-7a-5p"
"132","AC078817.1","MIRLET7A1","hsa-let-7a-5p"
"133","AC078817.1","MIRLET7A2","hsa-let-7a-5p"
"134","AC078817.1","MIRLET7A3","hsa-let-7a-5p"
"135","AC079062.1","MIRLET7A1","hsa-let-7a-5p"
"136","AC079062.1","MIRLET7A2","hsa-let-7a-5p"
"137","AC079062.1","MIRLET7A3","hsa-let-7a-5p"
"138","AC087392.3","MIRLET7A1","hsa-let-7a-5p"
"139","AC087392.3","MIRLET7A2","hsa-let-7a-5p"
"140","AC087392.3","MIRLET7A3","hsa-let-7a-5p"
"141","AC087500.1","MIRLET7A1","hsa-let-7a-5p"
"142","AC087500.1","MIRLET7A2","hsa-let-7a-5p"
"143","AC087500.1","MIRLET7A3","hsa-let-7a-5p"
"144","AC090061.1","MIRLET7A1","hsa-let-7a-5p"
"145","AC090061.1","MIRLET7A2","hsa-let-7a-5p"
"146","AC090061.1","MIRLET7A3","hsa-let-7a-5p"
"147","AC090877.2","MIRLET7A1","hsa-let-7a-5p"
"148","AC090877.2","MIRLET7A2","hsa-let-7a-5p"
"149","AC090877.2","MIRLET7A3","hsa-let-7a-5p"
"150","AC092130.1","MIRLET7A1","hsa-let-7a-5p"
"151","AC092130.1","MIRLET7A2","hsa-let-7a-5p"
"152","AC092130.1","MIRLET7A3","hsa-let-7a-5p"
"153","AC092646.1","MIRLET7A1","hsa-let-7a-5p"
"154","AC092646.1","MIRLET7A2","hsa-let-7a-5p"
"155","AC092646.1","MIRLET7A3","hsa-let-7a-5p"
"156","AC092809.3","MIRLET7A1","hsa-let-7a-5p"
"157","AC092809.3","MIRLET7A2","hsa-let-7a-5p"
"158","AC092809.3","MIRLET7A3","hsa-let-7a-5p"
"159","AC093809.1","MIRLET7A1","hsa-let-7a-5p"
"160","AC093809.1","MIRLET7A2","hsa-let-7a-5p"
"161","AC093809.1","MIRLET7A3","hsa-let-7a-5p"
"162","AC095055.1","MIRLET7A1","hsa-let-7a-5p"
"163","AC095055.1","MIRLET7A2","hsa-let-7a-5p"
"164","AC095055.1","MIRLET7A3","hsa-let-7a-5p"
"165","AC096570.1","MIRLET7A1","hsa-let-7a-5p"
"166","AC096570.1","MIRLET7A2","hsa-let-7a-5p"
"167","AC096570.1","MIRLET7A3","hsa-let-7a-5p"
"168","AC097717.1","MIRLET7A1","hsa-let-7a-5p"
"169","AC097717.1","MIRLET7A2","hsa-let-7a-5p"
"170","AC097717.1","MIRLET7A3","hsa-let-7a-5p"
"171","AC098934.1","MIRLET7A1","hsa-let-7a-5p"
"172","AC098934.1","MIRLET7A2","hsa-let-7a-5p"
"173","AC098934.1","MIRLET7A3","hsa-let-7a-5p"
"174","AC099522.2","MIRLET7A1","hsa-let-7a-5p"
"175","AC099522.2","MIRLET7A2","hsa-let-7a-5p"
"176","AC099522.2","MIRLET7A3","hsa-let-7a-5p"
"177","AC100870.1","MIRLET7A1","hsa-let-7a-5p"
"178","AC100870.1","MIRLET7A2","hsa-let-7a-5p"
"179","AC100870.1","MIRLET7A3","hsa-let-7a-5p"
"180","AC103718.1","MIRLET7A1","hsa-let-7a-5p"
"181","AC103718.1","MIRLET7A2","hsa-let-7a-5p"
"182","AC103718.1","MIRLET7A3","hsa-let-7a-5p"
"183","AC106872.1","MIRLET7A1","hsa-let-7a-5p"
"184","AC106872.1","MIRLET7A2","hsa-let-7a-5p"
"185","AC106872.1","MIRLET7A3","hsa-let-7a-5p"
"186","AC106872.7","MIRLET7A1","hsa-let-7a-5p"
"187","AC106872.7","MIRLET7A2","hsa-let-7a-5p"
"188","AC106872.7","MIRLET7A3","hsa-let-7a-5p"
"189","AC123912.3","MIRLET7A1","hsa-let-7a-5p"
"190","AC123912.3","MIRLET7A2","hsa-let-7a-5p"
"191","AC123912.3","MIRLET7A3","hsa-let-7a-5p"
"192","AC125612.1","MIRLET7A1","hsa-let-7a-5p"
"193","AC125612.1","MIRLET7A2","hsa-let-7a-5p"
"194","AC125612.1","MIRLET7A3","hsa-let-7a-5p"
"195","AC130371.2","MIRLET7A1","hsa-let-7a-5p"
"196","AC130371.2","MIRLET7A2","hsa-let-7a-5p"
"197","AC130371.2","MIRLET7A3","hsa-let-7a-5p"
"198","AC139795.1","MIRLET7A1","hsa-let-7a-5p"
"199","AC139795.1","MIRLET7A2","hsa-let-7a-5p"
"200","AC139795.1","MIRLET7A3","hsa-let-7a-5p"
"201","AC141586.1","MIRLET7A1","hsa-let-7a-5p"
"202","AC141586.1","MIRLET7A2","hsa-let-7a-5p"
"203","AC141586.1","MIRLET7A3","hsa-let-7a-5p"
"204","AC233964.1","MIRLET7A1","hsa-let-7a-5p"
"205","AC233964.1","MIRLET7A2","hsa-let-7a-5p"
"206","AC233964.1","MIRLET7A3","hsa-let-7a-5p"
"207","AC239600.2","MIRLET7A1","hsa-let-7a-5p"
"208","AC239600.2","MIRLET7A2","hsa-let-7a-5p"
"209","AC239600.2","MIRLET7A3","hsa-let-7a-5p"
"210","ACTBP11","MIRLET7A1","hsa-let-7a-5p"
"211","ACTBP11","MIRLET7A2","hsa-let-7a-5p"
"212","ACTBP11","MIRLET7A3","hsa-let-7a-5p"
"213","ACTG1P12","MIRLET7A1","hsa-let-7a-5p"
"214","ACTG1P12","MIRLET7A2","hsa-let-7a-5p"
"215","ACTG1P12","MIRLET7A3","hsa-let-7a-5p"
"216","ACTG1P15","MIRLET7A1","hsa-let-7a-5p"
"217","ACTG1P15","MIRLET7A2","hsa-let-7a-5p"
"218","ACTG1P15","MIRLET7A3","hsa-let-7a-5p"
"219","AD000090.1","MIRLET7A1","hsa-let-7a-5p"
"220","AD000090.1","MIRLET7A2","hsa-let-7a-5p"
"221","AD000090.1","MIRLET7A3","hsa-let-7a-5p"
"222","AGAP2-AS1","MIRLET7A1","hsa-let-7a-5p"
"223","AGAP2-AS1","MIRLET7A2","hsa-let-7a-5p"
"224","AGAP2-AS1","MIRLET7A3","hsa-let-7a-5p"
"225","AJ239328.1","MIRLET7A1","hsa-let-7a-5p"
"226","AJ239328.1","MIRLET7A2","hsa-let-7a-5p"
"227","AJ239328.1","MIRLET7A3","hsa-let-7a-5p"
"228","AL009174.1","MIRLET7A1","hsa-let-7a-5p"
"229","AL009174.1","MIRLET7A2","hsa-let-7a-5p"
"230","AL009174.1","MIRLET7A3","hsa-let-7a-5p"
"231","AL021368.3","MIRLET7A1","hsa-let-7a-5p"
"232","AL021368.3","MIRLET7A2","hsa-let-7a-5p"
"233","AL021368.3","MIRLET7A3","hsa-let-7a-5p"
"234","AL030996.1","MIRLET7A1","hsa-let-7a-5p"
"235","AL030996.1","MIRLET7A2","hsa-let-7a-5p"
"236","AL030996.1","MIRLET7A3","hsa-let-7a-5p"
"237","AL033519.2","MIRLET7A1","hsa-let-7a-5p"
"238","AL033519.2","MIRLET7A2","hsa-let-7a-5p"
"239","AL033519.2","MIRLET7A3","hsa-let-7a-5p"
"240","AL049870.1","MIRLET7A1","hsa-let-7a-5p"
"241","AL049870.1","MIRLET7A2","hsa-let-7a-5p"
"242","AL049870.1","MIRLET7A3","hsa-let-7a-5p"
"243","AL080243.1","MIRLET7A1","hsa-let-7a-5p"
"244","AL080243.1","MIRLET7A2","hsa-let-7a-5p"
"245","AL080243.1","MIRLET7A3","hsa-let-7a-5p"
"246","AL118496.1","MIRLET7A1","hsa-let-7a-5p"
"247","AL118496.1","MIRLET7A2","hsa-let-7a-5p"
"248","AL118496.1","MIRLET7A3","hsa-let-7a-5p"
"249","AL136320.1","MIRLET7A1","hsa-let-7a-5p"
"250","AL136320.1","MIRLET7A2","hsa-let-7a-5p"
"251","AL136320.1","MIRLET7A3","hsa-let-7a-5p"
"252","AL137845.2","MIRLET7A1","hsa-let-7a-5p"
"253","AL137845.2","MIRLET7A2","hsa-let-7a-5p"
"254","AL137845.2","MIRLET7A3","hsa-let-7a-5p"
"255","AL157713.1","MIRLET7A1","hsa-let-7a-5p"
"256","AL157713.1","MIRLET7A2","hsa-let-7a-5p"
"257","AL157713.1","MIRLET7A3","hsa-let-7a-5p"
"258","AL356653.1","MIRLET7A1","hsa-let-7a-5p"
"259","AL356653.1","MIRLET7A2","hsa-let-7a-5p"
"260","AL356653.1","MIRLET7A3","hsa-let-7a-5p"
"261","AL357055.2","MIRLET7A1","hsa-let-7a-5p"
"262","AL357055.2","MIRLET7A2","hsa-let-7a-5p"
"263","AL357055.2","MIRLET7A3","hsa-let-7a-5p"
"264","AL357137.1","MIRLET7A1","hsa-let-7a-5p"
"265","AL357137.1","MIRLET7A2","hsa-let-7a-5p"
"266","AL357137.1","MIRLET7A3","hsa-let-7a-5p"
"267","AL358472.2","MIRLET7A1","hsa-let-7a-5p"
"268","AL358472.2","MIRLET7A2","hsa-let-7a-5p"
"269","AL358472.2","MIRLET7A3","hsa-let-7a-5p"
"270","AL359263.1","MIRLET7A1","hsa-let-7a-5p"
"271","AL359263.1","MIRLET7A2","hsa-let-7a-5p"
"272","AL359263.1","MIRLET7A3","hsa-let-7a-5p"
"273","AL365440.1","MIRLET7A1","hsa-let-7a-5p"
"274","AL365440.1","MIRLET7A2","hsa-let-7a-5p"
"275","AL365440.1","MIRLET7A3","hsa-let-7a-5p"
"276","AL390728.1","MIRLET7A1","hsa-let-7a-5p"
"277","AL390728.1","MIRLET7A2","hsa-let-7a-5p"
"278","AL390728.1","MIRLET7A3","hsa-let-7a-5p"
"279","AL390728.4","MIRLET7A1","hsa-let-7a-5p"
"280","AL390728.4","MIRLET7A2","hsa-let-7a-5p"
"281","AL390728.4","MIRLET7A3","hsa-let-7a-5p"
"282","AL391416.1","MIRLET7A1","hsa-let-7a-5p"
"283","AL391416.1","MIRLET7A2","hsa-let-7a-5p"
"284","AL391416.1","MIRLET7A3","hsa-let-7a-5p"
"285","AL590226.2","MIRLET7A1","hsa-let-7a-5p"
"286","AL590226.2","MIRLET7A2","hsa-let-7a-5p"
"287","AL590226.2","MIRLET7A3","hsa-let-7a-5p"
"288","AL596266.1","MIRLET7A1","hsa-let-7a-5p"
"289","AL596266.1","MIRLET7A2","hsa-let-7a-5p"
"290","AL596266.1","MIRLET7A3","hsa-let-7a-5p"
"291","ALDOAP2","MIRLET7A1","hsa-let-7a-5p"
"292","ALDOAP2","MIRLET7A2","hsa-let-7a-5p"
"293","ALDOAP2","MIRLET7A3","hsa-let-7a-5p"
"294","AMD1P3","MIRLET7A1","hsa-let-7a-5p"
"295","AMD1P3","MIRLET7A2","hsa-let-7a-5p"
"296","AMD1P3","MIRLET7A3","hsa-let-7a-5p"
"297","AP000766.1","MIRLET7A1","hsa-let-7a-5p"
"298","AP000766.1","MIRLET7A2","hsa-let-7a-5p"
"299","AP000766.1","MIRLET7A3","hsa-let-7a-5p"
"300","AP001372.2","MIRLET7A1","hsa-let-7a-5p"
"301","AP001372.2","MIRLET7A2","hsa-let-7a-5p"
"302","AP001372.2","MIRLET7A3","hsa-let-7a-5p"
"303","AP006296.1","MIRLET7A1","hsa-let-7a-5p"
"304","AP006296.1","MIRLET7A2","hsa-let-7a-5p"
"305","AP006296.1","MIRLET7A3","hsa-let-7a-5p"
"306","ASH2LP3","MIRLET7A1","hsa-let-7a-5p"
"307","ASH2LP3","MIRLET7A2","hsa-let-7a-5p"
"308","ASH2LP3","MIRLET7A3","hsa-let-7a-5p"
"309","ATP5F1BP1","MIRLET7A1","hsa-let-7a-5p"
"310","ATP5F1BP1","MIRLET7A2","hsa-let-7a-5p"
"311","ATP5F1BP1","MIRLET7A3","hsa-let-7a-5p"
"312","BACE1-AS","MIRLET7A1","hsa-let-7a-5p"
"313","BACE1-AS","MIRLET7A2","hsa-let-7a-5p"
"314","BACE1-AS","MIRLET7A3","hsa-let-7a-5p"
"315","BHLHE40-AS1","MIRLET7A1","hsa-let-7a-5p"
"316","BHLHE40-AS1","MIRLET7A2","hsa-let-7a-5p"
"317","BHLHE40-AS1","MIRLET7A3","hsa-let-7a-5p"
"318","BPIFB5P","MIRLET7A1","hsa-let-7a-5p"
"319","BPIFB5P","MIRLET7A2","hsa-let-7a-5p"
"320","BPIFB5P","MIRLET7A3","hsa-let-7a-5p"
"321","BX322650.1","MIRLET7A1","hsa-let-7a-5p"
"322","BX322650.1","MIRLET7A2","hsa-let-7a-5p"
"323","BX322650.1","MIRLET7A3","hsa-let-7a-5p"
"324","BX679664.3","MIRLET7A1","hsa-let-7a-5p"
"325","BX679664.3","MIRLET7A2","hsa-let-7a-5p"
"326","BX679664.3","MIRLET7A3","hsa-let-7a-5p"
"327","C10orf25","MIRLET7A1","hsa-let-7a-5p"
"328","C10orf25","MIRLET7A2","hsa-let-7a-5p"
"329","C10orf25","MIRLET7A3","hsa-let-7a-5p"
"330","C18orf65","MIRLET7A1","hsa-let-7a-5p"
"331","C18orf65","MIRLET7A2","hsa-let-7a-5p"
"332","C18orf65","MIRLET7A3","hsa-let-7a-5p"
"333","CCT6P3","MIRLET7A1","hsa-let-7a-5p"
"334","CCT6P3","MIRLET7A2","hsa-let-7a-5p"
"335","CCT6P3","MIRLET7A3","hsa-let-7a-5p"
"336","CDC27P1","MIRLET7A1","hsa-let-7a-5p"
"337","CDC27P1","MIRLET7A2","hsa-let-7a-5p"
"338","CDC27P1","MIRLET7A3","hsa-let-7a-5p"
"339","CENPBD1P1","MIRLET7A1","hsa-let-7a-5p"
"340","CENPBD1P1","MIRLET7A2","hsa-let-7a-5p"
"341","CENPBD1P1","MIRLET7A3","hsa-let-7a-5p"
"342","CSNK1G2P1","MIRLET7A1","hsa-let-7a-5p"
"343","CSNK1G2P1","MIRLET7A2","hsa-let-7a-5p"
"344","CSNK1G2P1","MIRLET7A3","hsa-let-7a-5p"
"345","CXCR2P1","MIRLET7A1","hsa-let-7a-5p"
"346","CXCR2P1","MIRLET7A2","hsa-let-7a-5p"
"347","CXCR2P1","MIRLET7A3","hsa-let-7a-5p"
"348","CYP4F62P","MIRLET7A1","hsa-let-7a-5p"
"349","CYP4F62P","MIRLET7A2","hsa-let-7a-5p"
"350","CYP4F62P","MIRLET7A3","hsa-let-7a-5p"
"351","DBF4P1","MIRLET7A1","hsa-let-7a-5p"
"352","DBF4P1","MIRLET7A2","hsa-let-7a-5p"
"353","DBF4P1","MIRLET7A3","hsa-let-7a-5p"
"354","DDX39AP1","MIRLET7A1","hsa-let-7a-5p"
"355","DDX39AP1","MIRLET7A2","hsa-let-7a-5p"
"356","DDX39AP1","MIRLET7A3","hsa-let-7a-5p"
"357","DUSP5P1","MIRLET7A1","hsa-let-7a-5p"
"358","DUSP5P1","MIRLET7A2","hsa-let-7a-5p"
"359","DUSP5P1","MIRLET7A3","hsa-let-7a-5p"
"360","EBLN3P","MIRLET7A1","hsa-let-7a-5p"
"361","EBLN3P","MIRLET7A2","hsa-let-7a-5p"
"362","EBLN3P","MIRLET7A3","hsa-let-7a-5p"
"363","EDNRB-AS1","MIRLET7A1","hsa-let-7a-5p"
"364","EDNRB-AS1","MIRLET7A2","hsa-let-7a-5p"
"365","EDNRB-AS1","MIRLET7A3","hsa-let-7a-5p"
"366","EDRF1-AS1","MIRLET7A1","hsa-let-7a-5p"
"367","EDRF1-AS1","MIRLET7A2","hsa-let-7a-5p"
"368","EDRF1-AS1","MIRLET7A3","hsa-let-7a-5p"
"369","EEF1GP1","MIRLET7A1","hsa-let-7a-5p"
"370","EEF1GP1","MIRLET7A2","hsa-let-7a-5p"
"371","EEF1GP1","MIRLET7A3","hsa-let-7a-5p"
"372","EEF1GP8","MIRLET7A1","hsa-let-7a-5p"
"373","EEF1GP8","MIRLET7A2","hsa-let-7a-5p"
"374","EEF1GP8","MIRLET7A3","hsa-let-7a-5p"
"375","EIF1P3","MIRLET7A1","hsa-let-7a-5p"
"376","EIF1P3","MIRLET7A2","hsa-let-7a-5p"
"377","EIF1P3","MIRLET7A3","hsa-let-7a-5p"
"378","EIF4A1P4","MIRLET7A1","hsa-let-7a-5p"
"379","EIF4A1P4","MIRLET7A2","hsa-let-7a-5p"
"380","EIF4A1P4","MIRLET7A3","hsa-let-7a-5p"
"381","EIF4EP5","MIRLET7A1","hsa-let-7a-5p"
"382","EIF4EP5","MIRLET7A2","hsa-let-7a-5p"
"383","EIF4EP5","MIRLET7A3","hsa-let-7a-5p"
"384","GABPB1-AS1","MIRLET7A1","hsa-let-7a-5p"
"385","GABPB1-AS1","MIRLET7A2","hsa-let-7a-5p"
"386","GABPB1-AS1","MIRLET7A3","hsa-let-7a-5p"
"387","GAPDHP16","MIRLET7A1","hsa-let-7a-5p"
"388","GAPDHP16","MIRLET7A2","hsa-let-7a-5p"
"389","GAPDHP16","MIRLET7A3","hsa-let-7a-5p"
"390","GAPDHP38","MIRLET7A1","hsa-let-7a-5p"
"391","GAPDHP38","MIRLET7A2","hsa-let-7a-5p"
"392","GAPDHP38","MIRLET7A3","hsa-let-7a-5p"
"393","GAPDHP40","MIRLET7A1","hsa-let-7a-5p"
"394","GAPDHP40","MIRLET7A2","hsa-let-7a-5p"
"395","GAPDHP40","MIRLET7A3","hsa-let-7a-5p"
"396","GAPDHP46","MIRLET7A1","hsa-let-7a-5p"
"397","GAPDHP46","MIRLET7A2","hsa-let-7a-5p"
"398","GAPDHP46","MIRLET7A3","hsa-let-7a-5p"
"399","GAPDHP61","MIRLET7A1","hsa-let-7a-5p"
"400","GAPDHP61","MIRLET7A2","hsa-let-7a-5p"
"401","GAPDHP61","MIRLET7A3","hsa-let-7a-5p"
"402","GAS5","MIRLET7A1","hsa-let-7a-5p"
"403","GAS5","MIRLET7A2","hsa-let-7a-5p"
"404","GAS5","MIRLET7A3","hsa-let-7a-5p"
"405","GPR79","MIRLET7A1","hsa-let-7a-5p"
"406","GPR79","MIRLET7A2","hsa-let-7a-5p"
"407","GPR79","MIRLET7A3","hsa-let-7a-5p"
"408","H2AFZP3","MIRLET7A1","hsa-let-7a-5p"
"409","H2AFZP3","MIRLET7A2","hsa-let-7a-5p"
"410","H2AFZP3","MIRLET7A3","hsa-let-7a-5p"
"411","HADHAP1","MIRLET7A1","hsa-let-7a-5p"
"412","HADHAP1","MIRLET7A2","hsa-let-7a-5p"
"413","HADHAP1","MIRLET7A3","hsa-let-7a-5p"
"414","HCP5","MIRLET7A1","hsa-let-7a-5p"
"415","HCP5","MIRLET7A2","hsa-let-7a-5p"
"416","HCP5","MIRLET7A3","hsa-let-7a-5p"
"417","HECW1-IT1","MIRLET7A1","hsa-let-7a-5p"
"418","HECW1-IT1","MIRLET7A2","hsa-let-7a-5p"
"419","HECW1-IT1","MIRLET7A3","hsa-let-7a-5p"
"420","HNRNPLP2","MIRLET7A1","hsa-let-7a-5p"
"421","HNRNPLP2","MIRLET7A2","hsa-let-7a-5p"
"422","HNRNPLP2","MIRLET7A3","hsa-let-7a-5p"
"423","HSP90AB2P","MIRLET7A1","hsa-let-7a-5p"
"424","HSP90AB2P","MIRLET7A2","hsa-let-7a-5p"
"425","HSP90AB2P","MIRLET7A3","hsa-let-7a-5p"
"426","HSP90AB3P","MIRLET7A1","hsa-let-7a-5p"
"427","HSP90AB3P","MIRLET7A2","hsa-let-7a-5p"
"428","HSP90AB3P","MIRLET7A3","hsa-let-7a-5p"
"429","HSPA8P1","MIRLET7A1","hsa-let-7a-5p"
"430","HSPA8P1","MIRLET7A2","hsa-let-7a-5p"
"431","HSPA8P1","MIRLET7A3","hsa-let-7a-5p"
"432","HSPA8P5","MIRLET7A1","hsa-let-7a-5p"
