"","lncRNA","miRNA","MIRNA"
"59529","AL162258.2","hsa-miR-665","MIR665"
"59530","DCST1-AS1","hsa-miR-665","MIR665"
"59531","AC234582.1","hsa-miR-665","MIR665"
"59532","AL590666.1","hsa-miR-665","MIR665"
"59533","AL451050.2","hsa-miR-665","MIR665"
"59534","AL162431.2","hsa-miR-665","MIR665"
"59535","BLACAT1","hsa-miR-665","MIR665"
"59536","MIR29B2CHG","hsa-miR-665","MIR665"
"59537","AL360091.1","hsa-miR-665","MIR665"
"59538","AC092803.2","hsa-miR-665","MIR665"
"59539","C1orf143","hsa-miR-665","MIR665"
"59540","AL512328.1","hsa-miR-665","MIR665"
"59541","LINC01250","hsa-miR-665","MIR665"
"59542","RNF144A-AS1","hsa-miR-665","MIR665"
"59543","AC104794.2","hsa-miR-665","MIR665"
"59544","AC012073.1","hsa-miR-665","MIR665"
"59545","DNAJC27-AS1","hsa-miR-665","MIR665"
"59546","LBX2-AS1","hsa-miR-665","MIR665"
"59547","AC005034.3","hsa-miR-665","MIR665"
"59548","STARD7-AS1","hsa-miR-665","MIR665"
"59549","MIR4435-2HG","hsa-miR-665","MIR665"
"59550","PAX8-AS1","hsa-miR-665","MIR665"
"59551","HAGLR","hsa-miR-665","MIR665"
"59552","AC009948.1","hsa-miR-665","MIR665"
"59553","LINC01473","hsa-miR-665","MIR665"
"59554","AC092598.1","hsa-miR-665","MIR665"
"59555","AC005538.2","hsa-miR-665","MIR665"
"59556","AGAP1-IT1","hsa-miR-665","MIR665"
"59557","THUMPD3-AS1","hsa-miR-665","MIR665"
"59558","AC018809.2","hsa-miR-665","MIR665"
"59559","ENTPD3-AS1","hsa-miR-665","MIR665"
"59560","AC104447.1","hsa-miR-665","MIR665"
"59561","PTPRG-AS1","hsa-miR-665","MIR665"
"59562","LINC02027","hsa-miR-665","MIR665"
"59563","MELTF-AS1","hsa-miR-665","MIR665"
"59564","NOP14-AS1","hsa-miR-665","MIR665"
"59565","AC104827.1","hsa-miR-665","MIR665"
"59566","AC099343.3","hsa-miR-665","MIR665"
"59567","EXOC3-AS1","hsa-miR-665","MIR665"
"59568","AC010442.1","hsa-miR-665","MIR665"
"59569","SLC9A3-AS1","hsa-miR-665","MIR665"
"59570","AC025171.1","hsa-miR-665","MIR665"
"59571","AC092354.1","hsa-miR-665","MIR665"
"59572","AC008608.2","hsa-miR-665","MIR665"
"59573","SNHG4","hsa-miR-665","MIR665"
"59574","AC005618.1","hsa-miR-665","MIR665"
"59575","AC106795.2","hsa-miR-665","MIR665"
"59576","AC022413.1","hsa-miR-665","MIR665"
"59577","LINC00847","hsa-miR-665","MIR665"
"59578","AL031123.2","hsa-miR-665","MIR665"
"59579","AL645933.2","hsa-miR-665","MIR665"
"59580","AL512274.1","hsa-miR-665","MIR665"
"59581","TRAM2-AS1","hsa-miR-665","MIR665"
"59582","SOD2-OT1","hsa-miR-665","MIR665"
"59583","PSMG3-AS1","hsa-miR-665","MIR665"
"59584","AC080080.1","hsa-miR-665","MIR665"
"59585","AC005083.1","hsa-miR-665","MIR665"
"59586","LINC00997","hsa-miR-665","MIR665"
"59587","AC017116.1","hsa-miR-665","MIR665"
"59588","SNHG15","hsa-miR-665","MIR665"
"59589","AC118758.3","hsa-miR-665","MIR665"
"59590","LINC00174","hsa-miR-665","MIR665"
"59591","AC073335.2","hsa-miR-665","MIR665"
"59592","STAG3L5P-PVRIG2P-PILRB","hsa-miR-665","MIR665"
"59593","AC069281.2","hsa-miR-665","MIR665"
"59594","AC000123.3","hsa-miR-665","MIR665"
"59595","SND1-IT1","hsa-miR-665","MIR665"
"59596","MCPH1-AS1","hsa-miR-665","MIR665"
"59597","AP006248.5","hsa-miR-665","MIR665"
"59598","AC055854.1","hsa-miR-665","MIR665"
"59599","EXTL3-AS1","hsa-miR-665","MIR665"
"59600","INTS9-AS1","hsa-miR-665","MIR665"
"59601","AC067817.1","hsa-miR-665","MIR665"
"59602","AC010834.3","hsa-miR-665","MIR665"
"59603","AC027031.2","hsa-miR-665","MIR665"
"59604","AC107375.1","hsa-miR-665","MIR665"
"59605","RHPN1-AS1","hsa-miR-665","MIR665"
"59606","AC105219.1","hsa-miR-665","MIR665"
"59607","VLDLR-AS1","hsa-miR-665","MIR665"
"59608","EBLN3P","hsa-miR-665","MIR665"
"59609","MIR600HG","hsa-miR-665","MIR665"
"59610","LINC00963","hsa-miR-665","MIR665"
"59611","CCDC183-AS1","hsa-miR-665","MIR665"
"59612","AL355987.4","hsa-miR-665","MIR665"
"59613","AL157392.3","hsa-miR-665","MIR665"
"59614","AL353801.3","hsa-miR-665","MIR665"
"59615","AC022532.1","hsa-miR-665","MIR665"
"59616","ZSWIM8-AS1","hsa-miR-665","MIR665"
"59617","ENTPD1-AS1","hsa-miR-665","MIR665"
"59618","RPARP-AS1","hsa-miR-665","MIR665"
"59619","PDCD4-AS1","hsa-miR-665","MIR665"
"59620","AL157832.1","hsa-miR-665","MIR665"
"59621","AP006621.5","hsa-miR-665","MIR665"
"59622","LINC01219","hsa-miR-665","MIR665"
"59623","KCNQ1OT1","hsa-miR-665","MIR665"
"59624","AC124301.1","hsa-miR-665","MIR665"
"59625","AP000437.1","hsa-miR-665","MIR665"
"59626","NEAT1","hsa-miR-665","MIR665"
"59627","MALAT1","hsa-miR-665","MIR665"
"59628","SSSCA1-AS1","hsa-miR-665","MIR665"
"59629","AP001107.6","hsa-miR-665","MIR665"
"59630","AP001157.1","hsa-miR-665","MIR665"
"59631","AP002761.3","hsa-miR-665","MIR665"
"59632","CD27-AS1","hsa-miR-665","MIR665"
"59633","AC006511.3","hsa-miR-665","MIR665"
"59634","AC023157.3","hsa-miR-665","MIR665"
"59635","AC026356.1","hsa-miR-665","MIR665"
"59636","AC008124.1","hsa-miR-665","MIR665"
"59637","AC068888.1","hsa-miR-665","MIR665"
"59638","AC023509.1","hsa-miR-665","MIR665"
"59639","AC025569.1","hsa-miR-665","MIR665"
"59640","AC130895.1","hsa-miR-665","MIR665"
"59641","LINC01089","hsa-miR-665","MIR665"
"59642","AC027290.2","hsa-miR-665","MIR665"
"59643","AC026362.1","hsa-miR-665","MIR665"
"59644","LINC00943","hsa-miR-665","MIR665"
"59645","AC079949.1","hsa-miR-665","MIR665"
"59646","AC131212.2","hsa-miR-665","MIR665"
"59647","LINC00462","hsa-miR-665","MIR665"
"59648","AL137060.1","hsa-miR-665","MIR665"
"59649","DLEU1","hsa-miR-665","MIR665"
"59650","LINC00346","hsa-miR-665","MIR665"
"59651","ZFHX2-AS1","hsa-miR-665","MIR665"
"59652","LINC02321","hsa-miR-665","MIR665"
"59653","TCL6","hsa-miR-665","MIR665"
"59654","MEG3","hsa-miR-665","MIR665"
"59655","AL049840.5","hsa-miR-665","MIR665"
"59656","AC087481.3","hsa-miR-665","MIR665"
"59657","OIP5-AS1","hsa-miR-665","MIR665"
"59658","AC103740.1","hsa-miR-665","MIR665"
"59659","USP3-AS1","hsa-miR-665","MIR665"
"59660","AC055855.1","hsa-miR-665","MIR665"
"59661","TMEM202-AS1","hsa-miR-665","MIR665"
"59662","AC105020.1","hsa-miR-665","MIR665"
"59663","Z98883.1","hsa-miR-665","MIR665"
"59664","AC012676.3","hsa-miR-665","MIR665"
"59665","AC009135.2","hsa-miR-665","MIR665"
"59666","AC022167.2","hsa-miR-665","MIR665"
"59667","AC008741.2","hsa-miR-665","MIR665"
"59668","AC109460.3","hsa-miR-665","MIR665"
"59669","SLX1B-SULT1A4","hsa-miR-665","MIR665"
"59670","AC012645.1","hsa-miR-665","MIR665"
"59671","SLX1A-SULT1A3","hsa-miR-665","MIR665"
"59672","FBXL19-AS1","hsa-miR-665","MIR665"
"59673","AC007906.1","hsa-miR-665","MIR665"
"59674","AC007342.1","hsa-miR-665","MIR665"
"59675","CRNDE","hsa-miR-665","MIR665"
"59676","AC009118.2","hsa-miR-665","MIR665"
"59677","AC020978.5","hsa-miR-665","MIR665"
"59678","AC009022.1","hsa-miR-665","MIR665"
"59679","LINC01572","hsa-miR-665","MIR665"
"59680","AC027279.4","hsa-miR-665","MIR665"
"59681","AC010531.4","hsa-miR-665","MIR665"
"59682","SNAI3-AS1","hsa-miR-665","MIR665"
"59683","AC092384.3","hsa-miR-665","MIR665"
"59684","AC135782.3","hsa-miR-665","MIR665"
"59685","AC040977.1","hsa-miR-665","MIR665"
"59686","ALOX12-AS1","hsa-miR-665","MIR665"
"59687","MIR497HG","hsa-miR-665","MIR665"
"59688","AC104581.4","hsa-miR-665","MIR665"
"59689","LRRC75A-AS1","hsa-miR-665","MIR665"
"59690","RP1-178F10.3","hsa-miR-665","MIR665"
"59691","AC116407.4","hsa-miR-665","MIR665"
"59692","AC073508.3","hsa-miR-665","MIR665"
"59693","AC067852.1","hsa-miR-665","MIR665"
"59694","AC067852.2","hsa-miR-665","MIR665"
"59695","LINC00910","hsa-miR-665","MIR665"
"59696","AC018521.1","hsa-miR-665","MIR665"
"59697","AC015883.1","hsa-miR-665","MIR665"
"59698","C17orf82","hsa-miR-665","MIR665"
"59699","ARHGAP27P1-BPTFP1-KPNA2P3","hsa-miR-665","MIR665"
"59700","AC079331.1","hsa-miR-665","MIR665"
"59701","AC011933.2","hsa-miR-665","MIR665"
"59702","SNHG16","hsa-miR-665","MIR665"
"59703","AC111170.2","hsa-miR-665","MIR665"
"59704","AC087741.1","hsa-miR-665","MIR665"
"59705","AC011815.1","hsa-miR-665","MIR665"
"59706","LINC01630","hsa-miR-665","MIR665"
"59707","PARD6G-AS1","hsa-miR-665","MIR665"
"59708","AC011511.5","hsa-miR-665","MIR665"
"59709","AC022098.1","hsa-miR-665","MIR665"
"59710","LINC01764","hsa-miR-665","MIR665"
"59711","UCA1","hsa-miR-665","MIR665"
"59712","AC011447.3","hsa-miR-665","MIR665"
"59713","AC010636.2","hsa-miR-665","MIR665"
"59714","LINC00664","hsa-miR-665","MIR665"
"59715","AC092329.4","hsa-miR-665","MIR665"
"59716","AC005394.2","hsa-miR-665","MIR665"
"59717","AC010504.1","hsa-miR-665","MIR665"
"59718","LINC00665","hsa-miR-665","MIR665"
"59719","LINC01535","hsa-miR-665","MIR665"
"59720","AC011479.3","hsa-miR-665","MIR665"
"59721","AC118344.2","hsa-miR-665","MIR665"
"59722","AC010271.1","hsa-miR-665","MIR665"
"59723","AC243964.3","hsa-miR-665","MIR665"
"59724","AC010327.5","hsa-miR-665","MIR665"
"59725","AC012313.3","hsa-miR-665","MIR665"
"59726","AC012313.1","hsa-miR-665","MIR665"
"59727","MZF1-AS1","hsa-miR-665","MIR665"
"59728","ZNF337-AS1","hsa-miR-665","MIR665"
"59729","SNHG11","hsa-miR-665","MIR665"
"59730","LINC01270","hsa-miR-665","MIR665"
"59731","GNAS-AS1","hsa-miR-665","MIR665"
"59732","AL121832.3","hsa-miR-665","MIR665"
"59733","LINC01749","hsa-miR-665","MIR665"
"59734","AL118506.1","hsa-miR-665","MIR665"
"59735","URB1-AS1","hsa-miR-665","MIR665"
"59736","TSPEAR-AS2","hsa-miR-665","MIR665"
"59737","LINC00205","hsa-miR-665","MIR665"
"59738","AC004019.18","hsa-miR-665","MIR665"
"59739","DGCR11","hsa-miR-665","MIR665"
"59740","AC002470.2","hsa-miR-665","MIR665"
"59741","AC002472.1","hsa-miR-665","MIR665"
"59742","AC245452.1","hsa-miR-665","MIR665"
"59743","GUSBP11","hsa-miR-665","MIR665"
"59744","AP000347.2","hsa-miR-665","MIR665"
"59745","ADORA2A-AS1","hsa-miR-665","MIR665"
"59746","MIAT","hsa-miR-665","MIR665"
"59747","AL022311.1","hsa-miR-665","MIR665"
"59748","OGFRP1","hsa-miR-665","MIR665"
"59749","MIRLET7BHG","hsa-miR-665","MIR665"
"59750","AC232271.1","hsa-miR-665","MIR665"
"59751","LINC01278","hsa-miR-665","MIR665"
"59752","XIST","hsa-miR-665","MIR665"
"59753","FTX","hsa-miR-665","MIR665"
"59754","LINC00630","hsa-miR-665","MIR665"
"59755","DANT2","hsa-miR-665","MIR665"
"59756","AC004835.1","hsa-miR-665","MIR665"
"59757","AC004000.1","hsa-miR-665","MIR665"
"59758","FIRRE","hsa-miR-665","MIR665"
"59759","LINC00893","hsa-miR-665","MIR665"
"59760","AL645608.3","hsa-miR-668-3p","MIR668"
"59761","SNHG3","hsa-miR-668-3p","MIR668"
"59762","SNHG12","hsa-miR-668-3p","MIR668"
"59763","AL365440.2","hsa-miR-668-3p","MIR668"
"59764","DNAJC27-AS1","hsa-miR-668-3p","MIR668"
"59765","TTN-AS1","hsa-miR-668-3p","MIR668"
"59766","AC010148.1","hsa-miR-668-3p","MIR668"
"59767","CAPN10-AS1","hsa-miR-668-3p","MIR668"
"59768","GHRLOS","hsa-miR-668-3p","MIR668"
"59769","AC080013.1","hsa-miR-668-3p","MIR668"
"59770","AC016949.1","hsa-miR-668-3p","MIR668"
"59771","AC005915.1","hsa-miR-668-3p","MIR668"
"59772","TRPC7-AS2","hsa-miR-668-3p","MIR668"
"59773","AL662795.1","hsa-miR-668-3p","MIR668"
"59774","AL662844.4","hsa-miR-668-3p","MIR668"
"59775","AC005537.1","hsa-miR-668-3p","MIR668"
"59776","AC074183.1","hsa-miR-668-3p","MIR668"
"59777","AC074183.2","hsa-miR-668-3p","MIR668"
"59778","AC087623.3","hsa-miR-668-3p","MIR668"
"59779","PVT1","hsa-miR-668-3p","MIR668"
"59780","AC105219.1","hsa-miR-668-3p","MIR668"
"59781","AL158206.1","hsa-miR-668-3p","MIR668"
"59782","EBLN3P","hsa-miR-668-3p","MIR668"
"59783","AL356481.1","hsa-miR-668-3p","MIR668"
"59784","SNHG7","hsa-miR-668-3p","MIR668"
"59785","KCNQ1OT1","hsa-miR-668-3p","MIR668"
"59786","AP003559.1","hsa-miR-668-3p","MIR668"
"59787","NEAT1","hsa-miR-668-3p","MIR668"
"59788","AC125807.2","hsa-miR-668-3p","MIR668"
"59789","AC010186.3","hsa-miR-668-3p","MIR668"
"59790","AC012531.2","hsa-miR-668-3p","MIR668"
"59791","PSMA3-AS1","hsa-miR-668-3p","MIR668"
"59792","AL359220.1","hsa-miR-668-3p","MIR668"
"59793","MEG3","hsa-miR-668-3p","MIR668"
"59794","AC116913.1","hsa-miR-668-3p","MIR668"
"59795","AC105339.2","hsa-miR-668-3p","MIR668"
"59796","AC002310.1","hsa-miR-668-3p","MIR668"
"59797","MIR762HG","hsa-miR-668-3p","MIR668"
"59798","AC135048.1","hsa-miR-668-3p","MIR668"
"59799","AC010536.2","hsa-miR-668-3p","MIR668"
"59800","RP1-178F10.3","hsa-miR-668-3p","MIR668"
"59801","AC006449.6","hsa-miR-668-3p","MIR668"
"59802","MAPT-IT1","hsa-miR-668-3p","MIR668"
"59803","AC018521.1","hsa-miR-668-3p","MIR668"
"59804","TSPOAP1-AS1","hsa-miR-668-3p","MIR668"
"59805","AP005131.7","hsa-miR-668-3p","MIR668"
"59806","AC092329.4","hsa-miR-668-3p","MIR668"
"59807","AC092279.2","hsa-miR-668-3p","MIR668"
"59808","NORAD","hsa-miR-668-3p","MIR668"
"59809","AL118516.1","hsa-miR-668-3p","MIR668"
"59810","FTX","hsa-miR-668-3p","MIR668"
"59811","AL645608.1","hsa-miR-670-3p","MIR670"
"59812","AC243836.1","hsa-miR-670-3p","MIR670"
"59813","AL139286.2","hsa-miR-670-3p","MIR670"
"59814","LAMTOR5-AS1","hsa-miR-670-3p","MIR670"
"59815","AL390195.1","hsa-miR-670-3p","MIR670"
"59816","RP6-42F4.1","hsa-miR-670-3p","MIR670"
"59817","AL121985.1","hsa-miR-670-3p","MIR670"
"59818","AL359265.3","hsa-miR-670-3p","MIR670"
"59819","AL078644.2","hsa-miR-670-3p","MIR670"
"59820","LINC01641","hsa-miR-670-3p","MIR670"
"59821","AL359924.1","hsa-miR-670-3p","MIR670"
"59822","AC013460.1","hsa-miR-670-3p","MIR670"
"59823","AC008073.2","hsa-miR-670-3p","MIR670"
"59824","AC016907.2","hsa-miR-670-3p","MIR670"
"59825","AC073283.2","hsa-miR-670-3p","MIR670"
"59826","PCBP1-AS1","hsa-miR-670-3p","MIR670"
"59827","AC005034.3","hsa-miR-670-3p","MIR670"
"59828","STARD7-AS1","hsa-miR-670-3p","MIR670"
"59829","AC159540.1","hsa-miR-670-3p","MIR670"
"59830","FGD5-AS1","hsa-miR-670-3p","MIR670"
"59831","SH3BP5-AS1","hsa-miR-670-3p","MIR670"
"59832","AC099329.1","hsa-miR-670-3p","MIR670"
"59833","AC098649.1","hsa-miR-670-3p","MIR670"
"59834","PTPRG-AS1","hsa-miR-670-3p","MIR670"
"59835","AC104162.2","hsa-miR-670-3p","MIR670"
"59836","LINC02035","hsa-miR-670-3p","MIR670"
"59837","AC097103.2","hsa-miR-670-3p","MIR670"
"59838","LPP-AS2","hsa-miR-670-3p","MIR670"
"59839","UGDH-AS1","hsa-miR-670-3p","MIR670"
"59840","AC108516.2","hsa-miR-670-3p","MIR670"
"59841","AC097478.1","hsa-miR-670-3p","MIR670"
"59842","AC097376.2","hsa-miR-670-3p","MIR670"
"59843","AC092611.3","hsa-miR-670-3p","MIR670"
"59844","AC010442.1","hsa-miR-670-3p","MIR670"
"59845","SLC9A3-AS1","hsa-miR-670-3p","MIR670"
"59846","AC093297.2","hsa-miR-670-3p","MIR670"
"59847","TMEM161B-AS1","hsa-miR-670-3p","MIR670"
"59848","RGMB-AS1","hsa-miR-670-3p","MIR670"
"59849","MIR3936HG","hsa-miR-670-3p","MIR670"
"59850","AC021078.1","hsa-miR-670-3p","MIR670"
"59851","HCG18","hsa-miR-670-3p","MIR670"
"59852","TRAM2-AS1","hsa-miR-670-3p","MIR670"
"59853","AL049555.1","hsa-miR-670-3p","MIR670"
"59854","SNHG5","hsa-miR-670-3p","MIR670"
"59855","AL080317.1","hsa-miR-670-3p","MIR670"
"59856","AL390955.2","hsa-miR-670-3p","MIR670"
"59857","AC073957.2","hsa-miR-670-3p","MIR670"
"59858","PSMG3-AS1","hsa-miR-670-3p","MIR670"
"59859","AC005154.1","hsa-miR-670-3p","MIR670"
"59860","AC018647.2","hsa-miR-670-3p","MIR670"
"59861","AC006330.1","hsa-miR-670-3p","MIR670"
"59862","CYP51A1-AS1","hsa-miR-670-3p","MIR670"
"59863","AC079781.5","hsa-miR-670-3p","MIR670"
"59864","KMT2E-AS1","hsa-miR-670-3p","MIR670"
"59865","AC019155.3","hsa-miR-670-3p","MIR670"
"59866","SND1-IT1","hsa-miR-670-3p","MIR670"
"59867","RBPMS-AS1","hsa-miR-670-3p","MIR670"
"59868","AC087623.3","hsa-miR-670-3p","MIR670"
"59869","AL390726.3","hsa-miR-670-3p","MIR670"
"59870","AL390726.4","hsa-miR-670-3p","MIR670"
"59871","GAS1RR","hsa-miR-670-3p","MIR670"
"59872","AL356481.1","hsa-miR-670-3p","MIR670"
"59873","C9orf106","hsa-miR-670-3p","MIR670"
"59874","AL354796.1","hsa-miR-670-3p","MIR670"
"59875","PPP1R26-AS1","hsa-miR-670-3p","MIR670"
"59876","PRKCQ-AS1","hsa-miR-670-3p","MIR670"
"59877","LINC01468","hsa-miR-670-3p","MIR670"
"59878","ZSWIM8-AS1","hsa-miR-670-3p","MIR670"
"59879","OLMALINC","hsa-miR-670-3p","MIR670"
"59880","AL391988.1","hsa-miR-670-3p","MIR670"
"59881","KCNQ1OT1","hsa-miR-670-3p","MIR670"
"59882","AP002358.1","hsa-miR-670-3p","MIR670"
"59883","SNHG1","hsa-miR-670-3p","MIR670"
"59884","AP001453.4","hsa-miR-670-3p","MIR670"
"59885","NEAT1","hsa-miR-670-3p","MIR670"
"59886","MALAT1","hsa-miR-670-3p","MIR670"
"59887","AP000439.3","hsa-miR-670-3p","MIR670"
"59888","LINC01537","hsa-miR-670-3p","MIR670"
"59889","AP000873.2","hsa-miR-670-3p","MIR670"
"59890","PGR-AS1","hsa-miR-670-3p","MIR670"
"59891","AP001993.1","hsa-miR-670-3p","MIR670"
"59892","AC005911.1","hsa-miR-670-3p","MIR670"
"59893","FAM66C","hsa-miR-670-3p","MIR670"
"59894","AC010186.3","hsa-miR-670-3p","MIR670"
"59895","GPRC5D-AS1","hsa-miR-670-3p","MIR670"
"59896","AC026356.1","hsa-miR-670-3p","MIR670"
"59897","TMPO-AS1","hsa-miR-670-3p","MIR670"
"59898","AC079174.2","hsa-miR-670-3p","MIR670"
"59899","AC083806.3","hsa-miR-670-3p","MIR670"
"59900","AC125616.1","hsa-miR-670-3p","MIR670"
"59901","AC027290.2","hsa-miR-670-3p","MIR670"
"59902","AC073857.1","hsa-miR-670-3p","MIR670"
"59903","AC122688.3","hsa-miR-670-3p","MIR670"
"59904","LINC00943","hsa-miR-670-3p","MIR670"
"59905","AL158066.1","hsa-miR-670-3p","MIR670"
"59906","AL137058.2","hsa-miR-670-3p","MIR670"
"59907","ZFHX2-AS1","hsa-miR-670-3p","MIR670"
"59908","SLC25A21-AS1","hsa-miR-670-3p","MIR670"
"59909","AL133453.1","hsa-miR-670-3p","MIR670"
"59910","AL365295.1","hsa-miR-670-3p","MIR670"
"59911","PSMA3-AS1","hsa-miR-670-3p","MIR670"
"59912","AL161756.1","hsa-miR-670-3p","MIR670"
"59913","AL442663.3","hsa-miR-670-3p","MIR670"
"59914","AC005520.2","hsa-miR-670-3p","MIR670"
"59915","LINC02288","hsa-miR-670-3p","MIR670"
"59916","OIP5-AS1","hsa-miR-670-3p","MIR670"
"59917","GABPB1-AS1","hsa-miR-670-3p","MIR670"
"59918","AC090517.2","hsa-miR-670-3p","MIR670"
"59919","IQCH-AS1","hsa-miR-670-3p","MIR670"
"59920","LINC01578","hsa-miR-670-3p","MIR670"
"59921","AC036108.3","hsa-miR-670-3p","MIR670"
"59922","AL023881.1","hsa-miR-670-3p","MIR670"
"59923","AC009065.4","hsa-miR-670-3p","MIR670"
"59924","AC109597.2","hsa-miR-670-3p","MIR670"
"59925","AC120114.2","hsa-miR-670-3p","MIR670"
"59926","AC015799.1","hsa-miR-670-3p","MIR670"
"59927","AC016876.2","hsa-miR-670-3p","MIR670"
"59928","AC015922.4","hsa-miR-670-3p","MIR670"
"59929","AC233702.9","hsa-miR-670-3p","MIR670"
"59930","ASB16-AS1","hsa-miR-670-3p","MIR670"
"59931","AC005921.3","hsa-miR-670-3p","MIR670"
"59932","AC015813.1","hsa-miR-670-3p","MIR670"
"59933","ARHGAP27P1-BPTFP1-KPNA2P3","hsa-miR-670-3p","MIR670"
"59934","AC011933.3","hsa-miR-670-3p","MIR670"
"59935","SNHG16","hsa-miR-670-3p","MIR670"
"59936","BAIAP2-AS1","hsa-miR-670-3p","MIR670"
"59937","DLGAP1-AS1","hsa-miR-670-3p","MIR670"
"59938","AC110597.1","hsa-miR-670-3p","MIR670"
"59939","AC011095.1","hsa-miR-670-3p","MIR670"
"59940","AC006504.5","hsa-miR-670-3p","MIR670"
"59941","TMEM147-AS1","hsa-miR-670-3p","MIR670"
"59942","AC011468.1","hsa-miR-670-3p","MIR670"
"59943","AC010328.3","hsa-miR-670-3p","MIR670"
"59944","AC010327.5","hsa-miR-670-3p","MIR670"
"59945","AL118506.1","hsa-miR-670-3p","MIR670"
"59946","AF254983.1","hsa-miR-670-3p","MIR670"
"59947","CBR3-AS1","hsa-miR-670-3p","MIR670"
"59948","LINC01678","hsa-miR-670-3p","MIR670"
"59949","MCM3AP-AS1","hsa-miR-670-3p","MIR670"
"59950","LINC01311","hsa-miR-670-3p","MIR670"
"59951","GUSBP11","hsa-miR-670-3p","MIR670"
"59952","TTC28-AS1","hsa-miR-670-3p","MIR670"
"59953","TUG1","hsa-miR-670-3p","MIR670"
"59954","NUP50-AS1","hsa-miR-670-3p","MIR670"
"59955","XIST","hsa-miR-670-3p","MIR670"
"59956","LINC00894","hsa-miR-670-3p","MIR670"
"59957","LINC01128","hsa-miR-670-5p","MIR670"
"59958","LINC01783","hsa-miR-670-5p","MIR670"
"59959","BX284668.2","hsa-miR-670-5p","MIR670"
"59960","AL513497.1","hsa-miR-670-5p","MIR670"
"59961","AC239804.1","hsa-miR-670-5p","MIR670"
"59962","AL358472.2","hsa-miR-670-5p","MIR670"
"59963","AL590666.2","hsa-miR-670-5p","MIR670"
"59964","AL121985.1","hsa-miR-670-5p","MIR670"
"59965","MIR29B2CHG","hsa-miR-670-5p","MIR670"
"59966","AL359924.1","hsa-miR-670-5p","MIR670"
"59967","AC114810.1","hsa-miR-670-5p","MIR670"
"59968","AC016907.2","hsa-miR-670-5p","MIR670"
"59969","CYP1B1-AS1","hsa-miR-670-5p","MIR670"
"59970","PCBP1-AS1","hsa-miR-670-5p","MIR670"
"59971","AC007881.3","hsa-miR-670-5p","MIR670"
"59972","AC005034.3","hsa-miR-670-5p","MIR670"
"59973","CYTOR","hsa-miR-670-5p","MIR670"
"59974","TBC1D8-AS1","hsa-miR-670-5p","MIR670"
"59975","MIR4435-2HG","hsa-miR-670-5p","MIR670"
"59976","LINC02478","hsa-miR-670-5p","MIR670"
"59977","KLF7-IT1","hsa-miR-670-5p","MIR670"
"59978","SH3BP5-AS1","hsa-miR-670-5p","MIR670"
"59979","ACVR2B-AS1","hsa-miR-670-5p","MIR670"
"59980","AC099329.1","hsa-miR-670-5p","MIR670"
"59981","AC006058.1","hsa-miR-670-5p","MIR670"
"59982","FOXP1-IT1","hsa-miR-670-5p","MIR670"
"59983","DUBR","hsa-miR-670-5p","MIR670"
"59984","GATA2-AS1","hsa-miR-670-5p","MIR670"
"59985","AC096992.2","hsa-miR-670-5p","MIR670"
"59986","NCK1-AS1","hsa-miR-670-5p","MIR670"
"59987","NOP14-AS1","hsa-miR-670-5p","MIR670"
"59988","AC113615.1","hsa-miR-670-5p","MIR670"
"59989","AC092611.3","hsa-miR-670-5p","MIR670"
"59990","AC107214.1","hsa-miR-670-5p","MIR670"
"59991","AC025171.1","hsa-miR-670-5p","MIR670"
"59992","NNT-AS1","hsa-miR-670-5p","MIR670"
"59993","AC022107.1","hsa-miR-670-5p","MIR670"
"59994","AC010245.2","hsa-miR-670-5p","MIR670"
"59995","TRPC7-AS2","hsa-miR-670-5p","MIR670"
"59996","AC106795.2","hsa-miR-670-5p","MIR670"
"59997","AL136309.2","hsa-miR-670-5p","MIR670"
"59998","HCG18","hsa-miR-670-5p","MIR670"
"59999","AL133338.1","hsa-miR-670-5p","MIR670"
"60000","AC073957.2","hsa-miR-670-5p","MIR670"
"60001","AC005532.1","hsa-miR-670-5p","MIR670"
"60002","STAG3L5P-PVRIG2P-PILRB","hsa-miR-670-5p","MIR670"
"60003","AC144652.1","hsa-miR-670-5p","MIR670"
"60004","AC100810.1","hsa-miR-670-5p","MIR670"
"60005","AC040970.1","hsa-miR-670-5p","MIR670"
"60006","AL162231.2","hsa-miR-670-5p","MIR670"
"60007","FAM27C","hsa-miR-670-5p","MIR670"
"60008","AL138756.1","hsa-miR-670-5p","MIR670"
"60009","MIR600HG","hsa-miR-670-5p","MIR670"
"60010","AL356481.1","hsa-miR-670-5p","MIR670"
"60011","CCDC183-AS1","hsa-miR-670-5p","MIR670"
"60012","AL157392.3","hsa-miR-670-5p","MIR670"
"60013","ZSWIM8-AS1","hsa-miR-670-5p","MIR670"
"60014","LINC01164","hsa-miR-670-5p","MIR670"
"60015","KCNQ1OT1","hsa-miR-670-5p","MIR670"
"60016","SBF2-AS1","hsa-miR-670-5p","MIR670"
"60017","MIR194-2HG","hsa-miR-670-5p","MIR670"
"60018","NEAT1","hsa-miR-670-5p","MIR670"
"60019","AP000769.2","hsa-miR-670-5p","MIR670"
"60020","MALAT1","hsa-miR-670-5p","MIR670"
"60021","AP002748.3","hsa-miR-670-5p","MIR670"
"60022","AP003096.1","hsa-miR-670-5p","MIR670"
"60023","AP002761.3","hsa-miR-670-5p","MIR670"
