"","lncRNA","miRNA","MIRNA"
"1","ZNF436-AS1","hsa-let-7a-5p","MIRLET7A1"
"2","ZNF436-AS1","hsa-let-7a-5p","MIRLET7A2"
"3","ZNF436-AS1","hsa-let-7a-5p","MIRLET7A3"
"4","SNHG12","hsa-let-7a-5p","MIRLET7A1"
"5","SNHG12","hsa-let-7a-5p","MIRLET7A2"
"6","SNHG12","hsa-let-7a-5p","MIRLET7A3"
"7","AL050341.2","hsa-let-7a-5p","MIRLET7A1"
"8","AL050341.2","hsa-let-7a-5p","MIRLET7A2"
"9","AL050341.2","hsa-let-7a-5p","MIRLET7A3"
"10","AL360270.2","hsa-let-7a-5p","MIRLET7A1"
"11","AL360270.2","hsa-let-7a-5p","MIRLET7A2"
"12","AL360270.2","hsa-let-7a-5p","MIRLET7A3"
"13","AC239868.1","hsa-let-7a-5p","MIRLET7A1"
"14","AC239868.1","hsa-let-7a-5p","MIRLET7A2"
"15","AC239868.1","hsa-let-7a-5p","MIRLET7A3"
"16","AC234582.1","hsa-let-7a-5p","MIRLET7A1"
"17","AC234582.1","hsa-let-7a-5p","MIRLET7A2"
"18","AC234582.1","hsa-let-7a-5p","MIRLET7A3"
"19","AL590666.2","hsa-let-7a-5p","MIRLET7A1"
"20","AL590666.2","hsa-let-7a-5p","MIRLET7A2"
"21","AL590666.2","hsa-let-7a-5p","MIRLET7A3"
"22","MIR29B2CHG","hsa-let-7a-5p","MIRLET7A1"
"23","MIR29B2CHG","hsa-let-7a-5p","MIRLET7A2"
"24","MIR29B2CHG","hsa-let-7a-5p","MIRLET7A3"
"25","AL359924.1","hsa-let-7a-5p","MIRLET7A1"
"26","AL359924.1","hsa-let-7a-5p","MIRLET7A2"
"27","AL359924.1","hsa-let-7a-5p","MIRLET7A3"
"28","AC074117.1","hsa-let-7a-5p","MIRLET7A1"
"29","AC074117.1","hsa-let-7a-5p","MIRLET7A2"
"30","AC074117.1","hsa-let-7a-5p","MIRLET7A3"
"31","LINC01806","hsa-let-7a-5p","MIRLET7A1"
"32","LINC01806","hsa-let-7a-5p","MIRLET7A2"
"33","LINC01806","hsa-let-7a-5p","MIRLET7A3"
"34","AC105760.2","hsa-let-7a-5p","MIRLET7A1"
"35","AC105760.2","hsa-let-7a-5p","MIRLET7A2"
"36","AC105760.2","hsa-let-7a-5p","MIRLET7A3"
"37","LMCD1-AS1","hsa-let-7a-5p","MIRLET7A1"
"38","LMCD1-AS1","hsa-let-7a-5p","MIRLET7A2"
"39","LMCD1-AS1","hsa-let-7a-5p","MIRLET7A3"
"40","AC124045.1","hsa-let-7a-5p","MIRLET7A1"
"41","AC124045.1","hsa-let-7a-5p","MIRLET7A2"
"42","AC124045.1","hsa-let-7a-5p","MIRLET7A3"
"43","CCDC37-AS1","hsa-let-7a-5p","MIRLET7A1"
"44","CCDC37-AS1","hsa-let-7a-5p","MIRLET7A2"
"45","CCDC37-AS1","hsa-let-7a-5p","MIRLET7A3"
"46","AC097103.2","hsa-let-7a-5p","MIRLET7A1"
"47","AC097103.2","hsa-let-7a-5p","MIRLET7A2"
"48","AC097103.2","hsa-let-7a-5p","MIRLET7A3"
"49","MUC20-OT1","hsa-let-7a-5p","MIRLET7A1"
"50","MUC20-OT1","hsa-let-7a-5p","MIRLET7A2"
"51","MUC20-OT1","hsa-let-7a-5p","MIRLET7A3"
"52","LINC00885","hsa-let-7a-5p","MIRLET7A1"
"53","LINC00885","hsa-let-7a-5p","MIRLET7A2"
"54","LINC00885","hsa-let-7a-5p","MIRLET7A3"
"55","LINC02432","hsa-let-7a-5p","MIRLET7A1"
"56","LINC02432","hsa-let-7a-5p","MIRLET7A2"
"57","LINC02432","hsa-let-7a-5p","MIRLET7A3"
"58","AC093908.1","hsa-let-7a-5p","MIRLET7A1"
"59","AC093908.1","hsa-let-7a-5p","MIRLET7A2"
"60","AC093908.1","hsa-let-7a-5p","MIRLET7A3"
"61","SLC9A3-AS1","hsa-let-7a-5p","MIRLET7A1"
"62","SLC9A3-AS1","hsa-let-7a-5p","MIRLET7A2"
"63","SLC9A3-AS1","hsa-let-7a-5p","MIRLET7A3"
"64","LINC02242","hsa-let-7a-5p","MIRLET7A1"
"65","LINC02242","hsa-let-7a-5p","MIRLET7A2"
"66","LINC02242","hsa-let-7a-5p","MIRLET7A3"
"67","SNHG4","hsa-let-7a-5p","MIRLET7A1"
"68","SNHG4","hsa-let-7a-5p","MIRLET7A2"
"69","SNHG4","hsa-let-7a-5p","MIRLET7A3"
"70","CARMN","hsa-let-7a-5p","MIRLET7A1"
"71","CARMN","hsa-let-7a-5p","MIRLET7A2"
"72","CARMN","hsa-let-7a-5p","MIRLET7A3"
"73","HEIH","hsa-let-7a-5p","MIRLET7A1"
"74","HEIH","hsa-let-7a-5p","MIRLET7A2"
"75","HEIH","hsa-let-7a-5p","MIRLET7A3"
"76","AC138035.1","hsa-let-7a-5p","MIRLET7A1"
"77","AC138035.1","hsa-let-7a-5p","MIRLET7A2"
"78","AC138035.1","hsa-let-7a-5p","MIRLET7A3"
"79","AL024498.1","hsa-let-7a-5p","MIRLET7A1"
"80","AL024498.1","hsa-let-7a-5p","MIRLET7A2"
"81","AL024498.1","hsa-let-7a-5p","MIRLET7A3"
"82","HCG18","hsa-let-7a-5p","MIRLET7A1"
"83","HCG18","hsa-let-7a-5p","MIRLET7A2"
"84","HCG18","hsa-let-7a-5p","MIRLET7A3"
"85","IER3-AS1","hsa-let-7a-5p","MIRLET7A1"
"86","IER3-AS1","hsa-let-7a-5p","MIRLET7A2"
"87","IER3-AS1","hsa-let-7a-5p","MIRLET7A3"
"88","AC080080.1","hsa-let-7a-5p","MIRLET7A1"
"89","AC080080.1","hsa-let-7a-5p","MIRLET7A2"
"90","AC080080.1","hsa-let-7a-5p","MIRLET7A3"
"91","AC004520.1","hsa-let-7a-5p","MIRLET7A1"
"92","AC004520.1","hsa-let-7a-5p","MIRLET7A2"
"93","AC004520.1","hsa-let-7a-5p","MIRLET7A3"
"94","HOXA11-AS","hsa-let-7a-5p","MIRLET7A1"
"95","HOXA11-AS","hsa-let-7a-5p","MIRLET7A2"
"96","HOXA11-AS","hsa-let-7a-5p","MIRLET7A3"
"97","TRG-AS1","hsa-let-7a-5p","MIRLET7A1"
"98","TRG-AS1","hsa-let-7a-5p","MIRLET7A2"
"99","TRG-AS1","hsa-let-7a-5p","MIRLET7A3"
"100","LINC00265","hsa-let-7a-5p","MIRLET7A1"
"101","LINC00265","hsa-let-7a-5p","MIRLET7A2"
"102","LINC00265","hsa-let-7a-5p","MIRLET7A3"
"103","AC073335.2","hsa-let-7a-5p","MIRLET7A1"
"104","AC073335.2","hsa-let-7a-5p","MIRLET7A2"
"105","AC073335.2","hsa-let-7a-5p","MIRLET7A3"
"106","AC004921.1","hsa-let-7a-5p","MIRLET7A1"
"107","AC004921.1","hsa-let-7a-5p","MIRLET7A2"
"108","AC004921.1","hsa-let-7a-5p","MIRLET7A3"
"109","STAG3L5P-PVRIG2P-PILRB","hsa-let-7a-5p","MIRLET7A1"
"110","STAG3L5P-PVRIG2P-PILRB","hsa-let-7a-5p","MIRLET7A2"
"111","STAG3L5P-PVRIG2P-PILRB","hsa-let-7a-5p","MIRLET7A3"
"112","AC023632.6","hsa-let-7a-5p","MIRLET7A1"
"113","AC023632.6","hsa-let-7a-5p","MIRLET7A2"
"114","AC023632.6","hsa-let-7a-5p","MIRLET7A3"
"115","CDKN2B-AS1","hsa-let-7a-5p","MIRLET7A1"
"116","CDKN2B-AS1","hsa-let-7a-5p","MIRLET7A2"
"117","CDKN2B-AS1","hsa-let-7a-5p","MIRLET7A3"
"118","AL590705.3","hsa-let-7a-5p","MIRLET7A1"
"119","AL590705.3","hsa-let-7a-5p","MIRLET7A2"
"120","AL590705.3","hsa-let-7a-5p","MIRLET7A3"
"121","LINC00963","hsa-let-7a-5p","MIRLET7A1"
"122","LINC00963","hsa-let-7a-5p","MIRLET7A2"
"123","LINC00963","hsa-let-7a-5p","MIRLET7A3"
"124","AL157392.3","hsa-let-7a-5p","MIRLET7A1"
"125","AL157392.3","hsa-let-7a-5p","MIRLET7A2"
"126","AL157392.3","hsa-let-7a-5p","MIRLET7A3"
"127","AC010997.4","hsa-let-7a-5p","MIRLET7A1"
"128","AC010997.4","hsa-let-7a-5p","MIRLET7A2"
"129","AC010997.4","hsa-let-7a-5p","MIRLET7A3"
"130","AL132656.4","hsa-let-7a-5p","MIRLET7A1"
"131","AL132656.4","hsa-let-7a-5p","MIRLET7A2"
"132","AL132656.4","hsa-let-7a-5p","MIRLET7A3"
"133","NUTM2A-AS1","hsa-let-7a-5p","MIRLET7A1"
"134","NUTM2A-AS1","hsa-let-7a-5p","MIRLET7A2"
"135","NUTM2A-AS1","hsa-let-7a-5p","MIRLET7A3"
"136","OLMALINC","hsa-let-7a-5p","MIRLET7A1"
"137","OLMALINC","hsa-let-7a-5p","MIRLET7A2"
"138","OLMALINC","hsa-let-7a-5p","MIRLET7A3"
"139","RPARP-AS1","hsa-let-7a-5p","MIRLET7A1"
"140","RPARP-AS1","hsa-let-7a-5p","MIRLET7A2"
"141","RPARP-AS1","hsa-let-7a-5p","MIRLET7A3"
"142","LINC01001","hsa-let-7a-5p","MIRLET7A1"
"143","LINC01001","hsa-let-7a-5p","MIRLET7A2"
"144","LINC01001","hsa-let-7a-5p","MIRLET7A3"
"145","AC240565.2","hsa-let-7a-5p","MIRLET7A1"
"146","AC240565.2","hsa-let-7a-5p","MIRLET7A2"
"147","AC240565.2","hsa-let-7a-5p","MIRLET7A3"
"148","KCNQ1OT1","hsa-let-7a-5p","MIRLET7A1"
"149","KCNQ1OT1","hsa-let-7a-5p","MIRLET7A2"
"150","KCNQ1OT1","hsa-let-7a-5p","MIRLET7A3"
"151","LINC00294","hsa-let-7a-5p","MIRLET7A1"
"152","LINC00294","hsa-let-7a-5p","MIRLET7A2"
"153","LINC00294","hsa-let-7a-5p","MIRLET7A3"
"154","NEAT1","hsa-let-7a-5p","MIRLET7A1"
"155","NEAT1","hsa-let-7a-5p","MIRLET7A2"
"156","NEAT1","hsa-let-7a-5p","MIRLET7A3"
"157","AP002360.3","hsa-let-7a-5p","MIRLET7A1"
"158","AP002360.3","hsa-let-7a-5p","MIRLET7A2"
"159","AP002360.3","hsa-let-7a-5p","MIRLET7A3"
"160","AP000873.2","hsa-let-7a-5p","MIRLET7A1"
"161","AP000873.2","hsa-let-7a-5p","MIRLET7A2"
"162","AP000873.2","hsa-let-7a-5p","MIRLET7A3"
"163","AP000446.1","hsa-let-7a-5p","MIRLET7A1"
"164","AP000446.1","hsa-let-7a-5p","MIRLET7A2"
"165","AP000446.1","hsa-let-7a-5p","MIRLET7A3"
"166","AP000766.1","hsa-let-7a-5p","MIRLET7A1"
"167","AP000766.1","hsa-let-7a-5p","MIRLET7A2"
"168","AP000766.1","hsa-let-7a-5p","MIRLET7A3"
"169","AC125807.2","hsa-let-7a-5p","MIRLET7A1"
"170","AC125807.2","hsa-let-7a-5p","MIRLET7A2"
"171","AC125807.2","hsa-let-7a-5p","MIRLET7A3"
"172","AC006206.1","hsa-let-7a-5p","MIRLET7A1"
"173","AC006206.1","hsa-let-7a-5p","MIRLET7A2"
"174","AC006206.1","hsa-let-7a-5p","MIRLET7A3"
"175","AC006064.5","hsa-let-7a-5p","MIRLET7A1"
"176","AC006064.5","hsa-let-7a-5p","MIRLET7A2"
"177","AC006064.5","hsa-let-7a-5p","MIRLET7A3"
"178","AC022075.1","hsa-let-7a-5p","MIRLET7A1"
"179","AC022075.1","hsa-let-7a-5p","MIRLET7A2"
"180","AC022075.1","hsa-let-7a-5p","MIRLET7A3"
"181","AC009318.1","hsa-let-7a-5p","MIRLET7A1"
"182","AC009318.1","hsa-let-7a-5p","MIRLET7A2"
"183","AC009318.1","hsa-let-7a-5p","MIRLET7A3"
"184","AC125611.4","hsa-let-7a-5p","MIRLET7A1"
"185","AC125611.4","hsa-let-7a-5p","MIRLET7A2"
"186","AC125611.4","hsa-let-7a-5p","MIRLET7A3"
"187","AC012531.2","hsa-let-7a-5p","MIRLET7A1"
"188","AC012531.2","hsa-let-7a-5p","MIRLET7A2"
"189","AC012531.2","hsa-let-7a-5p","MIRLET7A3"
"190","LINC02381","hsa-let-7a-5p","MIRLET7A1"
"191","LINC02381","hsa-let-7a-5p","MIRLET7A2"
"192","LINC02381","hsa-let-7a-5p","MIRLET7A3"
"193","AC048341.1","hsa-let-7a-5p","MIRLET7A1"
"194","AC048341.1","hsa-let-7a-5p","MIRLET7A2"
"195","AC048341.1","hsa-let-7a-5p","MIRLET7A3"
"196","AC090001.1","hsa-let-7a-5p","MIRLET7A1"
"197","AC090001.1","hsa-let-7a-5p","MIRLET7A2"
"198","AC090001.1","hsa-let-7a-5p","MIRLET7A3"
"199","TMPO-AS1","hsa-let-7a-5p","MIRLET7A1"
"200","TMPO-AS1","hsa-let-7a-5p","MIRLET7A2"
"201","TMPO-AS1","hsa-let-7a-5p","MIRLET7A3"
"202","HELLPAR","hsa-let-7a-5p","MIRLET7A1"
"203","HELLPAR","hsa-let-7a-5p","MIRLET7A2"
"204","HELLPAR","hsa-let-7a-5p","MIRLET7A3"
"205","AC026362.1","hsa-let-7a-5p","MIRLET7A1"
"206","AC026362.1","hsa-let-7a-5p","MIRLET7A2"
"207","AC026362.1","hsa-let-7a-5p","MIRLET7A3"
"208","AC122688.3","hsa-let-7a-5p","MIRLET7A1"
"209","AC122688.3","hsa-let-7a-5p","MIRLET7A2"
"210","AC122688.3","hsa-let-7a-5p","MIRLET7A3"
"211","AL136419.1","hsa-let-7a-5p","MIRLET7A1"
"212","AL136419.1","hsa-let-7a-5p","MIRLET7A2"
"213","AL136419.1","hsa-let-7a-5p","MIRLET7A3"
"214","G2E3-AS1","hsa-let-7a-5p","MIRLET7A1"
"215","G2E3-AS1","hsa-let-7a-5p","MIRLET7A2"
"216","G2E3-AS1","hsa-let-7a-5p","MIRLET7A3"
"217","AL445363.3","hsa-let-7a-5p","MIRLET7A1"
"218","AL445363.3","hsa-let-7a-5p","MIRLET7A2"
"219","AL445363.3","hsa-let-7a-5p","MIRLET7A3"
"220","AL049780.3","hsa-let-7a-5p","MIRLET7A1"
"221","AL049780.3","hsa-let-7a-5p","MIRLET7A2"
"222","AL049780.3","hsa-let-7a-5p","MIRLET7A3"
"223","AF111167.2","hsa-let-7a-5p","MIRLET7A1"
"224","AF111167.2","hsa-let-7a-5p","MIRLET7A2"
"225","AF111167.2","hsa-let-7a-5p","MIRLET7A3"
"226","VASH1-AS1","hsa-let-7a-5p","MIRLET7A1"
"227","VASH1-AS1","hsa-let-7a-5p","MIRLET7A2"
"228","VASH1-AS1","hsa-let-7a-5p","MIRLET7A3"
"229","MEG8","hsa-let-7a-5p","MIRLET7A1"
"230","MEG8","hsa-let-7a-5p","MIRLET7A2"
"231","MEG8","hsa-let-7a-5p","MIRLET7A3"
"232","AL117190.1","hsa-let-7a-5p","MIRLET7A1"
"233","AL117190.1","hsa-let-7a-5p","MIRLET7A2"
"234","AL117190.1","hsa-let-7a-5p","MIRLET7A3"
"235","OIP5-AS1","hsa-let-7a-5p","MIRLET7A1"
"236","OIP5-AS1","hsa-let-7a-5p","MIRLET7A2"
"237","OIP5-AS1","hsa-let-7a-5p","MIRLET7A3"
"238","AC055855.1","hsa-let-7a-5p","MIRLET7A1"
"239","AC055855.1","hsa-let-7a-5p","MIRLET7A2"
"240","AC055855.1","hsa-let-7a-5p","MIRLET7A3"
"241","IQCH-AS1","hsa-let-7a-5p","MIRLET7A1"
"242","IQCH-AS1","hsa-let-7a-5p","MIRLET7A2"
"243","IQCH-AS1","hsa-let-7a-5p","MIRLET7A3"
"244","DRAIC","hsa-let-7a-5p","MIRLET7A1"
"245","DRAIC","hsa-let-7a-5p","MIRLET7A2"
"246","DRAIC","hsa-let-7a-5p","MIRLET7A3"
"247","THSD4-AS1","hsa-let-7a-5p","MIRLET7A1"
"248","THSD4-AS1","hsa-let-7a-5p","MIRLET7A2"
"249","THSD4-AS1","hsa-let-7a-5p","MIRLET7A3"
"250","UBL7-AS1","hsa-let-7a-5p","MIRLET7A1"
"251","UBL7-AS1","hsa-let-7a-5p","MIRLET7A2"
"252","UBL7-AS1","hsa-let-7a-5p","MIRLET7A3"
"253","AC105020.1","hsa-let-7a-5p","MIRLET7A1"
"254","AC105020.1","hsa-let-7a-5p","MIRLET7A2"
"255","AC105020.1","hsa-let-7a-5p","MIRLET7A3"
"256","AC090825.1","hsa-let-7a-5p","MIRLET7A1"
"257","AC090825.1","hsa-let-7a-5p","MIRLET7A2"
"258","AC090825.1","hsa-let-7a-5p","MIRLET7A3"
"259","AC015712.2","hsa-let-7a-5p","MIRLET7A1"
"260","AC015712.2","hsa-let-7a-5p","MIRLET7A2"
"261","AC015712.2","hsa-let-7a-5p","MIRLET7A3"
"262","AC009065.3","hsa-let-7a-5p","MIRLET7A1"
"263","AC009065.3","hsa-let-7a-5p","MIRLET7A2"
"264","AC009065.3","hsa-let-7a-5p","MIRLET7A3"
"265","AC109460.3","hsa-let-7a-5p","MIRLET7A1"
"266","AC109460.3","hsa-let-7a-5p","MIRLET7A2"
"267","AC109460.3","hsa-let-7a-5p","MIRLET7A3"
"268","AC106886.4","hsa-let-7a-5p","MIRLET7A1"
"269","AC106886.4","hsa-let-7a-5p","MIRLET7A2"
"270","AC106886.4","hsa-let-7a-5p","MIRLET7A3"
"271","AC026471.1","hsa-let-7a-5p","MIRLET7A1"
"272","AC026471.1","hsa-let-7a-5p","MIRLET7A2"
"273","AC026471.1","hsa-let-7a-5p","MIRLET7A3"
"274","AC020978.6","hsa-let-7a-5p","MIRLET7A1"
"275","AC020978.6","hsa-let-7a-5p","MIRLET7A2"
"276","AC020978.6","hsa-let-7a-5p","MIRLET7A3"
"277","AC020978.5","hsa-let-7a-5p","MIRLET7A1"
"278","AC020978.5","hsa-let-7a-5p","MIRLET7A2"
"279","AC020978.5","hsa-let-7a-5p","MIRLET7A3"
"280","AC009022.1","hsa-let-7a-5p","MIRLET7A1"
"281","AC009022.1","hsa-let-7a-5p","MIRLET7A2"
"282","AC009022.1","hsa-let-7a-5p","MIRLET7A3"
"283","AC012184.3","hsa-let-7a-5p","MIRLET7A1"
"284","AC012184.3","hsa-let-7a-5p","MIRLET7A2"
"285","AC012184.3","hsa-let-7a-5p","MIRLET7A3"
"286","AC092139.3","hsa-let-7a-5p","MIRLET7A1"
"287","AC092139.3","hsa-let-7a-5p","MIRLET7A2"
"288","AC092139.3","hsa-let-7a-5p","MIRLET7A3"
"289","AC133540.1","hsa-let-7a-5p","MIRLET7A1"
"290","AC133540.1","hsa-let-7a-5p","MIRLET7A2"
"291","AC133540.1","hsa-let-7a-5p","MIRLET7A3"
"292","AC005224.4","hsa-let-7a-5p","MIRLET7A1"
"293","AC005224.4","hsa-let-7a-5p","MIRLET7A2"
"294","AC005224.4","hsa-let-7a-5p","MIRLET7A3"
"295","AC093484.1","hsa-let-7a-5p","MIRLET7A1"
"296","AC093484.1","hsa-let-7a-5p","MIRLET7A2"
"297","AC093484.1","hsa-let-7a-5p","MIRLET7A3"
"298","ARHGAP27P1-BPTFP1-KPNA2P3","hsa-let-7a-5p","MIRLET7A1"
"299","ARHGAP27P1-BPTFP1-KPNA2P3","hsa-let-7a-5p","MIRLET7A2"
"300","ARHGAP27P1-BPTFP1-KPNA2P3","hsa-let-7a-5p","MIRLET7A3"
"301","AC037487.4","hsa-let-7a-5p","MIRLET7A1"
"302","AC037487.4","hsa-let-7a-5p","MIRLET7A2"
"303","AC037487.4","hsa-let-7a-5p","MIRLET7A3"
"304","SNHG16","hsa-let-7a-5p","MIRLET7A1"
"305","SNHG16","hsa-let-7a-5p","MIRLET7A2"
"306","SNHG16","hsa-let-7a-5p","MIRLET7A3"
"307","LINC01978","hsa-let-7a-5p","MIRLET7A1"
"308","LINC01978","hsa-let-7a-5p","MIRLET7A2"
"309","LINC01978","hsa-let-7a-5p","MIRLET7A3"
"310","AC124319.4","hsa-let-7a-5p","MIRLET7A1"
"311","AC124319.4","hsa-let-7a-5p","MIRLET7A2"
"312","AC124319.4","hsa-let-7a-5p","MIRLET7A3"
"313","AC007996.1","hsa-let-7a-5p","MIRLET7A1"
"314","AC007996.1","hsa-let-7a-5p","MIRLET7A2"
"315","AC007996.1","hsa-let-7a-5p","MIRLET7A3"
"316","AC116447.1","hsa-let-7a-5p","MIRLET7A1"
"317","AC116447.1","hsa-let-7a-5p","MIRLET7A2"
"318","AC116447.1","hsa-let-7a-5p","MIRLET7A3"
"319","AC091060.1","hsa-let-7a-5p","MIRLET7A1"
"320","AC091060.1","hsa-let-7a-5p","MIRLET7A2"
"321","AC091060.1","hsa-let-7a-5p","MIRLET7A3"
"322","AC011447.7","hsa-let-7a-5p","MIRLET7A1"
"323","AC011447.7","hsa-let-7a-5p","MIRLET7A2"
"324","AC011447.7","hsa-let-7a-5p","MIRLET7A3"
"325","TMEM147-AS1","hsa-let-7a-5p","MIRLET7A1"
"326","TMEM147-AS1","hsa-let-7a-5p","MIRLET7A2"
"327","TMEM147-AS1","hsa-let-7a-5p","MIRLET7A3"
"328","LINC00665","hsa-let-7a-5p","MIRLET7A1"
"329","LINC00665","hsa-let-7a-5p","MIRLET7A2"
"330","LINC00665","hsa-let-7a-5p","MIRLET7A3"
"331","ZNF571-AS1","hsa-let-7a-5p","MIRLET7A1"
"332","ZNF571-AS1","hsa-let-7a-5p","MIRLET7A2"
"333","ZNF571-AS1","hsa-let-7a-5p","MIRLET7A3"
"334","AC006486.2","hsa-let-7a-5p","MIRLET7A1"
"335","AC006486.2","hsa-let-7a-5p","MIRLET7A2"
"336","AC006486.2","hsa-let-7a-5p","MIRLET7A3"
"337","AC243964.3","hsa-let-7a-5p","MIRLET7A1"
"338","AC243964.3","hsa-let-7a-5p","MIRLET7A2"
"339","AC243964.3","hsa-let-7a-5p","MIRLET7A3"
"340","AC010327.5","hsa-let-7a-5p","MIRLET7A1"
"341","AC010327.5","hsa-let-7a-5p","MIRLET7A2"
"342","AC010327.5","hsa-let-7a-5p","MIRLET7A3"
"343","AC007228.2","hsa-let-7a-5p","MIRLET7A1"
"344","AC007228.2","hsa-let-7a-5p","MIRLET7A2"
"345","AC007228.2","hsa-let-7a-5p","MIRLET7A3"
"346","AC020915.3","hsa-let-7a-5p","MIRLET7A1"
"347","AC020915.3","hsa-let-7a-5p","MIRLET7A2"
"348","AC020915.3","hsa-let-7a-5p","MIRLET7A3"
"349","ZNF337-AS1","hsa-let-7a-5p","MIRLET7A1"
"350","ZNF337-AS1","hsa-let-7a-5p","MIRLET7A2"
"351","ZNF337-AS1","hsa-let-7a-5p","MIRLET7A3"
"352","AL121845.1","hsa-let-7a-5p","MIRLET7A1"
"353","AL121845.1","hsa-let-7a-5p","MIRLET7A2"
"354","AL121845.1","hsa-let-7a-5p","MIRLET7A3"
"355","AF254983.1","hsa-let-7a-5p","MIRLET7A1"
"356","AF254983.1","hsa-let-7a-5p","MIRLET7A2"
"357","AF254983.1","hsa-let-7a-5p","MIRLET7A3"
"358","MIR99AHG","hsa-let-7a-5p","MIRLET7A1"
"359","MIR99AHG","hsa-let-7a-5p","MIRLET7A2"
"360","MIR99AHG","hsa-let-7a-5p","MIRLET7A3"
"361","LINC01678","hsa-let-7a-5p","MIRLET7A1"
"362","LINC01678","hsa-let-7a-5p","MIRLET7A2"
"363","LINC01678","hsa-let-7a-5p","MIRLET7A3"
"364","TTC28-AS1","hsa-let-7a-5p","MIRLET7A1"
"365","TTC28-AS1","hsa-let-7a-5p","MIRLET7A2"
"366","TTC28-AS1","hsa-let-7a-5p","MIRLET7A3"
"367","AC005005.4","hsa-let-7a-5p","MIRLET7A1"
"368","AC005005.4","hsa-let-7a-5p","MIRLET7A2"
"369","AC005005.4","hsa-let-7a-5p","MIRLET7A3"
"370","MIRLET7BHG","hsa-let-7a-5p","MIRLET7A1"
"371","MIRLET7BHG","hsa-let-7a-5p","MIRLET7A2"
"372","MIRLET7BHG","hsa-let-7a-5p","MIRLET7A3"
"373","AC232271.1","hsa-let-7a-5p","MIRLET7A1"
"374","AC232271.1","hsa-let-7a-5p","MIRLET7A2"
"375","AC232271.1","hsa-let-7a-5p","MIRLET7A3"
"376","XIST","hsa-let-7a-5p","MIRLET7A1"
"377","XIST","hsa-let-7a-5p","MIRLET7A2"
"378","XIST","hsa-let-7a-5p","MIRLET7A3"
"379","LINC00894","hsa-let-7a-5p","MIRLET7A1"
"380","LINC00894","hsa-let-7a-5p","MIRLET7A2"
"381","LINC00894","hsa-let-7a-5p","MIRLET7A3"
"382","TTTY15","hsa-let-7a-5p","MIRLET7A1"
"383","TTTY15","hsa-let-7a-5p","MIRLET7A2"
"384","TTTY15","hsa-let-7a-5p","MIRLET7A3"
"385","ZNF436-AS1","hsa-let-7b-5p","MIRLET7B"
"386","SNHG12","hsa-let-7b-5p","MIRLET7B"
"387","AL050341.2","hsa-let-7b-5p","MIRLET7B"
"388","AL360270.2","hsa-let-7b-5p","MIRLET7B"
"389","AC239868.1","hsa-let-7b-5p","MIRLET7B"
"390","AC234582.1","hsa-let-7b-5p","MIRLET7B"
"391","AL590666.2","hsa-let-7b-5p","MIRLET7B"
"392","MIR29B2CHG","hsa-let-7b-5p","MIRLET7B"
"393","AL359924.1","hsa-let-7b-5p","MIRLET7B"
"394","AC074117.1","hsa-let-7b-5p","MIRLET7B"
"395","LINC01806","hsa-let-7b-5p","MIRLET7B"
"396","AC105760.2","hsa-let-7b-5p","MIRLET7B"
"397","LMCD1-AS1","hsa-let-7b-5p","MIRLET7B"
"398","AC124045.1","hsa-let-7b-5p","MIRLET7B"
"399","CCDC37-AS1","hsa-let-7b-5p","MIRLET7B"
"400","AC097103.2","hsa-let-7b-5p","MIRLET7B"
"401","MUC20-OT1","hsa-let-7b-5p","MIRLET7B"
"402","LINC00885","hsa-let-7b-5p","MIRLET7B"
"403","LINC02432","hsa-let-7b-5p","MIRLET7B"
"404","AC093908.1","hsa-let-7b-5p","MIRLET7B"
"405","SLC9A3-AS1","hsa-let-7b-5p","MIRLET7B"
"406","LINC02242","hsa-let-7b-5p","MIRLET7B"
"407","SNHG4","hsa-let-7b-5p","MIRLET7B"
"408","CARMN","hsa-let-7b-5p","MIRLET7B"
"409","HEIH","hsa-let-7b-5p","MIRLET7B"
"410","AC138035.1","hsa-let-7b-5p","MIRLET7B"
"411","AL024498.1","hsa-let-7b-5p","MIRLET7B"
"412","HCG18","hsa-let-7b-5p","MIRLET7B"
"413","IER3-AS1","hsa-let-7b-5p","MIRLET7B"
"414","AC080080.1","hsa-let-7b-5p","MIRLET7B"
"415","AC004520.1","hsa-let-7b-5p","MIRLET7B"
"416","HOXA11-AS","hsa-let-7b-5p","MIRLET7B"
"417","TRG-AS1","hsa-let-7b-5p","MIRLET7B"
"418","LINC00265","hsa-let-7b-5p","MIRLET7B"
"419","AC073335.2","hsa-let-7b-5p","MIRLET7B"
"420","AC004921.1","hsa-let-7b-5p","MIRLET7B"
"421","STAG3L5P-PVRIG2P-PILRB","hsa-let-7b-5p","MIRLET7B"
"422","AC023632.6","hsa-let-7b-5p","MIRLET7B"
"423","CDKN2B-AS1","hsa-let-7b-5p","MIRLET7B"
"424","AL590705.3","hsa-let-7b-5p","MIRLET7B"
"425","LINC00963","hsa-let-7b-5p","MIRLET7B"
"426","AL157392.3","hsa-let-7b-5p","MIRLET7B"
"427","AC010997.4","hsa-let-7b-5p","MIRLET7B"
"428","AL132656.4","hsa-let-7b-5p","MIRLET7B"
"429","NUTM2A-AS1","hsa-let-7b-5p","MIRLET7B"
"430","OLMALINC","hsa-let-7b-5p","MIRLET7B"
"431","RPARP-AS1","hsa-let-7b-5p","MIRLET7B"
