lncRNA,miRNA,gene,DE_type,cancer,ceRNA
AL139385.1,MIR146B,HSPA1B,lnc_gene_sig,LUSC,AL139385.1-MIR146B-HSPA1B
AL139385.1,MIR146B,IL1RL2,lnc_gene_sig,LUSC,AL139385.1-MIR146B-IL1RL2
BBOX1-AS1,MIR125B1,PRDX2,lnc_gene_sig,LUSC,BBOX1-AS1-MIR125B1-PRDX2
CYTOR,MIR27B,NRAS,lnc_sig,LUSC,CYTOR-MIR27B-NRAS
LINC00511,MIR26A1,ADM,lnc_miR_gene_sig,LUSC,LINC00511-MIR26A1-ADM
LINC00511,MIR26A1,BID,lnc_miR_gene_sig,LUSC,LINC00511-MIR26A1-BID
LINC00511,MIR26A1,BIRC5,lnc_miR_gene_sig,LUSC,LINC00511-MIR26A1-BIRC5
LINC00511,MIR26A1,CASP3,lnc_miR_gene_sig,LUSC,LINC00511-MIR26A1-CASP3
LINC00511,MIR26A1,HSPA8,lnc_miR_sig,LUSC,LINC00511-MIR26A1-HSPA8
LINC00511,MIR26A1,PPIA,lnc_miR_gene_sig,LUSC,LINC00511-MIR26A1-PPIA
LINC00511,MIR766,BMPR1A,lnc_sig,LUSC,LINC00511-MIR766-BMPR1A
LINC00511,MIR766,CALR,lnc_gene_sig,LUSC,LINC00511-MIR766-CALR
LINC00511,MIR766,NR1D2,lnc_sig,LUSC,LINC00511-MIR766-NR1D2
LINC00511,MIR766,ZC3HAV1L,lnc_gene_sig,LUSC,LINC00511-MIR766-ZC3HAV1L
LINC01705,MIR186,F2RL1,lnc_miR_gene_sig,LUSC,LINC01705-MIR186-F2RL1
PVT1,MIR145,FAM3C,lnc_miR_gene_sig,LUSC,PVT1-MIR145-FAM3C
PVT1,MIR145,STAT1,lnc_miR_sig,LUSC,PVT1-MIR145-STAT1
SOX21-AS1,MIR145,CDK4,lnc_miR_gene_sig,LUSC,SOX21-AS1-MIR145-CDK4
SOX21-AS1,MIR145,FAM3C,lnc_miR_gene_sig,LUSC,SOX21-AS1-MIR145-FAM3C
SOX21-AS1,MIR27B,PAK2,lnc_gene_sig,LUSC,SOX21-AS1-MIR27B-PAK2
SOX21-AS1,MIR27B,PDK1,lnc_gene_sig,LUSC,SOX21-AS1-MIR27B-PDK1
SOX21-AS1,MIRLET7A2,CASP3,lnc_gene_sig,LUSC,SOX21-AS1-MIRLET7A2-CASP3
SOX21-AS1,MIRLET7A2,PAK1,lnc_gene_sig,LUSC,SOX21-AS1-MIRLET7A2-PAK1
SOX21-AS1,MIRLET7A2,ZC3HAV1L,lnc_gene_sig,LUSC,SOX21-AS1-MIRLET7A2-ZC3HAV1L
SOX21-AS1,MIRLET7G,ADIPOR2,lnc_sig,LUSC,SOX21-AS1-MIRLET7G-ADIPOR2
SOX21-AS1,MIRLET7G,CASP3,lnc_gene_sig,LUSC,SOX21-AS1-MIRLET7G-CASP3
THSD4-AS1,MIRLET7G,CASP3,gene_sig,LUSC,THSD4-AS1-MIRLET7G-CASP3
TP53TG1,MIRLET7A2,CASP3,lnc_gene_sig,LUSC,TP53TG1-MIRLET7A2-CASP3
TP53TG1,MIRLET7A2,PAK1,lnc_gene_sig,LUSC,TP53TG1-MIRLET7A2-PAK1
TP53TG1,MIRLET7A2,ZC3HAV1L,lnc_gene_sig,LUSC,TP53TG1-MIRLET7A2-ZC3HAV1L
TP53TG1,MIRLET7G,CASP3,lnc_gene_sig,LUSC,TP53TG1-MIRLET7G-CASP3
A1BG-AS1,MIR148A,HSP90AA1,lnc_sig,PRAD,A1BG-AS1-MIR148A-HSP90AA1
A1BG-AS1,MIR148A,ROBO1,lnc_gene_sig,PRAD,A1BG-AS1-MIR148A-ROBO1
A1BG-AS1,MIR148A,S1PR1,lnc_gene_sig,PRAD,A1BG-AS1-MIR148A-S1PR1
A1BG-AS1,MIR148A,SOS2,lnc_sig,PRAD,A1BG-AS1-MIR148A-SOS2
A1BG-AS1,MIR148A,STAT3,lnc_sig,PRAD,A1BG-AS1-MIR148A-STAT3
AC005082.1,MIR26B,BMPR1A,lnc_sig,PRAD,AC005082.1-MIR26B-BMPR1A
AC005082.1,MIR26B,BMPR2,lnc_sig,PRAD,AC005082.1-MIR26B-BMPR2
AC005082.1,MIR26B,ERAP1,lnc_sig,PRAD,AC005082.1-MIR26B-ERAP1
AC005082.1,MIR26B,GDF10,lnc_gene_sig,PRAD,AC005082.1-MIR26B-GDF10
AC005082.1,MIR26B,INPP5D,lnc_gene_sig,PRAD,AC005082.1-MIR26B-INPP5D
AC005082.1,MIR26B,PIK3CG,lnc_gene_sig,PRAD,AC005082.1-MIR26B-PIK3CG
AC005082.1,MIR26B,SDC3,lnc_gene_sig,PRAD,AC005082.1-MIR26B-SDC3
AC005082.1,MIR26B,TLR1,lnc_gene_sig,PRAD,AC005082.1-MIR26B-TLR1
AC005082.1,MIR26B,VAV1,lnc_gene_sig,PRAD,AC005082.1-MIR26B-VAV1
AC006504.5,MIR133B,CMTM4,gene_sig,PRAD,AC006504.5-MIR133B-CMTM4
AC016747.1,MIR93,NR3C1,gene_sig,PRAD,AC016747.1-MIR93-NR3C1
AC027031.2,MIR744,NFKBIB,lnc_sig,PRAD,AC027031.2-MIR744-NFKBIB
AC068338.2,MIR181B2,GRK2,gene_sig,PRAD,AC068338.2-MIR181B2-GRK2
AC083799.1,MIR4676,GRK2,gene_sig,PRAD,AC083799.1-MIR4676-GRK2
AC090877.2,MIR221,PSMD4,lnc_sig,PRAD,AC090877.2-MIR221-PSMD4
AC090877.2,MIR221,TOR2A,lnc_gene_sig,PRAD,AC090877.2-MIR221-TOR2A
AC090877.2,MIRLET7C,PAK4,lnc_sig,PRAD,AC090877.2-MIRLET7C-PAK4
AGAP2-AS1,MIR4677,NR2F6,gene_sig,PRAD,AGAP2-AS1-MIR4677-NR2F6
AL121603.2,MIR16-1,VAV2,gene_sig,PRAD,AL121603.2-MIR16-1-VAV2
AL391244.1,MIR16-1,VAV2,gene_sig,PRAD,AL391244.1-MIR16-1-VAV2
AP004609.3,MIR27B,TMSB10,lnc_gene_sig,PRAD,AP004609.3-MIR27B-TMSB10
AP004609.3,MIR27B,TOR2A,lnc_gene_sig,PRAD,AP004609.3-MIR27B-TOR2A
AP004609.3,MIR27B,TPT1,lnc_sig,PRAD,AP004609.3-MIR27B-TPT1
BX284668.2,MIR25,BMPR1A,lnc_miR_sig,PRAD,BX284668.2-MIR25-BMPR1A
BX284668.2,MIR25,FGF2,lnc_miR_gene_sig,PRAD,BX284668.2-MIR25-FGF2
BX284668.2,MIR25,IL6ST,lnc_miR_gene_sig,PRAD,BX284668.2-MIR25-IL6ST
BX284668.2,MIR25,NFYB,lnc_miR_gene_sig,PRAD,BX284668.2-MIR25-NFYB
BX284668.2,MIR25,OSMR,lnc_miR_sig,PRAD,BX284668.2-MIR25-OSMR
BX284668.2,MIR25,ROBO1,lnc_miR_gene_sig,PRAD,BX284668.2-MIR25-ROBO1
BX284668.2,MIR25,S100A16,lnc_miR_gene_sig,PRAD,BX284668.2-MIR25-S100A16
BX284668.2,MIR25,TANK,lnc_miR_sig,PRAD,BX284668.2-MIR25-TANK
BX284668.2,MIR25,TLR3,lnc_miR_gene_sig,PRAD,BX284668.2-MIR25-TLR3
BX284668.2,MIR25,UBR1,lnc_miR_sig,PRAD,BX284668.2-MIR25-UBR1
BX284668.2,MIR25,ZC3HAV1L,lnc_miR_sig,PRAD,BX284668.2-MIR25-ZC3HAV1L
DARS-AS1,MIR221,TOR2A,lnc_gene_sig,PRAD,DARS-AS1-MIR221-TOR2A
FAM201A,MIR216A,BECN1,lnc_sig,PRAD,FAM201A-MIR216A-BECN1
FAM201A,MIR216A,CDC42,lnc_sig,PRAD,FAM201A-MIR216A-CDC42
FAM201A,MIR216A,CDK4,lnc_sig,PRAD,FAM201A-MIR216A-CDK4
FAM201A,MIR216A,PAK4,lnc_sig,PRAD,FAM201A-MIR216A-PAK4
FAM201A,MIR370,DCK,lnc_sig,PRAD,FAM201A-MIR370-DCK
FAM201A,MIR370,HSP90AB1,lnc_sig,PRAD,FAM201A-MIR370-HSP90AB1
FAM201A,MIR370,IFNGR2,lnc_sig,PRAD,FAM201A-MIR370-IFNGR2
FAM201A,MIR370,MAP2K2,lnc_sig,PRAD,FAM201A-MIR370-MAP2K2
GAS5,MIR1296,GPI,lnc_sig,PRAD,GAS5-MIR1296-GPI
GAS5,MIR130A,GRK2,lnc_gene_sig,PRAD,GAS5-MIR130A-GRK2
GAS5,MIR196A1,NR2F6,lnc_gene_sig,PRAD,GAS5-MIR196A1-NR2F6
GAS5,MIR196A1,PSMC3,lnc_sig,PRAD,GAS5-MIR196A1-PSMC3
GAS5,MIR221,PSMD4,lnc_sig,PRAD,GAS5-MIR221-PSMD4
GAS5,MIR221,TOR2A,lnc_gene_sig,PRAD,GAS5-MIR221-TOR2A
GAS5,MIR222,HDGF,lnc_sig,PRAD,GAS5-MIR222-HDGF
GAS5,MIR23B,GRK2,lnc_gene_sig,PRAD,GAS5-MIR23B-GRK2
GAS5,MIR23B,HDGF,lnc_sig,PRAD,GAS5-MIR23B-HDGF
GAS5,MIR31,PPIA,lnc_sig,PRAD,GAS5-MIR31-PPIA
GAS5,MIR4676,GRK2,lnc_gene_sig,PRAD,GAS5-MIR4676-GRK2
GAS5,MIR4786,GPI,lnc_miR_sig,PRAD,GAS5-MIR4786-GPI
GAS5,MIR4786,HDGF,lnc_miR_sig,PRAD,GAS5-MIR4786-HDGF
GAS5,MIR505,HSP90AB1,lnc_sig,PRAD,GAS5-MIR505-HSP90AB1
GAS5,MIR505,OGFR,lnc_sig,PRAD,GAS5-MIR505-OGFR
GAS5,MIR744,ADRM1,lnc_sig,PRAD,GAS5-MIR744-ADRM1
GAS5,MIR744,NR2F6,lnc_gene_sig,PRAD,GAS5-MIR744-NR2F6
GAS5,MIR744,OGFR,lnc_sig,PRAD,GAS5-MIR744-OGFR
GAS5,MIR744,PSMD4,lnc_sig,PRAD,GAS5-MIR744-PSMD4
HCG11,MIR26B,ARRB1,lnc_sig,PRAD,HCG11-MIR26B-ARRB1
HCG11,MIR26B,BMPR1A,lnc_sig,PRAD,HCG11-MIR26B-BMPR1A
HCG11,MIR26B,BMPR2,lnc_sig,PRAD,HCG11-MIR26B-BMPR2
HCG11,MIR26B,CXCL13,lnc_gene_sig,PRAD,HCG11-MIR26B-CXCL13
HCG11,MIR26B,ERAP1,lnc_sig,PRAD,HCG11-MIR26B-ERAP1
HCG11,MIR26B,GDF10,lnc_gene_sig,PRAD,HCG11-MIR26B-GDF10
HCG11,MIR26B,INPP5D,lnc_gene_sig,PRAD,HCG11-MIR26B-INPP5D
HCG11,MIR26B,LIFR,lnc_sig,PRAD,HCG11-MIR26B-LIFR
HCG11,MIR26B,PIK3CG,lnc_gene_sig,PRAD,HCG11-MIR26B-PIK3CG
HCG11,MIR26B,SDC3,lnc_gene_sig,PRAD,HCG11-MIR26B-SDC3
HCG11,MIR26B,TLR1,lnc_gene_sig,PRAD,HCG11-MIR26B-TLR1
HCG11,MIR26B,VAV1,lnc_gene_sig,PRAD,HCG11-MIR26B-VAV1
LEF1-AS1,MIR222,HDGF,lnc_sig,PRAD,LEF1-AS1-MIR222-HDGF
LINC00683,MIR25,BMPR1A,lnc_miR_sig,PRAD,LINC00683-MIR25-BMPR1A
LINC00683,MIR25,C3,lnc_miR_sig,PRAD,LINC00683-MIR25-C3
LINC00683,MIR25,FGF2,lnc_miR_gene_sig,PRAD,LINC00683-MIR25-FGF2
LINC00683,MIR25,IL6ST,lnc_miR_gene_sig,PRAD,LINC00683-MIR25-IL6ST
LINC00683,MIR25,IREB2,lnc_miR_sig,PRAD,LINC00683-MIR25-IREB2
LINC00683,MIR25,ITGAV,lnc_miR_sig,PRAD,LINC00683-MIR25-ITGAV
LINC00683,MIR25,NFYB,lnc_miR_gene_sig,PRAD,LINC00683-MIR25-NFYB
LINC00683,MIR25,OSMR,lnc_miR_sig,PRAD,LINC00683-MIR25-OSMR
LINC00683,MIR25,ROBO1,lnc_miR_gene_sig,PRAD,LINC00683-MIR25-ROBO1
LINC00683,MIR25,S100A16,lnc_miR_gene_sig,PRAD,LINC00683-MIR25-S100A16
LINC00683,MIR25,TANK,lnc_miR_sig,PRAD,LINC00683-MIR25-TANK
LINC00683,MIR25,TLR3,lnc_miR_gene_sig,PRAD,LINC00683-MIR25-TLR3
LINC00683,MIR25,UBR1,lnc_miR_sig,PRAD,LINC00683-MIR25-UBR1
LINC00683,MIR25,ZC3HAV1L,lnc_miR_sig,PRAD,LINC00683-MIR25-ZC3HAV1L
LINC00886,MIR126,ACVR2B,lnc_sig,PRAD,LINC00886-MIR126-ACVR2B
LINC00886,MIR126,CYLD,lnc_sig,PRAD,LINC00886-MIR126-CYLD
LINC00886,MIR126,KRAS,lnc_sig,PRAD,LINC00886-MIR126-KRAS
LINC00886,MIR126,MAPK8,lnc_sig,PRAD,LINC00886-MIR126-MAPK8
LINC00886,MIR126,MR1,lnc_gene_sig,PRAD,LINC00886-MIR126-MR1
LINC00886,MIR126,NR2C2,lnc_sig,PRAD,LINC00886-MIR126-NR2C2
LINC00886,MIR126,NR3C1,lnc_gene_sig,PRAD,LINC00886-MIR126-NR3C1
LINC00886,MIR126,PGR,lnc_gene_sig,PRAD,LINC00886-MIR126-PGR
LINC00886,MIR126,PIK3R1,lnc_gene_sig,PRAD,LINC00886-MIR126-PIK3R1
LINC01116,MIR93,TGFBR2,lnc_gene_sig,PRAD,LINC01116-MIR93-TGFBR2
LINC01415,MIR106B,F2R,lnc_gene_sig,PRAD,LINC01415-MIR106B-F2R
LINC01503,MIR615,BACH2,lnc_sig,PRAD,LINC01503-MIR615-BACH2
LINC01503,MIR615,IL6ST,lnc_gene_sig,PRAD,LINC01503-MIR615-IL6ST
LINC01503,MIR615,PDGFC,lnc_gene_sig,PRAD,LINC01503-MIR615-PDGFC
LINC01503,MIR615,THRA,lnc_sig,PRAD,LINC01503-MIR615-THRA
LINC01503,MIR615,VIM,lnc_sig,PRAD,LINC01503-MIR615-VIM
LINC01547,MIR16-1,VAV2,gene_sig,PRAD,LINC01547-MIR16-1-VAV2
LINC01550,MIR25,BMPR1A,lnc_miR_sig,PRAD,LINC01550-MIR25-BMPR1A
LINC01550,MIR25,C3,lnc_miR_sig,PRAD,LINC01550-MIR25-C3
LINC01550,MIR25,FGF2,lnc_miR_gene_sig,PRAD,LINC01550-MIR25-FGF2
LINC01550,MIR25,IL6ST,lnc_miR_gene_sig,PRAD,LINC01550-MIR25-IL6ST
LINC01550,MIR25,IREB2,lnc_miR_sig,PRAD,LINC01550-MIR25-IREB2
LINC01550,MIR25,ITGAV,lnc_miR_sig,PRAD,LINC01550-MIR25-ITGAV
LINC01550,MIR25,NFYB,lnc_miR_gene_sig,PRAD,LINC01550-MIR25-NFYB
LINC01550,MIR25,NRAS,lnc_miR_sig,PRAD,LINC01550-MIR25-NRAS
LINC01550,MIR25,OSMR,lnc_miR_sig,PRAD,LINC01550-MIR25-OSMR
LINC01550,MIR25,ROBO1,lnc_miR_gene_sig,PRAD,LINC01550-MIR25-ROBO1
LINC01550,MIR25,S100A16,lnc_miR_gene_sig,PRAD,LINC01550-MIR25-S100A16
LINC01550,MIR25,TANK,lnc_miR_sig,PRAD,LINC01550-MIR25-TANK
LINC01550,MIR25,TLR3,lnc_miR_gene_sig,PRAD,LINC01550-MIR25-TLR3
LINC01550,MIR25,UBR1,lnc_miR_sig,PRAD,LINC01550-MIR25-UBR1
LINC01550,MIR25,ZC3HAV1L,lnc_miR_sig,PRAD,LINC01550-MIR25-ZC3HAV1L
LINC01915,MIR25,BMPR1A,miR_sig,PRAD,LINC01915-MIR25-BMPR1A
LINC01915,MIR25,C3,miR_sig,PRAD,LINC01915-MIR25-C3
LINC01915,MIR25,FGF2,miR_gene_sig,PRAD,LINC01915-MIR25-FGF2
LINC01915,MIR25,HSP90AA1,miR_sig,PRAD,LINC01915-MIR25-HSP90AA1
LINC01915,MIR25,HSPA8,miR_sig,PRAD,LINC01915-MIR25-HSPA8
LINC01915,MIR25,IL6ST,miR_gene_sig,PRAD,LINC01915-MIR25-IL6ST
LINC01915,MIR25,IREB2,miR_sig,PRAD,LINC01915-MIR25-IREB2
LINC01915,MIR25,ITGAV,miR_sig,PRAD,LINC01915-MIR25-ITGAV
LINC01915,MIR25,NFYB,miR_gene_sig,PRAD,LINC01915-MIR25-NFYB
LINC01915,MIR25,NRAS,miR_sig,PRAD,LINC01915-MIR25-NRAS
LINC01915,MIR25,OSMR,miR_sig,PRAD,LINC01915-MIR25-OSMR
LINC01915,MIR25,ROBO1,miR_gene_sig,PRAD,LINC01915-MIR25-ROBO1
LINC01915,MIR25,S100A16,miR_gene_sig,PRAD,LINC01915-MIR25-S100A16
LINC01915,MIR25,TANK,miR_sig,PRAD,LINC01915-MIR25-TANK
LINC01915,MIR25,TLR3,miR_gene_sig,PRAD,LINC01915-MIR25-TLR3
LINC01915,MIR25,UBR1,miR_sig,PRAD,LINC01915-MIR25-UBR1
LINC01915,MIR25,ZC3HAV1L,miR_sig,PRAD,LINC01915-MIR25-ZC3HAV1L
MIR100HG,MIR33B,FLT1,lnc_sig,PRAD,MIR100HG-MIR33B-FLT1
MSC-AS1,MIR106B,F2R,gene_sig,PRAD,MSC-AS1-MIR106B-F2R
MSC-AS1,MIR25,BMPR1A,miR_sig,PRAD,MSC-AS1-MIR25-BMPR1A
MSC-AS1,MIR25,C3,miR_sig,PRAD,MSC-AS1-MIR25-C3
MSC-AS1,MIR25,FGF2,miR_gene_sig,PRAD,MSC-AS1-MIR25-FGF2
MSC-AS1,MIR25,IL6ST,miR_gene_sig,PRAD,MSC-AS1-MIR25-IL6ST
MSC-AS1,MIR25,IREB2,miR_sig,PRAD,MSC-AS1-MIR25-IREB2
MSC-AS1,MIR25,ITGAV,miR_sig,PRAD,MSC-AS1-MIR25-ITGAV
MSC-AS1,MIR25,NFYB,miR_gene_sig,PRAD,MSC-AS1-MIR25-NFYB
MSC-AS1,MIR25,NRAS,miR_sig,PRAD,MSC-AS1-MIR25-NRAS
MSC-AS1,MIR25,OSMR,miR_sig,PRAD,MSC-AS1-MIR25-OSMR
MSC-AS1,MIR25,ROBO1,miR_gene_sig,PRAD,MSC-AS1-MIR25-ROBO1
MSC-AS1,MIR25,S100A16,miR_gene_sig,PRAD,MSC-AS1-MIR25-S100A16
MSC-AS1,MIR25,TANK,miR_sig,PRAD,MSC-AS1-MIR25-TANK
MSC-AS1,MIR25,TLR3,miR_gene_sig,PRAD,MSC-AS1-MIR25-TLR3
MSC-AS1,MIR25,UBR1,miR_sig,PRAD,MSC-AS1-MIR25-UBR1
MSC-AS1,MIR25,ZC3HAV1L,miR_sig,PRAD,MSC-AS1-MIR25-ZC3HAV1L
MSC-AS1,MIR429,AVPR1A,gene_sig,PRAD,MSC-AS1-MIR429-AVPR1A
NNT-AS1,MIR25,BMPR1A,lnc_miR_sig,PRAD,NNT-AS1-MIR25-BMPR1A
NNT-AS1,MIR25,C3,lnc_miR_sig,PRAD,NNT-AS1-MIR25-C3
NNT-AS1,MIR25,CDH1,lnc_miR_sig,PRAD,NNT-AS1-MIR25-CDH1
NNT-AS1,MIR25,FGF2,lnc_miR_gene_sig,PRAD,NNT-AS1-MIR25-FGF2
NNT-AS1,MIR25,HSP90AA1,lnc_miR_sig,PRAD,NNT-AS1-MIR25-HSP90AA1
NNT-AS1,MIR25,HSPA8,lnc_miR_sig,PRAD,NNT-AS1-MIR25-HSPA8
NNT-AS1,MIR25,IL6ST,lnc_miR_gene_sig,PRAD,NNT-AS1-MIR25-IL6ST
NNT-AS1,MIR25,IREB2,lnc_miR_sig,PRAD,NNT-AS1-MIR25-IREB2
NNT-AS1,MIR25,ITGAV,lnc_miR_sig,PRAD,NNT-AS1-MIR25-ITGAV
NNT-AS1,MIR25,NFYB,lnc_miR_gene_sig,PRAD,NNT-AS1-MIR25-NFYB
NNT-AS1,MIR25,NRAS,lnc_miR_sig,PRAD,NNT-AS1-MIR25-NRAS
NNT-AS1,MIR25,OSMR,lnc_miR_sig,PRAD,NNT-AS1-MIR25-OSMR
NNT-AS1,MIR25,ROBO1,lnc_miR_gene_sig,PRAD,NNT-AS1-MIR25-ROBO1
NNT-AS1,MIR25,S100A16,lnc_miR_gene_sig,PRAD,NNT-AS1-MIR25-S100A16
NNT-AS1,MIR25,TANK,lnc_miR_sig,PRAD,NNT-AS1-MIR25-TANK
NNT-AS1,MIR25,TLR3,lnc_miR_gene_sig,PRAD,NNT-AS1-MIR25-TLR3
NNT-AS1,MIR25,UBR1,lnc_miR_sig,PRAD,NNT-AS1-MIR25-UBR1
NNT-AS1,MIR25,ZC3HAV1L,lnc_miR_sig,PRAD,NNT-AS1-MIR25-ZC3HAV1L
NORAD,MIR25,BMPR1A,miR_sig,PRAD,NORAD-MIR25-BMPR1A
NORAD,MIR25,C3,miR_sig,PRAD,NORAD-MIR25-C3
NORAD,MIR25,CDH1,miR_sig,PRAD,NORAD-MIR25-CDH1
NORAD,MIR25,FGF2,miR_gene_sig,PRAD,NORAD-MIR25-FGF2
NORAD,MIR25,HSP90AA1,miR_sig,PRAD,NORAD-MIR25-HSP90AA1
NORAD,MIR25,HSPA8,miR_sig,PRAD,NORAD-MIR25-HSPA8
NORAD,MIR25,IL6ST,miR_gene_sig,PRAD,NORAD-MIR25-IL6ST
NORAD,MIR25,IREB2,miR_sig,PRAD,NORAD-MIR25-IREB2
NORAD,MIR25,ITGAV,miR_sig,PRAD,NORAD-MIR25-ITGAV
NORAD,MIR25,NFYB,miR_gene_sig,PRAD,NORAD-MIR25-NFYB
NORAD,MIR25,NRAS,miR_sig,PRAD,NORAD-MIR25-NRAS
NORAD,MIR25,OSMR,miR_sig,PRAD,NORAD-MIR25-OSMR
NORAD,MIR25,ROBO1,miR_gene_sig,PRAD,NORAD-MIR25-ROBO1
NORAD,MIR25,TANK,miR_sig,PRAD,NORAD-MIR25-TANK
NORAD,MIR25,TLR3,miR_gene_sig,PRAD,NORAD-MIR25-TLR3
NORAD,MIR25,UBR1,miR_sig,PRAD,NORAD-MIR25-UBR1
NORAD,MIR25,ZC3HAV1L,miR_sig,PRAD,NORAD-MIR25-ZC3HAV1L
NR2F1-AS1,MIR25,BMPR1A,lnc_miR_sig,PRAD,NR2F1-AS1-MIR25-BMPR1A
NR2F1-AS1,MIR25,C3,lnc_miR_sig,PRAD,NR2F1-AS1-MIR25-C3
NR2F1-AS1,MIR25,FGF2,lnc_miR_gene_sig,PRAD,NR2F1-AS1-MIR25-FGF2
NR2F1-AS1,MIR25,IL6ST,lnc_miR_gene_sig,PRAD,NR2F1-AS1-MIR25-IL6ST
NR2F1-AS1,MIR25,IREB2,lnc_miR_sig,PRAD,NR2F1-AS1-MIR25-IREB2
NR2F1-AS1,MIR25,ITGAV,lnc_miR_sig,PRAD,NR2F1-AS1-MIR25-ITGAV
NR2F1-AS1,MIR25,NFYB,lnc_miR_gene_sig,PRAD,NR2F1-AS1-MIR25-NFYB
NR2F1-AS1,MIR25,NRAS,lnc_miR_sig,PRAD,NR2F1-AS1-MIR25-NRAS
NR2F1-AS1,MIR25,OSMR,lnc_miR_sig,PRAD,NR2F1-AS1-MIR25-OSMR
NR2F1-AS1,MIR25,ROBO1,lnc_miR_gene_sig,PRAD,NR2F1-AS1-MIR25-ROBO1
NR2F1-AS1,MIR25,S100A16,lnc_miR_gene_sig,PRAD,NR2F1-AS1-MIR25-S100A16
NR2F1-AS1,MIR25,TANK,lnc_miR_sig,PRAD,NR2F1-AS1-MIR25-TANK
NR2F1-AS1,MIR25,TLR3,lnc_miR_gene_sig,PRAD,NR2F1-AS1-MIR25-TLR3
NR2F1-AS1,MIR25,UBR1,lnc_miR_sig,PRAD,NR2F1-AS1-MIR25-UBR1
NR2F1-AS1,MIR25,ZC3HAV1L,lnc_miR_sig,PRAD,NR2F1-AS1-MIR25-ZC3HAV1L
OLMALINC,MIR23B,ABCC4,gene_sig,PRAD,OLMALINC-MIR23B-ABCC4
OLMALINC,MIR23B,GRK2,gene_sig,PRAD,OLMALINC-MIR23B-GRK2
OTUD6B-AS1,MIR4676,GRK2,gene_sig,PRAD,OTUD6B-AS1-MIR4676-GRK2
PCAT19,MIR221,PSMD4,lnc_sig,PRAD,PCAT19-MIR221-PSMD4
PCAT19,MIR221,TOR2A,lnc_gene_sig,PRAD,PCAT19-MIR221-TOR2A
PCAT19,MIR222,HDGF,lnc_sig,PRAD,PCAT19-MIR222-HDGF
PCAT19,MIR222,PSMC4,lnc_sig,PRAD,PCAT19-MIR222-PSMC4
RUNDC3A-AS1,MIR221,PSMD4,lnc_sig,PRAD,RUNDC3A-AS1-MIR221-PSMD4
RUNDC3A-AS1,MIR221,TOR2A,lnc_gene_sig,PRAD,RUNDC3A-AS1-MIR221-TOR2A
RUNDC3A-AS1,MIR222,CANX,lnc_sig,PRAD,RUNDC3A-AS1-MIR222-CANX
RUNDC3A-AS1,MIR222,HDGF,lnc_sig,PRAD,RUNDC3A-AS1-MIR222-HDGF
RUNDC3A-AS1,MIR222,PSMC4,lnc_sig,PRAD,RUNDC3A-AS1-MIR222-PSMC4
SCAMP1-AS1,MIR218-1,VAV2,gene_sig,PRAD,SCAMP1-AS1-MIR218-1-VAV2
SCAMP1-AS1,MIR500B,GRK2,gene_sig,PRAD,SCAMP1-AS1-MIR500B-GRK2
SNHG12,MIR320D1,MDK,lnc_sig,PRAD,SNHG12-MIR320D1-MDK
TBX5-AS1,MIR25,BMPR1A,lnc_miR_sig,PRAD,TBX5-AS1-MIR25-BMPR1A
TBX5-AS1,MIR25,C3,lnc_miR_sig,PRAD,TBX5-AS1-MIR25-C3
TBX5-AS1,MIR25,FGF2,lnc_miR_gene_sig,PRAD,TBX5-AS1-MIR25-FGF2
TBX5-AS1,MIR25,IL6ST,lnc_miR_gene_sig,PRAD,TBX5-AS1-MIR25-IL6ST
TBX5-AS1,MIR25,IREB2,lnc_miR_sig,PRAD,TBX5-AS1-MIR25-IREB2
TBX5-AS1,MIR25,ITGAV,lnc_miR_sig,PRAD,TBX5-AS1-MIR25-ITGAV
TBX5-AS1,MIR25,NFYB,lnc_miR_gene_sig,PRAD,TBX5-AS1-MIR25-NFYB
TBX5-AS1,MIR25,OSMR,lnc_miR_sig,PRAD,TBX5-AS1-MIR25-OSMR
TBX5-AS1,MIR25,ROBO1,lnc_miR_gene_sig,PRAD,TBX5-AS1-MIR25-ROBO1
TBX5-AS1,MIR25,S100A16,lnc_miR_gene_sig,PRAD,TBX5-AS1-MIR25-S100A16
TBX5-AS1,MIR25,TANK,lnc_miR_sig,PRAD,TBX5-AS1-MIR25-TANK
TBX5-AS1,MIR25,TLR3,lnc_miR_gene_sig,PRAD,TBX5-AS1-MIR25-TLR3
TBX5-AS1,MIR25,UBR1,lnc_miR_sig,PRAD,TBX5-AS1-MIR25-UBR1
TBX5-AS1,MIR25,ZC3HAV1L,lnc_miR_sig,PRAD,TBX5-AS1-MIR25-ZC3HAV1L
UBR5-AS1,MIR196A1,CANX,lnc_sig,PRAD,UBR5-AS1-MIR196A1-CANX
UBR5-AS1,MIR196A1,CASP3,lnc_sig,PRAD,UBR5-AS1-MIR196A1-CASP3
UBR5-AS1,MIR196A1,GMFB,lnc_sig,PRAD,UBR5-AS1-MIR196A1-GMFB
UBR5-AS1,MIR196A1,IFNGR1,lnc_sig,PRAD,UBR5-AS1-MIR196A1-IFNGR1
UBR5-AS1,MIR196A1,ITGAV,lnc_sig,PRAD,UBR5-AS1-MIR196A1-ITGAV
UBR5-AS1,MIR196A1,MAPK1,lnc_sig,PRAD,UBR5-AS1-MIR196A1-MAPK1
